sample_barcode	missing_fraction	retained
TCGA-BH-A0BF-01A	0.150479864270581	True
TCGA-BH-A0BJ-01A	0.1631369702290012	True
TCGA-BH-A0BM-01A	0.17515256898312667	True
TCGA-BH-A0BS-01A	0.1746123523900364	True
TCGA-BH-A0BT-01A	0.19616192992377882	True
TCGA-BH-A0BZ-01A	0.16984958344236142	True
TCGA-BH-A0C0-01A	0.17850993070034016	True
TCGA-BH-A0C3-01A	0.15926260435043174	True
TCGA-BH-A0DG-01A	0.1585134758717323	True
TCGA-BH-A0DH-01A	0.1971600644883558	True
TCGA-BH-A0DI-01A	0.1445923474943235	True
TCGA-BH-A0DK-01A	0.16025018780967495	True
TCGA-BH-A0DP-01A	0.16510369626322052	True
TCGA-BH-A0DQ-01A	0.16913210827966338	True
TCGA-BH-A0DS-01A	0.18033105148095316	True
TCGA-BH-A0DV-01A	0.16043377704248296	True
TCGA-BH-A0E0-01A	0.1722932194376683	True
TCGA-BH-A0E1-01A	0.1601657789670046	True
TCGA-BH-A0E2-01A	0.18870440867385269	True
TCGA-BH-A0GY-01A	0.18666593512336352	True
TCGA-BH-A0GZ-01A	0.15485224232090553	True
TCGA-BH-A0H0-01A	0.17706231904854353	True
TCGA-BH-A0H3-01A	0.1522630010719923	True
TCGA-BH-A0H6-01A	0.17675211655172995	True
TCGA-BH-A0H7-01A	0.18128276118206144	True
TCGA-BH-A0H9-01A	0.1641034514775768	True
TCGA-BH-A0HA-01A	0.15493876138464266	True
TCGA-BH-A0HB-01A	0.1694697436503448	True
TCGA-BH-A0HF-01A	0.17853525335314127	True
TCGA-BH-A0HI-01A	0.18354913860776054	True
TCGA-BH-A0HK-01A	0.161501548902263	True
TCGA-BH-A0HN-01A	0.20362156139477172	True
TCGA-BH-A0HP-01A	0.15534814427159388	True
TCGA-BH-A0HX-01A	0.17155464206430265	True
TCGA-BH-A0HY-01A	0.18999164352457562	True
TCGA-BH-A0RX-01A	0.16598787889019254	True
TCGA-BH-A0W3-01A	0.1665407568096834	True
TCGA-BH-A0W4-01A	0.16898439280499025	True
TCGA-BH-A0W5-01A	0.16941276768154231	True
TCGA-BH-A0WA-01A	0.21961914730187135	True
TCGA-BH-A1EN-01A	0.14203053911927813	True
TCGA-BH-A1EO-01A	0.15166369828903276	True
TCGA-BH-A1ES-01A	0.15055794245005108	True
TCGA-BH-A1ET-01A	0.16299558541752834	True
TCGA-BH-A1EU-01A	0.1691679820377983	True
TCGA-BH-A1EV-01A	0.18847439457757595	True
TCGA-BH-A1EW-01A	0.16834288560069552	True
TCGA-BH-A1EX-01A	0.14038034624507265	True
TCGA-BH-A1EY-01A	0.15148010905622472	True
TCGA-BH-A1F0-01A	0.17374505153159844	True
TCGA-BH-A1F2-01A	0.14505870635007723	True
TCGA-BH-A1F5-01A	0.1479644807590043	True
TCGA-BH-A1F6-01A	0.13629073781769377	True
TCGA-BH-A1F8-01A	0.14367440133028336	True
TCGA-BH-A1FB-01A	0.14911033079825442	True
TCGA-BH-A1FC-01A	0.14825991170835057	True
TCGA-BH-A1FD-01A	0.14997341121455884	True
TCGA-BH-A1FE-01A	0.14543432569996032	True
TCGA-BH-A1FG-01A	0.13985490119944965	True
TCGA-BH-A1FH-01A	0.13822581053591174	True
TCGA-BH-A1FJ-01A	0.13506469937790683	True
TCGA-BH-A1FL-01A	0.1385676663487267	True
TCGA-BH-A1FM-01A	0.170220982350111	True
TCGA-BH-A1FN-01A	0.14486667623300217	True
TCGA-BH-A1FR-01A	0.14215715238328366	True
TCGA-BH-A1FU-01A	0.13534746900085254	True
TCGA-BH-A201-01A	0.14830844679288602	True
TCGA-BH-A202-01A	0.14172666728566485	True
TCGA-BH-A203-01A	0.13830177849431508	True
TCGA-BH-A204-01A	0.14966320871774527	True
TCGA-BH-A208-01A	0.14447839555671851	True
TCGA-BH-A209-01A	0.161028859383309	True
TCGA-BH-A28O-01A	0.1354213267381891	True
TCGA-BH-A28Q-01A	0.13832710114711616	True
TCGA-BH-A2L8-01A	0.13470807201762455	True
TCGA-BH-A42T-01A	0.13990554650505188	True
TCGA-BH-A42U-01A	0.13666635716757689	True
TCGA-BH-A42V-01A	0.1355500502232614	True
TCGA-BH-A5IZ-01A	0.1344084206261448	True
TCGA-BH-A5J0-01A	0.1372297861924015	True
TCGA-BH-A6R8-01A	0.15410522406327287	True
TCGA-BH-A6R9-01A	0.1977002810814461	True
TCGA-BH-A8FY-01A	0.15299946822429117	True
TCGA-BH-A8FZ-01A	0.14004482109545796	True
TCGA-BH-A8G0-01A	0.1403972280136067	True
TCGA-BH-AB28-01A	0.15314296325683077	True
TCGA-C8-A1HE-01A	0.14777667108406276	True
TCGA-C8-A1HF-01A	0.1499755214356256	True
TCGA-C8-A1HG-01A	0.1657177705936474	True
TCGA-C8-A1HI-01A	0.15329911961577095	True
TCGA-C8-A1HJ-01A	0.13990765672611863	True
TCGA-C8-A1HK-01A	0.13983168876771532	True
TCGA-C8-A1HL-01A	0.15210051404985186	True
TCGA-C8-A1HM-01A	0.1912430046171637	True
TCGA-C8-A1HN-01A	0.18529007098783667	True
TCGA-C8-A1HO-01A	0.14292527285158393	True
TCGA-C8-A26V-01A	0.14177942281233383	True
TCGA-C8-A26W-01A	0.1456369069223692	True
TCGA-C8-A26X-01A	0.1378628525124292	True
TCGA-C8-A26Y-01A	0.141882823644605	True
TCGA-C8-A26Z-01A	0.14292949329371746	True
TCGA-C8-A273-01A	0.13556271154966193	True
TCGA-C8-A274-01A	0.13850224949565718	True
TCGA-C8-A275-01A	0.13699344143292452	True
TCGA-C8-A278-01A	0.1438622110052249	True
TCGA-C8-A27A-01A	0.1610858353521115	True
TCGA-C8-A27B-01A	0.1416106051269931	True
TCGA-C8-A3M7-01A	0.13904246608874746	True
TCGA-C8-A3M8-01A	0.1421086172987482	True
