sample_barcode	sample_class	sample_group_label	sample_type	PC1	PC2
TCGA-AN-A0XO-01A	normal	non_basal	Primary Tumor	-2.3880065072854753	0.6227623594941727
TCGA-AN-A0XP-01A	normal	non_basal	Primary Tumor	-2.8724384296875423	-0.9765823243307368
TCGA-AN-A0XR-01A	normal	non_basal	Primary Tumor	-4.117763308516682	3.144788122028073
TCGA-AN-A0XS-01A	normal	non_basal	Primary Tumor	-1.005819592852814	-0.4527672507224153
TCGA-AN-A0XT-01A	normal	non_basal	Primary Tumor	-2.416935939011007	-6.059286251542934
TCGA-AN-A0XV-01A	normal	non_basal	Primary Tumor	-0.6996733494574249	2.782420594819176
TCGA-AN-A0XW-01A	normal	non_basal	Primary Tumor	0.964697779352316	-0.22609274702783114
TCGA-AO-A03L-01A	normal	non_basal	Primary Tumor	-2.3958299271872145	-0.020066084447838594
TCGA-AO-A03M-01B	normal	non_basal	Primary Tumor	1.3547699799662336	-0.32177788358016596
TCGA-AO-A03N-01B	normal	non_basal	Primary Tumor	-2.4860117537725395	-1.7131231124874726
TCGA-AO-A03U-01B	normal	non_basal	Primary Tumor	4.960184633013718	-0.7065457090629458
TCGA-AO-A0JA-01A	normal	non_basal	Primary Tumor	-1.4913314271221547	2.4898227287523462
TCGA-AO-A0JB-01A	normal	non_basal	Primary Tumor	-2.9454910853142113	-5.514850070460217
TCGA-AO-A0JC-01A	normal	non_basal	Primary Tumor	5.0146923350250425	0.18145879172399706
TCGA-AO-A0JD-01A	normal	non_basal	Primary Tumor	-2.0853217857823156	-3.261746347462349
TCGA-AO-A0JE-01A	normal	non_basal	Primary Tumor	-0.605450909216147	-0.39294572493560503
TCGA-AO-A0JF-01A	normal	non_basal	Primary Tumor	1.3041782201477239	-0.22266904545499464
TCGA-AO-A0JG-01A	normal	non_basal	Primary Tumor	-0.6531706787323941	1.4588490786596826
TCGA-AO-A0JI-01A	normal	non_basal	Primary Tumor	-1.0616939855349605	9.204210135562498
TCGA-AO-A0JJ-01A	normal	non_basal	Primary Tumor	-0.14136867672783765	1.0158492752715342
TCGA-AO-A0JM-01A	normal	non_basal	Primary Tumor	-2.9800666523042003	0.6435975711030621
TCGA-AO-A125-01A	normal	non_basal	Primary Tumor	-5.3539122603166645	1.3634821066095377
TCGA-AO-A126-01A	normal	non_basal	Primary Tumor	-1.097223669422868	3.2375724116197113
TCGA-AO-A12B-01A	normal	non_basal	Primary Tumor	-3.0309242689593785	-0.0030691947083485126
TCGA-AO-A12C-01A	normal	non_basal	Primary Tumor	-2.301525448947808	3.5826686290708167
TCGA-AO-A12E-01A	normal	non_basal	Primary Tumor	-1.5429145285810903	3.7060796188248197
TCGA-AO-A12G-01A	normal	non_basal	Primary Tumor	-1.7921605777623066	2.7296190858649965
TCGA-AO-A1KO-01A	normal	non_basal	Primary Tumor	4.680145201908913	-0.7157371652713459
TCGA-AO-A1KP-01A	normal	non_basal	Primary Tumor	-4.45281969671455	2.6373068515639555
TCGA-AO-A1KS-01A	normal	non_basal	Primary Tumor	-1.1501098430780468	1.9473752324474833
TCGA-AO-A1KT-01A	normal	non_basal	Primary Tumor	-3.925941992678306	-3.632116552726173
TCGA-AQ-A04H-01B	normal	non_basal	Primary Tumor	-5.802781158604388	2.4966426324643907
TCGA-AQ-A04L-01B	normal	non_basal	Primary Tumor	-3.1297637888992003	0.5107791889442616
TCGA-AQ-A0Y5-01A	normal	non_basal	Primary Tumor	-0.3796284443320934	0.941143011181731
TCGA-AQ-A1H2-01A	normal	non_basal	Primary Tumor	-6.335758128398474	-4.107657514360111
TCGA-AQ-A1H3-01A	normal	non_basal	Primary Tumor	0.09721927273781274	2.5901341072711133
TCGA-AQ-A7U7-01A	normal	non_basal	Primary Tumor	2.37417090034203	1.7281063592109036
TCGA-AR-A0TQ-01A	normal	non_basal	Primary Tumor	-0.03367750179111692	2.715625059495933
TCGA-AR-A0TR-01A	normal	non_basal	Primary Tumor	-2.629017581403329	0.5290019718729948
TCGA-AR-A0TT-01A	normal	non_basal	Primary Tumor	0.938136929716437	-0.789870947953231
TCGA-AR-A0TV-01A	normal	non_basal	Primary Tumor	-2.893613153859862	0.44264188027675705
TCGA-AR-A0TW-01A	normal	non_basal	Primary Tumor	-1.8581912851657099	0.3646211883656666
TCGA-AR-A0TX-01A	normal	non_basal	Primary Tumor	2.1254164037725216	0.5102568405404153
TCGA-AR-A0TZ-01A	normal	non_basal	Primary Tumor	-3.023139119092672	7.119673886542507
TCGA-AR-A0U2-01A	normal	non_basal	Primary Tumor	-3.1355000167040035	-2.8729926448687504
TCGA-AR-A0U3-01A	normal	non_basal	Primary Tumor	-4.5206218884886	3.240682160561682
TCGA-AR-A1AK-01A	normal	non_basal	Primary Tumor	0.6743294087763343	1.8991553501578002
TCGA-AR-A1AL-01A	normal	non_basal	Primary Tumor	-0.03156419896556135	-0.9773995314181851
TCGA-AR-A1AM-01A	normal	non_basal	Primary Tumor	0.4152403382553595	-2.0323263257828112
TCGA-AR-A1AN-01A	normal	non_basal	Primary Tumor	0.4775448726679642	-1.529604994825602
TCGA-AR-A1AO-01A	normal	non_basal	Primary Tumor	4.933920919617847	-0.8853467543396345
TCGA-AR-A1AP-01A	normal	non_basal	Primary Tumor	-0.7182912861463492	3.865598586224909
TCGA-AR-A1AS-01A	normal	non_basal	Primary Tumor	-4.424546079710645	-1.522665501177674
TCGA-AR-A1AT-01A	normal	non_basal	Primary Tumor	1.5115788011460454	2.4549293600831796
TCGA-AR-A1AU-01A	normal	non_basal	Primary Tumor	0.6542652398476716	0.22288560808475513
TCGA-AR-A1AW-01A	normal	non_basal	Primary Tumor	3.4591452065056663	2.3687403759181076
TCGA-AR-A1AX-01A	normal	non_basal	Primary Tumor	3.7833739643282316	0.06449875513259076
TCGA-AR-A24H-01A	normal	non_basal	Primary Tumor	-4.475748370229107	-0.7050629604560561
TCGA-AR-A24K-01A	normal	non_basal	Primary Tumor	-2.0537795025229046	2.233121968230508
TCGA-AR-A24L-01A	normal	non_basal	Primary Tumor	-0.7912729161680013	-1.2449761343788703
TCGA-AR-A24M-01A	normal	non_basal	Primary Tumor	-1.4716125298214315	1.2711151577582882
TCGA-AR-A24N-01A	normal	non_basal	Primary Tumor	-2.4383473565662284	4.188809104195383
TCGA-AR-A24O-01A	normal	non_basal	Primary Tumor	1.1048116638070575	-0.7574200761503027
TCGA-AR-A24P-01A	normal	non_basal	Primary Tumor	0.49445224758618356	2.8719920360908024
TCGA-AR-A24R-01A	normal	non_basal	Primary Tumor	-1.8021989466184865	3.3120702972329
TCGA-AR-A24S-01A	normal	non_basal	Primary Tumor	-1.3355972327048669	-5.650643656870045
TCGA-AR-A24T-01A	normal	non_basal	Primary Tumor	0.8864512131969274	4.668435227414631
TCGA-AR-A24U-01A	normal	non_basal	Primary Tumor	2.6501914064625502	-1.5176052364522103
TCGA-AR-A24V-01A	normal	non_basal	Primary Tumor	-3.6452339729335868	-3.5300445722938916
TCGA-AR-A24W-01A	normal	non_basal	Primary Tumor	2.2639961583114974	0.048890070833137615
TCGA-AR-A24X-01A	normal	non_basal	Primary Tumor	-0.4314541832471957	3.4694866659351375
TCGA-AR-A24Z-01A	normal	non_basal	Primary Tumor	-5.729985740670142	-2.3982975244422593
TCGA-AR-A250-01A	normal	non_basal	Primary Tumor	-2.27915819450176	2.578721080789559
TCGA-AR-A252-01A	normal	non_basal	Primary Tumor	3.227583578400339	0.1606595279946581
TCGA-AR-A254-01A	normal	non_basal	Primary Tumor	1.761865878270463	2.191251346788941
TCGA-AR-A255-01A	normal	non_basal	Primary Tumor	-2.090290530387204	1.0015238611374317
TCGA-AR-A2LE-01A	normal	non_basal	Primary Tumor	-2.7505907129554408	-1.7280372587974255
TCGA-AR-A2LH-01A	normal	non_basal	Primary Tumor	3.883917939572508	-0.11057435896009142
TCGA-AR-A2LJ-01A	normal	non_basal	Primary Tumor	2.614472498076934	0.9859736215460811
TCGA-AR-A2LK-01A	normal	non_basal	Primary Tumor	-3.8386986126471534	-0.15593609679851128
TCGA-AR-A2LL-01A	normal	non_basal	Primary Tumor	-1.1429956002936719	2.4743752481258805
TCGA-AR-A2LM-01A	normal	non_basal	Primary Tumor	0.1458634073205214	0.49022133639486265
TCGA-AR-A2LN-01A	normal	non_basal	Primary Tumor	0.5297191987132959	-0.23575320841934783
TCGA-AR-A2LO-01A	normal	non_basal	Primary Tumor	2.4153619710383265	0.9644363041327761
TCGA-AR-A2LQ-01A	normal	non_basal	Primary Tumor	3.751830568086988	0.5181053058555375
TCGA-AR-A5QM-01A	normal	non_basal	Primary Tumor	0.050586858338918565	2.609002670470906
TCGA-AR-A5QN-01A	normal	non_basal	Primary Tumor	0.6228825664543245	4.850540883383038
TCGA-AR-A5QP-01A	normal	non_basal	Primary Tumor	2.030332951109592	2.2547171583438814
TCGA-B6-A0IK-01A	normal	non_basal	Primary Tumor	1.5383093547784774	2.2690938050482554
TCGA-B6-A0RG-01A	normal	non_basal	Primary Tumor	-7.172816904191092	-7.019719079538803
TCGA-B6-A0RI-01A	normal	non_basal	Primary Tumor	-3.212888639799534	-2.668345712940077
TCGA-B6-A0RL-01A	normal	non_basal	Primary Tumor	-3.763912475783855	7.094672166643188
TCGA-B6-A0RM-01A	normal	non_basal	Primary Tumor	-1.8654170765447935	0.32089998098904093
TCGA-B6-A0RN-01A	normal	non_basal	Primary Tumor	-4.0419443828982	1.6229041804409337
TCGA-B6-A0RO-01A	normal	non_basal	Primary Tumor	-1.0994381211105049	1.7658095609253164
TCGA-B6-A0RP-01A	normal	non_basal	Primary Tumor	-3.221443336374449	-1.7817732686170416
TCGA-B6-A0RS-01A	normal	non_basal	Primary Tumor	0.5865781957842379	-2.60251388797978
TCGA-B6-A0RV-01A	normal	non_basal	Primary Tumor	1.5857156491196884	2.705144255483012
TCGA-B6-A0WT-01A	normal	non_basal	Primary Tumor	-3.051571495284214	-2.0248879876857093
TCGA-B6-A0WV-01A	normal	non_basal	Primary Tumor	-4.440705359811576	-0.037788989365065286
TCGA-B6-A0WW-01A	normal	non_basal	Primary Tumor	-3.59619327130678	1.689142886898517
TCGA-B6-A0WY-01A	normal	non_basal	Primary Tumor	1.5405590167580394	1.0835871169991305
TCGA-B6-A0WZ-01A	normal	non_basal	Primary Tumor	-1.8056224804440721	1.5992633185241718
TCGA-B6-A0X4-01A	normal	non_basal	Primary Tumor	-1.979392125441011	-1.0212526730704423
TCGA-B6-A0X5-01A	normal	non_basal	Primary Tumor	-7.401600587438914	-11.106704947589087
TCGA-B6-A0X7-01A	normal	non_basal	Primary Tumor	-0.5406661733071495	1.5161001818100464
TCGA-B6-A1KC-01A	normal	non_basal	Primary Tumor	-3.0650122403025413	0.8143112450489048
TCGA-B6-A1KC-01B	normal	non_basal	Primary Tumor	-3.840722208991392	1.2110635539361612
TCGA-B6-A1KI-01A	normal	non_basal	Primary Tumor	-0.4971074137412223	-0.6425990306264706
TCGA-B6-A1KN-01A	normal	non_basal	Primary Tumor	-2.6334625515586514	0.6220771610598178
TCGA-B6-A2IU-01A	normal	non_basal	Primary Tumor	-3.411983731282041	-1.5047060688408331
TCGA-B6-A401-01A	normal	non_basal	Primary Tumor	1.0929683184952907	0.5566259257188765
TCGA-B6-A408-01A	normal	non_basal	Primary Tumor	-2.6903412451091895	-1.5670855407564805
TCGA-B6-A40B-01A	normal	non_basal	Primary Tumor	-1.8279206090964797	2.1635932921208947
TCGA-B6-A40C-01A	normal	non_basal	Primary Tumor	-2.280946516108225	1.7009657101115687
TCGA-BH-A0AU-01A	normal	non_basal	Primary Tumor	-0.31760687646111646	1.2439174296411302
TCGA-BH-A0AW-01A	normal	non_basal	Primary Tumor	-0.12654239258429292	0.5609844873731213
TCGA-BH-A0AZ-01A	normal	non_basal	Primary Tumor	-0.4900478654935724	-1.3773795391239163
TCGA-BH-A0B2-01A	normal	non_basal	Primary Tumor	1.3062610177392942	1.2260778497616802
TCGA-BH-A0B5-01A	normal	non_basal	Primary Tumor	-2.7328308278934053	1.6390479434307947
TCGA-BH-A0B6-01A	normal	non_basal	Primary Tumor	1.2052388983567994	0.43664214885429836
TCGA-BH-A0B8-01A	normal	non_basal	Primary Tumor	-5.144402624782699	1.862342265327775
TCGA-BH-A0BA-01A	normal	non_basal	Primary Tumor	-2.6399134465403975	0.4758672520461349
TCGA-BH-A0BC-01A	normal	non_basal	Primary Tumor	0.10505279196987151	0.6972916950323824
TCGA-BH-A0BF-01A	normal	non_basal	Primary Tumor	0.6604524414620314	-0.3444767110262128
TCGA-BH-A0BJ-01A	normal	non_basal	Primary Tumor	1.5824494879361277	0.2672125629636338
TCGA-BH-A0BM-01A	normal	non_basal	Primary Tumor	0.18704287530790273	0.6821552837510245
TCGA-BH-A0BS-01A	normal	non_basal	Primary Tumor	-3.057826458576423	-1.9488132329335848
TCGA-BH-A0BT-01A	normal	non_basal	Primary Tumor	-3.3439120078494637	-2.750196063592788
TCGA-BH-A0BZ-01A	normal	non_basal	Primary Tumor	-1.7103181198568878	2.2955754402112434
TCGA-BH-A0C0-01A	normal	non_basal	Primary Tumor	2.2924531031740423	1.291207048445418
TCGA-BH-A0C3-01A	normal	non_basal	Primary Tumor	1.3764496405333397	-0.4429259903679099
TCGA-BH-A0DG-01A	normal	non_basal	Primary Tumor	1.5311201501174314	1.4147939908005498
TCGA-BH-A0DH-01A	normal	non_basal	Primary Tumor	-5.138503410829473	0.0895615247947048
TCGA-BH-A0DI-01A	normal	non_basal	Primary Tumor	2.3822143448764317	2.3708457291460046
TCGA-BH-A0DK-01A	normal	non_basal	Primary Tumor	-0.39969487030032164	3.568430061275602
TCGA-BH-A0DP-01A	normal	non_basal	Primary Tumor	-0.5922487054937603	2.0393989260659557
TCGA-BH-A0DQ-01A	normal	non_basal	Primary Tumor	-3.40732064760306	-3.9626517575320523
TCGA-BH-A0DS-01A	normal	non_basal	Primary Tumor	-2.0591100672404083	3.7576885172601697
TCGA-BH-A0DV-01A	normal	non_basal	Primary Tumor	2.0168594799567763	0.24454914678585452
TCGA-BH-A0E1-01A	normal	non_basal	Primary Tumor	0.32104826962899574	1.654361044443388
TCGA-BH-A0E2-01A	normal	non_basal	Primary Tumor	-0.9438105298073433	2.8472156269042066
TCGA-BH-A0GY-01A	normal	non_basal	Primary Tumor	-1.0265192470611817	-1.8352594730503138
TCGA-BH-A0GZ-01A	normal	non_basal	Primary Tumor	-0.36903013016047076	3.5725453585926297
TCGA-BH-A0H0-01A	normal	non_basal	Primary Tumor	-3.6309531221314857	-0.003610698349210952
TCGA-BH-A0H3-01A	normal	non_basal	Primary Tumor	0.9094343462485307	1.3956940334213934
TCGA-BH-A0H6-01A	normal	non_basal	Primary Tumor	-1.848724513404519	-1.7938834625449394
TCGA-BH-A0H7-01A	normal	non_basal	Primary Tumor	-4.109425683660294	-0.6416465325073486
TCGA-BH-A0H9-01A	normal	non_basal	Primary Tumor	-1.2488698366505355	-6.179731827565248
TCGA-BH-A0HA-01A	normal	non_basal	Primary Tumor	-0.7785856244928161	3.012649312035825
TCGA-BH-A0HB-01A	normal	non_basal	Primary Tumor	-1.7048757843161468	1.0496814098549023
TCGA-BH-A0HF-01A	normal	non_basal	Primary Tumor	-0.10778438227362137	-0.5279543331113353
TCGA-BH-A0HI-01A	normal	non_basal	Primary Tumor	-0.3798168693172874	1.3466018524860754
TCGA-BH-A0HK-01A	normal	non_basal	Primary Tumor	-3.418732680306328	2.764729927365515
TCGA-BH-A0HN-01A	normal	non_basal	Primary Tumor	-4.127010199080729	1.0427128186743007
TCGA-BH-A0HP-01A	normal	non_basal	Primary Tumor	0.09777541075315767	1.759503772267754
TCGA-BH-A0HX-01A	normal	non_basal	Primary Tumor	-2.44245011488124	0.446555117658102
TCGA-BH-A0HY-01A	normal	non_basal	Primary Tumor	-2.467788544964347	4.324927290736817
TCGA-BH-A0W3-01A	normal	non_basal	Primary Tumor	-3.7963534445416878	0.078673747679778
TCGA-BH-A0W4-01A	normal	non_basal	Primary Tumor	-0.9674992769127125	-0.12489557573320875
TCGA-BH-A0W5-01A	normal	non_basal	Primary Tumor	1.9935566112857803	-0.14005031345957222
TCGA-BH-A1EN-01A	normal	non_basal	Primary Tumor	-2.0957154998831466	4.0275548459661366
TCGA-BH-A1EO-01A	normal	non_basal	Primary Tumor	-1.4371217344275118	1.853874308325453
TCGA-BH-A1ES-01A	normal	non_basal	Primary Tumor	-0.5137787605766255	3.9740985677574177
TCGA-BH-A1ET-01A	normal	non_basal	Primary Tumor	-2.826466026951809	-1.3757765444347894
TCGA-BH-A1EU-01A	normal	non_basal	Primary Tumor	1.9325909313471845	0.650419145367839
TCGA-BH-A1EV-01A	normal	non_basal	Primary Tumor	-0.37309547623476896	2.5548224985025567
TCGA-BH-A1EW-01A	normal	non_basal	Primary Tumor	0.7419116399871984	2.4122572542147176
TCGA-BH-A1EX-01A	normal	non_basal	Primary Tumor	-1.7908699365606313	-2.3541614995214024
TCGA-BH-A1EY-01A	normal	non_basal	Primary Tumor	1.1567171298645977	1.2081717549580597
TCGA-BH-A1F2-01A	normal	non_basal	Primary Tumor	-2.865669564981636	-2.320507252089386
TCGA-BH-A1F5-01A	normal	non_basal	Primary Tumor	-2.547616569452482	0.1374545620841268
TCGA-BH-A1F8-01A	normal	non_basal	Primary Tumor	-2.3872373496957735	0.8239026563938029
TCGA-BH-A1FB-01A	normal	non_basal	Primary Tumor	3.509052203214799	-0.165862697926996
TCGA-BH-A1FD-01A	normal	non_basal	Primary Tumor	-1.4284951051711279	4.301073265228334
TCGA-BH-A1FE-01A	normal	non_basal	Primary Tumor	1.5893462629208328	-0.1027274056452932
TCGA-BH-A1FG-01A	normal	non_basal	Primary Tumor	-0.7069277823472314	1.3523745248868249
TCGA-BH-A1FH-01A	normal	non_basal	Primary Tumor	3.484024029990536	0.1713883337379328
TCGA-BH-A1FJ-01A	normal	non_basal	Primary Tumor	-5.754659609723603	1.1215924805037065
TCGA-BH-A1FL-01A	normal	non_basal	Primary Tumor	-3.6727451688526833	0.5746828016284582
TCGA-BH-A1FM-01A	normal	non_basal	Primary Tumor	-4.1906865330959855	-2.5416396819641176
TCGA-BH-A1FN-01A	normal	non_basal	Primary Tumor	-0.9699646603399947	-4.059776027820126
TCGA-BH-A1FR-01A	normal	non_basal	Primary Tumor	-0.09897926543848283	-1.2279787745590556
TCGA-BH-A1FU-01A	normal	non_basal	Primary Tumor	3.7767681876958896	0.08262302530990094
TCGA-BH-A201-01A	normal	non_basal	Primary Tumor	0.9617867917922798	0.03248954025650532
TCGA-BH-A202-01A	normal	non_basal	Primary Tumor	1.4040747771252926	2.350771423250443
TCGA-BH-A203-01A	normal	non_basal	Primary Tumor	2.5118693346721477	3.8762217061745265
TCGA-BH-A204-01A	normal	non_basal	Primary Tumor	-7.39173776514458	-1.0571580325506438
TCGA-BH-A208-01A	normal	non_basal	Primary Tumor	1.8522936375886754	-5.16611172744239
TCGA-BH-A209-01A	normal	non_basal	Primary Tumor	2.852706563602631	0.030326147046658685
TCGA-BH-A28O-01A	normal	non_basal	Primary Tumor	3.842338202864903	0.09849325232950286
TCGA-BH-A28Q-01A	normal	non_basal	Primary Tumor	-0.9672003854338919	2.9499087402689828
TCGA-BH-A2L8-01A	normal	non_basal	Primary Tumor	2.5395442382263598	0.5894679203497336
TCGA-BH-A42T-01A	normal	non_basal	Primary Tumor	-1.2225836653852744	4.701232410325432
TCGA-BH-A42U-01A	normal	non_basal	Primary Tumor	3.671059563717447	0.3086559002133794
TCGA-BH-A42V-01A	normal	non_basal	Primary Tumor	1.0159945760930766	1.1482042801226333
TCGA-BH-A5J0-01A	normal	non_basal	Primary Tumor	-2.87364367483988	-3.2980516477473043
TCGA-BH-A6R8-01A	normal	non_basal	Primary Tumor	-4.815196147427712	-2.231575715214591
TCGA-BH-A6R9-01A	normal	non_basal	Primary Tumor	3.9764013398801	-0.19772535247453654
TCGA-BH-A8FY-01A	normal	non_basal	Primary Tumor	-6.430877376057802	0.3663176288299816
TCGA-BH-A8FZ-01A	normal	non_basal	Primary Tumor	2.590606626972811	0.9882237492363062
TCGA-BH-A8G0-01A	normal	non_basal	Primary Tumor	2.7627924348901476	0.5864657478009861
TCGA-BH-AB28-01A	normal	non_basal	Primary Tumor	-0.3246252323812563	3.2054027525486277
TCGA-C8-A1HE-01A	normal	non_basal	Primary Tumor	-0.8627115584350314	4.344965716865969
TCGA-C8-A1HF-01A	normal	non_basal	Primary Tumor	0.6708560065988842	1.3685161623476667
TCGA-C8-A1HG-01A	normal	non_basal	Primary Tumor	-1.0054667407296214	-4.074546994605295
TCGA-C8-A1HI-01A	normal	non_basal	Primary Tumor	0.6363215874074699	0.06398367338559437
TCGA-C8-A1HK-01A	normal	non_basal	Primary Tumor	-2.3616661619866903	-1.8740362676209033
TCGA-C8-A1HL-01A	normal	non_basal	Primary Tumor	-5.001323152478673	-3.720242931289886
TCGA-C8-A1HM-01A	normal	non_basal	Primary Tumor	-2.6685034935020417	-1.2612141455332042
TCGA-C8-A1HN-01A	normal	non_basal	Primary Tumor	-3.2508622104655096	-2.2356919683560497
TCGA-C8-A1HO-01A	normal	non_basal	Primary Tumor	-2.5054152115010933	5.10838492961615
TCGA-C8-A26V-01A	normal	non_basal	Primary Tumor	-2.0425180584011424	2.3151763580288796
TCGA-C8-A26W-01A	normal	non_basal	Primary Tumor	-1.7387367572032302	-3.9104025889800926
TCGA-C8-A26X-01A	normal	non_basal	Primary Tumor	1.5293692883182728	1.1441951562634312
TCGA-C8-A26Y-01A	normal	non_basal	Primary Tumor	1.2475088419034626	0.06161060889274502
TCGA-C8-A26Z-01A	normal	non_basal	Primary Tumor	-5.258973203671203	-2.178465799073343
TCGA-C8-A273-01A	normal	non_basal	Primary Tumor	-2.441253330378483	1.5560363475150718
TCGA-C8-A274-01A	normal	non_basal	Primary Tumor	-2.0851419227170744	5.641410570740535
TCGA-C8-A275-01A	normal	non_basal	Primary Tumor	1.6139626437083203	3.1910615038288532
TCGA-C8-A278-01A	normal	non_basal	Primary Tumor	1.5324353683255152	0.8036770623195366
TCGA-C8-A27A-01A	normal	non_basal	Primary Tumor	-4.113946663190052	-1.0322153695490195
TCGA-C8-A3M7-01A	normal	non_basal	Primary Tumor	1.6291340658697868	1.2653648556154815
TCGA-C8-A3M8-01A	normal	non_basal	Primary Tumor	-2.386458168067755	2.7731805227246955
TCGA-C8-A8HP-01A	normal	non_basal	Primary Tumor	3.6205120010593452	-0.2557374419609365
TCGA-C8-A8HQ-01A	normal	non_basal	Primary Tumor	-1.2795256573189269	1.6404748146945862
TCGA-C8-A8HR-01A	normal	non_basal	Primary Tumor	3.2852765469320064	0.3281625338437947
TCGA-D8-A1J8-01A	normal	non_basal	Primary Tumor	-0.24055998971205025	4.682614298156024
TCGA-D8-A1J9-01A	normal	non_basal	Primary Tumor	-1.0348581878106284	3.1431924416143513
TCGA-D8-A1JA-01A	normal	non_basal	Primary Tumor	-2.340514999610433	-1.869620373537548
TCGA-D8-A1JB-01A	normal	non_basal	Primary Tumor	2.887584466628996	0.30524293219256166
TCGA-D8-A1JC-01A	normal	non_basal	Primary Tumor	-3.2168583195740306	-3.237648036580325
TCGA-D8-A1JD-01A	normal	non_basal	Primary Tumor	-2.3449832956726446	-2.2221061512225133
TCGA-D8-A1JE-01A	normal	non_basal	Primary Tumor	-0.7489505153501272	-1.831448982332985
TCGA-D8-A1JF-01A	normal	non_basal	Primary Tumor	-1.5392210891428355	-1.529485309743306
TCGA-D8-A1JG-01B	normal	non_basal	Primary Tumor	1.730419792160079	1.4212122355163674
TCGA-D8-A1JH-01A	normal	non_basal	Primary Tumor	1.7049325246367184	0.6375094225598066
TCGA-D8-A1JI-01A	normal	non_basal	Primary Tumor	-7.176644355507347	-3.43687038741762
TCGA-D8-A1JJ-01A	normal	non_basal	Primary Tumor	0.145036071275976	-0.0912969925261285
TCGA-D8-A1JN-01A	normal	non_basal	Primary Tumor	-4.1156293878043435	2.0919293617872103
TCGA-D8-A1JP-01A	normal	non_basal	Primary Tumor	0.3661455711382697	0.06660237273464596
TCGA-D8-A1JS-01A	normal	non_basal	Primary Tumor	-4.1049984537354405	-0.22625675924442457
TCGA-D8-A1JT-01A	normal	non_basal	Primary Tumor	-5.840631798711806	-3.3391873464934783
TCGA-D8-A1JU-01A	normal	non_basal	Primary Tumor	1.4762958352357725	-0.4095834938372591
TCGA-D8-A1X5-01A	normal	non_basal	Primary Tumor	-2.5490446386553685	0.2085388645089074
TCGA-D8-A1X6-01A	normal	non_basal	Primary Tumor	-5.022542349743582	-4.761077532293135
TCGA-D8-A1X7-01A	normal	non_basal	Primary Tumor	-3.530171504954717	-4.818119317196073
TCGA-D8-A1X8-01A	normal	non_basal	Primary Tumor	-1.4328050172549953	0.19156585407034718
TCGA-D8-A1X9-01A	normal	non_basal	Primary Tumor	-4.429110538609132	0.6907690628048073
TCGA-D8-A1XA-01A	normal	non_basal	Primary Tumor	-5.190230948411269	-1.1581272494473642
TCGA-D8-A1XB-01A	normal	non_basal	Primary Tumor	-0.8294223090836794	2.178928443998585
TCGA-D8-A1XC-01A	normal	non_basal	Primary Tumor	-2.898280027787363	-0.30754875849240426
TCGA-D8-A1XD-01A	normal	non_basal	Primary Tumor	-1.3508618504153191	0.8845989029526308
TCGA-D8-A1XF-01A	normal	non_basal	Primary Tumor	-1.1276257676359793	10.36236241529185
TCGA-D8-A1XG-01A	normal	non_basal	Primary Tumor	0.3889350030902664	-1.1671882334327086
TCGA-D8-A1XJ-01A	normal	non_basal	Primary Tumor	0.9843750017945934	4.899471580287954
TCGA-D8-A1XL-01A	normal	non_basal	Primary Tumor	0.4587368670500534	0.14219939844893403
TCGA-D8-A1XM-01A	normal	non_basal	Primary Tumor	0.9329226037445802	0.39981812437308617
TCGA-D8-A1XO-01A	normal	non_basal	Primary Tumor	0.4022235597391459	0.8567854185785272
TCGA-D8-A1XR-01A	normal	non_basal	Primary Tumor	-3.7769972503754836	-5.102039843416648
TCGA-D8-A1XT-01A	normal	non_basal	Primary Tumor	2.974469600362446	1.7710352785986023
TCGA-D8-A1XU-01A	normal	non_basal	Primary Tumor	-0.1452227658450306	3.131892457359712
TCGA-D8-A1XV-01A	normal	non_basal	Primary Tumor	-2.815363025874119	1.3832561192538448
TCGA-D8-A1XW-01A	normal	non_basal	Primary Tumor	3.1321778953555546	-5.8871497349491255
TCGA-D8-A1XY-01A	normal	non_basal	Primary Tumor	-2.6668277943989405	-6.943227714933916
TCGA-D8-A1XZ-01A	normal	non_basal	Primary Tumor	-3.3634101497425535	-4.705085748073251
TCGA-D8-A1Y0-01A	normal	non_basal	Primary Tumor	-0.4539408973804996	1.4549863803559682
TCGA-D8-A1Y1-01A	normal	non_basal	Primary Tumor	-3.072373537353811	-2.1588842460841726
TCGA-D8-A1Y2-01A	normal	non_basal	Primary Tumor	2.079422509317656	-1.8084506499306057
TCGA-D8-A1Y3-01A	normal	non_basal	Primary Tumor	-2.8186014840169866	1.6832645116552456
TCGA-D8-A27E-01A	normal	non_basal	Primary Tumor	1.4945500726286183	-1.3358209625101651
TCGA-D8-A27G-01A	normal	non_basal	Primary Tumor	-0.6028690033621291	2.811858938993978
TCGA-D8-A27I-01A	normal	non_basal	Primary Tumor	1.7059657050284713	-0.18861110089129207
TCGA-D8-A27K-01A	normal	non_basal	Primary Tumor	1.1840643673133424	2.6950908723568703
TCGA-D8-A27L-01A	normal	non_basal	Primary Tumor	0.3246594892840011	-1.863536009838065
TCGA-D8-A27N-01A	normal	non_basal	Primary Tumor	-0.20259252604125036	1.2893704029831154
TCGA-D8-A27P-01A	normal	non_basal	Primary Tumor	0.19673136510059264	-0.9062720081333939
TCGA-D8-A27R-01A	normal	non_basal	Primary Tumor	1.505404672675482	0.33955902037556995
