sample_barcode	sample_class	sample_group_label	sample_type	PC1	PC2
TCGA-D8-A27T-01A	normal	non_basal	Primary Tumor	-3.187704417382427	-1.7740074076863421
TCGA-D8-A27V-01A	normal	non_basal	Primary Tumor	-3.000299857196564	-2.875004812246926
TCGA-D8-A27W-01A	normal	non_basal	Primary Tumor	-0.6213822971297743	2.1990716693186263
TCGA-D8-A3Z5-01A	normal	non_basal	Primary Tumor	0.033256663544898216	0.27989598271280053
TCGA-D8-A3Z6-01A	normal	non_basal	Primary Tumor	-2.0864578794199824	0.43074935903044115
TCGA-D8-A4Z1-01A	normal	non_basal	Primary Tumor	2.9073246699812274	-0.22458831037807123
TCGA-D8-A73U-01A	normal	non_basal	Primary Tumor	2.6977498850373283	-0.3962723032344175
TCGA-D8-A73W-01A	normal	non_basal	Primary Tumor	-1.4219918698711524	-1.5388404898732138
TCGA-D8-A73X-01A	normal	non_basal	Primary Tumor	-0.2804451700539939	3.298924379544141
TCGA-E2-A105-01A	normal	non_basal	Primary Tumor	-5.198136277839395	2.6155363202697908
TCGA-E2-A106-01A	normal	non_basal	Primary Tumor	-2.975288409650048	0.6248637118192345
TCGA-E2-A107-01A	normal	non_basal	Primary Tumor	-1.9628570814136226	1.6330025317403336
TCGA-E2-A108-01A	normal	non_basal	Primary Tumor	4.340731123611866	0.8330562327758142
TCGA-E2-A109-01A	normal	non_basal	Primary Tumor	-5.395887218233354	1.1010537644026215
TCGA-E2-A10B-01A	normal	non_basal	Primary Tumor	-0.6383882702271172	3.2048737850587963
TCGA-E2-A10C-01A	normal	non_basal	Primary Tumor	-2.542051774169966	-0.7882026112323597
TCGA-E2-A10E-01A	normal	non_basal	Primary Tumor	-1.959540053738594	4.77666073340374
TCGA-E2-A10F-01A	normal	non_basal	Primary Tumor	-0.3922764432777059	2.3011780820857135
TCGA-E2-A14U-01A	normal	non_basal	Primary Tumor	2.839899345827545	0.7123862262256669
TCGA-E2-A15I-01A	normal	non_basal	Primary Tumor	-1.8928876916461574	-3.978105404952365
TCGA-E2-A15J-01A	normal	non_basal	Primary Tumor	-2.2264248519186354	3.321382416152884
TCGA-E2-A15K-01A	normal	non_basal	Primary Tumor	-4.2576488995377675	-6.588071681542343
TCGA-E2-A1B0-01A	normal	non_basal	Primary Tumor	0.5707720896273303	-3.7137537011136246
TCGA-E2-A1B1-01A	normal	non_basal	Primary Tumor	3.3130122688341275	-0.33211927543087977
TCGA-E2-A1B4-01A	normal	non_basal	Primary Tumor	-3.280896900222636	-0.8950188100872303
TCGA-E2-A1B5-01A	normal	non_basal	Primary Tumor	4.257100961935433	1.464855858468607
TCGA-E2-A1BC-01A	normal	non_basal	Primary Tumor	0.32583934067360076	1.309577395912303
TCGA-E2-A1BD-01A	normal	non_basal	Primary Tumor	-1.9842640908811904	3.4522234423633824
TCGA-E2-A1IE-01A	normal	non_basal	Primary Tumor	-3.7772272906158526	0.5538248473100799
TCGA-E2-A1IF-01A	normal	non_basal	Primary Tumor	1.3829834864362383	-1.8811359490360924
TCGA-E2-A1IG-01A	normal	non_basal	Primary Tumor	-4.410984791701814	-1.8152523013122224
TCGA-E2-A1IH-01A	normal	non_basal	Primary Tumor	0.47956413734786746	0.6013591676333773
TCGA-E2-A1IJ-01A	normal	non_basal	Primary Tumor	1.1821125755409205	0.2692162911409399
TCGA-E2-A1IK-01A	normal	non_basal	Primary Tumor	1.4343964572262209	-2.424036263448409
TCGA-E2-A1IL-01A	normal	non_basal	Primary Tumor	-1.192380801014367	-0.3284888970636032
TCGA-E2-A1IN-01A	normal	non_basal	Primary Tumor	-2.8952577433346414	-2.460408032357061
TCGA-E2-A1IO-01A	normal	non_basal	Primary Tumor	0.022895926195369985	-1.5909924340682997
TCGA-E2-A1IU-01A	normal	non_basal	Primary Tumor	-2.1258773975487992	-1.6819676839894542
TCGA-E2-A1L6-01A	normal	non_basal	Primary Tumor	0.384098577925157	0.058844175272548496
TCGA-E2-A1L7-01A	normal	non_basal	Primary Tumor	1.3462068188452587	4.312407462949575
TCGA-E2-A1L8-01A	normal	non_basal	Primary Tumor	-3.0624945601786773	-2.428016137256371
TCGA-E2-A1L9-01A	normal	non_basal	Primary Tumor	-0.5860121400306324	-0.31639339434468533
TCGA-E2-A1LA-01A	normal	non_basal	Primary Tumor	-2.3388747324380184	-4.848630669909245
TCGA-E2-A1LB-01A	normal	non_basal	Primary Tumor	0.9766818415010715	1.432264351320595
TCGA-E2-A1LE-01A	normal	non_basal	Primary Tumor	1.0220443335707494	1.9237226400137233
TCGA-E2-A2P5-01A	normal	non_basal	Primary Tumor	-2.719616850575504	0.6764535954848758
TCGA-E2-A2P6-01A	normal	non_basal	Primary Tumor	-3.86014192204734	0.9040419127820654
TCGA-E2-A3DX-01A	normal	non_basal	Primary Tumor	2.7107836354588803	-0.34769542850938
TCGA-E2-A56Z-01A	normal	non_basal	Primary Tumor	-4.3765443666402115	-0.7440897952530495
TCGA-E2-A570-01A	normal	non_basal	Primary Tumor	-0.5986040903139062	0.30648787980026043
TCGA-E2-A572-01A	normal	non_basal	Primary Tumor	-3.073748049973435	0.07456328902937265
TCGA-E2-A576-01A	normal	non_basal	Primary Tumor	-3.427977573904094	4.060245808029374
TCGA-E2-A9RU-01A	normal	non_basal	Primary Tumor	-2.010508026983689	5.497065266556904
TCGA-E9-A1N3-01A	normal	non_basal	Primary Tumor	-1.7896554640893836	-2.185689898293656
TCGA-E9-A1N4-01A	normal	non_basal	Primary Tumor	-1.3415653511122763	-3.2760248034808925
TCGA-E9-A1N5-01A	normal	non_basal	Primary Tumor	-0.19945207511252047	1.6991262755324186
TCGA-E9-A1N6-01A	normal	non_basal	Primary Tumor	0.051807844539883574	-0.14129727535576586
TCGA-E9-A1NA-01A	normal	non_basal	Primary Tumor	-1.493388657507962	5.524512539463846
TCGA-E9-A1NE-01A	normal	non_basal	Primary Tumor	3.5348094388778795	0.5255800282145361
TCGA-E9-A1NF-01A	normal	non_basal	Primary Tumor	0.028744405594618116	0.879905530367329
TCGA-E9-A1NG-01A	normal	non_basal	Primary Tumor	1.5148454298960377	-2.5739223693749596
TCGA-E9-A1NH-01A	normal	non_basal	Primary Tumor	-0.3364781465342264	2.0356844847896447
TCGA-E9-A1NI-01A	normal	non_basal	Primary Tumor	-3.585959614287622	0.7386883786014634
TCGA-E9-A1QZ-01A	normal	non_basal	Primary Tumor	1.7824998885084948	-1.6144485531051869
TCGA-E9-A1R0-01A	normal	non_basal	Primary Tumor	-1.2277844854833868	-0.8993600212306989
TCGA-E9-A1R2-01A	normal	non_basal	Primary Tumor	0.24817286535378175	2.137934728055756
TCGA-E9-A1R3-01A	normal	non_basal	Primary Tumor	-0.7404987798456745	-3.7502105023134313
TCGA-E9-A1R4-01A	normal	non_basal	Primary Tumor	0.11408354206341187	-1.4347233479990738
TCGA-E9-A1R5-01A	normal	non_basal	Primary Tumor	-0.7176855463220162	3.711855470116278
TCGA-E9-A1R6-01A	normal	non_basal	Primary Tumor	-3.618537414969849	2.9961477657410733
TCGA-E9-A1R7-01A	normal	non_basal	Primary Tumor	-1.724198735647056	1.3934895442142814
TCGA-E9-A1RA-01A	normal	non_basal	Primary Tumor	1.9415551511535578	0.9211562528856198
TCGA-E9-A1RB-01A	normal	non_basal	Primary Tumor	-0.5884622834853993	-2.1827597922691373
TCGA-E9-A1RC-01A	normal	non_basal	Primary Tumor	-1.269745568995627	5.385733551332575
TCGA-E9-A1RD-01A	normal	non_basal	Primary Tumor	-1.4622408179249105	1.0775701953683234
TCGA-E9-A1RE-01A	normal	non_basal	Primary Tumor	-4.799086455885838	1.1987548090577214
TCGA-E9-A1RF-01A	normal	non_basal	Primary Tumor	-1.2092296497829005	1.1267829240753768
TCGA-E9-A1RG-01A	normal	non_basal	Primary Tumor	-3.181761530424368	-5.3133961506224985
TCGA-E9-A1RH-01A	normal	non_basal	Primary Tumor	-0.49479588099461147	-3.2811844718647007
TCGA-E9-A1RI-01A	normal	non_basal	Primary Tumor	0.73416231731752	2.031819243663247
TCGA-E9-A226-01A	normal	non_basal	Primary Tumor	-1.0038424173169997	-0.6037457020307028
TCGA-E9-A227-01A	normal	non_basal	Primary Tumor	-0.01090857389727791	-2.3623202099146585
TCGA-E9-A228-01A	normal	non_basal	Primary Tumor	-1.143654267015979	4.020926165113266
TCGA-E9-A229-01A	normal	non_basal	Primary Tumor	-0.6938483323062242	-0.6739591456267082
TCGA-E9-A22A-01A	normal	non_basal	Primary Tumor	2.197034092841161	1.474286026070118
TCGA-E9-A22B-01A	normal	non_basal	Primary Tumor	-0.4828762042097154	2.8150036437283696
TCGA-E9-A22D-01A	normal	non_basal	Primary Tumor	0.6514096305774112	1.8886577801376438
TCGA-E9-A22E-01A	normal	non_basal	Primary Tumor	-0.31980543186255933	-2.544921369673461
TCGA-E9-A22H-01A	normal	non_basal	Primary Tumor	-1.9897547935317577	0.02388429712748992
TCGA-E9-A245-01A	normal	non_basal	Primary Tumor	-1.7433015947885324	-2.538681117792406
TCGA-E9-A247-01A	normal	non_basal	Primary Tumor	-2.0670816615080327	5.337234340552971
TCGA-E9-A248-01A	normal	non_basal	Primary Tumor	2.412152815985937	-3.6962878727216957
TCGA-E9-A249-01A	normal	non_basal	Primary Tumor	-0.8783557796991888	1.4123503946767682
TCGA-E9-A24A-01A	normal	non_basal	Primary Tumor	1.2985126412384058	-1.257452624621617
TCGA-E9-A295-01A	normal	non_basal	Primary Tumor	-1.5342284425414259	2.4324543699434305
TCGA-E9-A2JS-01A	normal	non_basal	Primary Tumor	-1.189336234304398	4.6559461539249165
TCGA-E9-A2JT-01A	normal	non_basal	Primary Tumor	5.033923679663785	0.2133733894574466
TCGA-E9-A3HO-01A	normal	non_basal	Primary Tumor	-2.149144810540751	0.9034151728486638
TCGA-E9-A3Q9-01A	normal	non_basal	Primary Tumor	-3.79710891747945	-5.578160177859082
TCGA-E9-A3X8-01A	normal	non_basal	Primary Tumor	1.9648608902737712	1.1073322540339672
TCGA-E9-A54X-01A	normal	non_basal	Primary Tumor	-0.5034989915555168	-1.6020518444881904
TCGA-E9-A54Y-01A	normal	non_basal	Primary Tumor	-6.954612183368149	-2.2044647758486144
TCGA-E9-A5FK-01A	normal	non_basal	Primary Tumor	2.221268179931281	1.4567785929464734
TCGA-E9-A5UO-01A	normal	non_basal	Primary Tumor	-6.26961616923811	0.5922641962628438
TCGA-E9-A5UP-01A	normal	non_basal	Primary Tumor	-1.913361279127042	2.146943500406606
TCGA-E9-A6HE-01A	normal	non_basal	Primary Tumor	-0.5865106910826337	2.5043709765673525
TCGA-EW-A1IW-01A	normal	non_basal	Primary Tumor	0.8042592455158588	4.562296267500313
TCGA-EW-A1IX-01A	normal	non_basal	Primary Tumor	-0.15165505640700278	-1.764097846749206
TCGA-EW-A1IY-01A	normal	non_basal	Primary Tumor	2.2981506247449532	1.2739146490060005
TCGA-EW-A1IZ-01A	normal	non_basal	Primary Tumor	1.4333723181245541	0.25827285322937266
TCGA-EW-A1J1-01A	normal	non_basal	Primary Tumor	-3.233632017673229	-4.9143958676425505
TCGA-EW-A1J2-01A	normal	non_basal	Primary Tumor	0.055696802304726595	0.6532807457037206
TCGA-EW-A1J3-01A	normal	non_basal	Primary Tumor	-2.675139583473257	0.0035803358726391133
TCGA-EW-A1J5-01A	normal	non_basal	Primary Tumor	-3.013840536369081	-0.1186055797746424
TCGA-EW-A1J6-01A	normal	non_basal	Primary Tumor	-1.2741988101897879	-2.0298723669132777
TCGA-EW-A1OV-01A	normal	non_basal	Primary Tumor	0.7048410440031806	-0.9036968045626407
TCGA-EW-A1OX-01A	normal	non_basal	Primary Tumor	-4.202354705168609	3.2787975308899284
TCGA-EW-A1OY-01A	normal	non_basal	Primary Tumor	-4.885644040827417	-5.29555565138923
TCGA-EW-A1OZ-01A	normal	non_basal	Primary Tumor	-2.2807768440728613	3.7362098435364457
TCGA-EW-A1P0-01A	normal	non_basal	Primary Tumor	-3.1761170127820995	-1.5904276260398322
TCGA-EW-A1P1-01A	normal	non_basal	Primary Tumor	4.66915399496176	0.8669883139618619
TCGA-EW-A1P3-01A	normal	non_basal	Primary Tumor	-1.653882545338211	0.2768768992880108
TCGA-EW-A1P5-01A	normal	non_basal	Primary Tumor	-1.208014662842715	1.540591672648502
TCGA-EW-A1P6-01A	normal	non_basal	Primary Tumor	-2.7381138836291155	-4.277799757408738
TCGA-EW-A1P7-01A	normal	non_basal	Primary Tumor	5.221866312837321	-1.941765006736599
TCGA-EW-A1PA-01A	normal	non_basal	Primary Tumor	-1.0794188008231982	0.8861175406689841
TCGA-EW-A1PC-01B	normal	non_basal	Primary Tumor	-4.8833574521439695	-0.1274534710391752
TCGA-EW-A1PE-01A	normal	non_basal	Primary Tumor	-0.9558991514584751	-1.3911435678351605
TCGA-EW-A1PF-01A	normal	non_basal	Primary Tumor	1.3584355512194448	0.7459824427971802
TCGA-EW-A1PG-01A	normal	non_basal	Primary Tumor	2.6456887863639276	-0.7941208656441253
TCGA-EW-A2FR-01A	normal	non_basal	Primary Tumor	3.0217465900501415	-0.383926258211034
TCGA-EW-A2FS-01A	normal	non_basal	Primary Tumor	-0.8233202939870119	0.2845395581230213
TCGA-EW-A2FV-01A	normal	non_basal	Primary Tumor	-0.34500777618611006	-0.38679248825835866
TCGA-EW-A2FW-01A	normal	non_basal	Primary Tumor	-3.0751990138686565	-0.484719511006994
TCGA-EW-A3E8-01B	normal	non_basal	Primary Tumor	-0.14183337815486466	1.8881796396666326
TCGA-EW-A423-01A	normal	non_basal	Primary Tumor	-3.534447931246082	2.2601138837109076
TCGA-EW-A424-01A	normal	non_basal	Primary Tumor	-0.9248965199210075	4.120969916587372
TCGA-EW-A6S9-01A	normal	non_basal	Primary Tumor	-0.9702523694342101	0.3950144544218427
TCGA-EW-A6SC-01A	normal	non_basal	Primary Tumor	-3.769917249916152	-3.9615086007423916
TCGA-EW-A6SD-01A	normal	non_basal	Primary Tumor	2.157365096868021	-0.21863088049147203
TCGA-GI-A2C8-01A	normal	non_basal	Primary Tumor	-0.8918808611228184	2.05972865244915
TCGA-GM-A2D9-01A	normal	non_basal	Primary Tumor	-2.4585695051193333	2.4317954519540024
TCGA-GM-A2DA-01A	normal	non_basal	Primary Tumor	-1.968154507644225	-4.991222579545665
TCGA-GM-A2DB-01A	normal	non_basal	Primary Tumor	1.5205823239828387	-2.2117756265084036
TCGA-GM-A2DC-01A	normal	non_basal	Primary Tumor	-2.12682139567328	2.5315258068188657
TCGA-GM-A2DD-01A	normal	non_basal	Primary Tumor	0.29967431745804907	-1.2027822762484215
TCGA-GM-A2DH-01A	normal	non_basal	Primary Tumor	1.9186834362992642	1.2830342556315568
TCGA-GM-A2DI-01A	normal	non_basal	Primary Tumor	3.6726001019639627	-0.5671850203673099
TCGA-GM-A2DK-01A	normal	non_basal	Primary Tumor	0.5550111855102853	0.38635987321887505
TCGA-GM-A2DL-01A	normal	non_basal	Primary Tumor	-0.507214804758018	0.6698590980347132
TCGA-GM-A2DM-01A	normal	non_basal	Primary Tumor	0.7602370641065304	-0.3272850656077665
TCGA-GM-A2DN-01A	normal	non_basal	Primary Tumor	1.9305582524396514	0.5412906117136648
TCGA-GM-A2DO-01A	normal	non_basal	Primary Tumor	2.2806722299699356	-1.1553155096185945
TCGA-GM-A3NW-01A	normal	non_basal	Primary Tumor	-3.3808732124288174	0.8096158433581732
TCGA-GM-A3NY-01A	normal	non_basal	Primary Tumor	-1.586659416542191	2.7817221099736886
TCGA-GM-A3XG-01A	normal	non_basal	Primary Tumor	4.0685072665635165	0.4985689434878371
TCGA-GM-A3XN-01A	normal	non_basal	Primary Tumor	2.0800762823539944	0.9027883986256265
TCGA-GM-A4E0-01A	normal	non_basal	Primary Tumor	2.2566690524876356	-0.04277880051784438
TCGA-GM-A5PV-01A	normal	non_basal	Primary Tumor	-1.4688704025395114	-1.7198346230974761
TCGA-GM-A5PX-01A	normal	non_basal	Primary Tumor	-0.332507176211613	0.12187179040154601
TCGA-HN-A2OB-01A	normal	non_basal	Primary Tumor	1.131221867277985	0.40843760302660465
TCGA-JL-A3YW-01A	normal	non_basal	Primary Tumor	1.794223100575252	1.3611738713318065
TCGA-JL-A3YX-01A	normal	non_basal	Primary Tumor	-2.2949154107133802	-0.18489656179864533
TCGA-LD-A66U-01A	normal	non_basal	Primary Tumor	0.23547093515477632	0.9610032539859363
TCGA-LD-A74U-01A	normal	non_basal	Primary Tumor	1.1727550888613225	0.7221799138983792
TCGA-LD-A7W5-01A	normal	non_basal	Primary Tumor	0.5827249179868211	1.3019435260806942
TCGA-LD-A7W6-01A	normal	non_basal	Primary Tumor	-1.5775634530194398	0.9577089471263114
TCGA-LD-A9QF-01A	normal	non_basal	Primary Tumor	4.419073018608368	0.002351610048508108
TCGA-LL-A440-01A	normal	non_basal	Primary Tumor	3.591577703962777	-0.030888768742199306
TCGA-LL-A441-01A	normal	non_basal	Primary Tumor	4.868375896310709	-0.31204696457836284
TCGA-LL-A442-01A	normal	non_basal	Primary Tumor	-2.67058451610147	-3.942778499453992
TCGA-LL-A50Y-01A	normal	non_basal	Primary Tumor	-1.2896372989346498	3.291038575237296
TCGA-LL-A5YL-01A	normal	non_basal	Primary Tumor	0.8327021111963264	4.810202363932409
TCGA-LL-A5YM-01A	normal	non_basal	Primary Tumor	-3.1552868461287993	3.756439936562479
TCGA-LL-A5YN-01A	normal	non_basal	Primary Tumor	1.2087926416920693	-0.6251914061065366
TCGA-LL-A5YO-01A	normal	non_basal	Primary Tumor	4.993211481983245	0.31766092779671157
TCGA-LL-A6FP-01A	normal	non_basal	Primary Tumor	-9.760435914903601	-6.078971837474343
TCGA-LL-A6FQ-01A	normal	non_basal	Primary Tumor	-6.549960026721072	-1.5687665842797376
TCGA-LL-A73Z-01A	normal	non_basal	Primary Tumor	3.1611658900485775	0.7806590622198659
TCGA-LL-A740-01A	normal	non_basal	Primary Tumor	0.3199247510944688	3.477286010991423
TCGA-LL-A7SZ-01A	normal	non_basal	Primary Tumor	-0.2227261023541788	-2.481968499067151
TCGA-LL-A7T0-01A	normal	non_basal	Primary Tumor	-1.8596270540035553	3.0016920461306844
TCGA-LL-A9Q3-01A	normal	non_basal	Primary Tumor	-1.7726224496540794	2.199716272285564
TCGA-LQ-A4E4-01A	normal	non_basal	Primary Tumor	-3.1626097638865245	2.815305975852698
TCGA-MS-A51U-01A	normal	non_basal	Primary Tumor	1.363383539749083	-0.39796518414218957
TCGA-OK-A5Q2-01A	normal	non_basal	Primary Tumor	2.1486826285973493	1.985264725113916
TCGA-OL-A5D6-01A	normal	non_basal	Primary Tumor	2.052890376792124	2.886705487509592
TCGA-OL-A5D8-01A	normal	non_basal	Primary Tumor	-2.6484337341171593	5.682173352928512
TCGA-OL-A5DA-01A	normal	non_basal	Primary Tumor	-0.7664078861215157	1.8727882283462043
TCGA-OL-A5RU-01A	normal	non_basal	Primary Tumor	1.2694679819361205	-0.7247527358495978
TCGA-OL-A5RV-01A	normal	non_basal	Primary Tumor	1.0622320344859384	0.43823512475127385
TCGA-OL-A5RX-01A	normal	non_basal	Primary Tumor	1.4298557527089502	1.2186169999625553
TCGA-OL-A5RY-01A	normal	non_basal	Primary Tumor	4.63001289013368	0.28430546188552963
TCGA-OL-A5RZ-01A	normal	non_basal	Primary Tumor	-3.099303892489741	-2.4248899021742107
TCGA-OL-A66H-01A	normal	non_basal	Primary Tumor	-1.1134397913149776	-0.7893137601078704
TCGA-OL-A66J-01A	normal	non_basal	Primary Tumor	-3.5473261951966824	-2.9044844058252894
TCGA-OL-A66K-01A	normal	non_basal	Primary Tumor	-1.4719589013531815	2.1969897364188595
TCGA-OL-A66L-01A	normal	non_basal	Primary Tumor	-0.5919611611758362	3.183682167272371
TCGA-OL-A66N-01A	normal	non_basal	Primary Tumor	0.17651773675607577	2.5072360513538743
TCGA-OL-A66O-01A	normal	non_basal	Primary Tumor	-5.28498565432028	2.6552913244914804
TCGA-OL-A66P-01A	normal	non_basal	Primary Tumor	1.9323084583341554	-0.5586701178556678
TCGA-OL-A6VQ-01A	normal	non_basal	Primary Tumor	0.25185503032061746	0.11119106524972924
TCGA-OL-A6VR-01A	normal	non_basal	Primary Tumor	-0.20697829666734308	1.6241837562422081
TCGA-OL-A97C-01A	normal	non_basal	Primary Tumor	3.149238787557625	-2.351371650584529
TCGA-PE-A5DC-01A	normal	non_basal	Primary Tumor	-3.7365353692104755	-1.7600253990579575
TCGA-PE-A5DD-01A	normal	non_basal	Primary Tumor	-2.4678237565725722	5.869303903043469
TCGA-PE-A5DE-01A	normal	non_basal	Primary Tumor	-0.041978623059860574	-0.34594464056813573
TCGA-PL-A8LX-01A	normal	non_basal	Primary Tumor	-0.8338692829943729	-0.24136589559909688
TCGA-PL-A8LY-01A	normal	non_basal	Primary Tumor	5.045323298952216	-1.0201218480721754
TCGA-S3-A6ZF-01A	normal	non_basal	Primary Tumor	-1.0227502098504648	0.7149793489631299
TCGA-S3-A6ZG-01A	normal	non_basal	Primary Tumor	-2.58421536762137	3.4138656971989785
TCGA-S3-A6ZH-01A	normal	non_basal	Primary Tumor	-4.636501023720036	-3.7773960435946763
TCGA-S3-AA11-01A	normal	non_basal	Primary Tumor	-3.114393689608868	2.8520333866086247
TCGA-S3-AA12-01A	normal	non_basal	Primary Tumor	-9.0179797648736	-6.538753359210009
TCGA-S3-AA14-01A	normal	non_basal	Primary Tumor	-0.6574790006611895	0.12952737391037603
TCGA-S3-AA17-01A	normal	non_basal	Primary Tumor	0.3879376800029163	2.1604770840710454
TCGA-UL-AAZ6-01A	normal	non_basal	Primary Tumor	-4.289401783642237	3.609338417719062
TCGA-UU-A93S-01A	normal	non_basal	Primary Tumor	-2.4059525569589537	-3.8228633582016602
TCGA-V7-A7HQ-01A	normal	non_basal	Primary Tumor	-1.625732705992765	-0.5288472088335662
TCGA-W8-A86G-01A	normal	non_basal	Primary Tumor	1.2434075075391164	2.010200510873967
TCGA-WT-AB41-01A	normal	non_basal	Primary Tumor	1.219562089324139	1.449567227118389
TCGA-WT-AB44-01A	normal	non_basal	Primary Tumor	-0.5653637956459373	2.063782514459797
TCGA-XX-A899-01A	normal	non_basal	Primary Tumor	2.1080315067855966	1.6460517522797111
TCGA-XX-A89A-01A	normal	non_basal	Primary Tumor	0.5411568860015606	-2.742556952774774
TCGA-Z7-A8R5-01A	normal	non_basal	Primary Tumor	2.3378609724224733	0.7106395096131142
TCGA-Z7-A8R6-01A	normal	non_basal	Primary Tumor	-3.998183518066467	-3.2053685014214657
