sample_barcode	sample_class	sample_type	PC1	PC2
TCGA-A7-A4SB-01A	tumor	Primary Tumor	-3.003903487951452	-3.8608487584679994
TCGA-A7-A4SC-01A	tumor	Primary Tumor	0.6466677864926905	2.852723959121667
TCGA-A7-A4SD-01A	tumor	Primary Tumor	1.2206224164268886	-6.892924880415092
TCGA-A7-A4SE-01A	tumor	Primary Tumor	2.8408620437076513	-1.4146062556086527
TCGA-A7-A4SF-01A	tumor	Primary Tumor	-5.822539651792325	-8.453098002379512
TCGA-A7-A56D-01A	tumor	Primary Tumor	-2.193953398081431	0.9737645685716094
TCGA-A7-A5ZV-01A	tumor	Primary Tumor	1.0979873554461828	4.113856887949027
TCGA-A7-A5ZW-01A	tumor	Primary Tumor	2.198890808421602	1.8080972302050842
TCGA-A7-A5ZX-01A	tumor	Primary Tumor	1.3359257923515855	2.0161223497420138
TCGA-A7-A6VV-01A	tumor	Primary Tumor	3.1024462769578625	-2.202338234307483
TCGA-A7-A6VW-01A	tumor	Primary Tumor	1.2834657233393973	1.7853188295672084
TCGA-A7-A6VX-01A	tumor	Primary Tumor	-3.4205604156132323	-0.4353883575439487
TCGA-A7-A6VY-01A	tumor	Primary Tumor	1.4920948829612322	-0.7957788612098146
TCGA-A8-A075-01A	tumor	Primary Tumor	-0.7465561736025035	-5.160816330556138
TCGA-A8-A08O-01A	tumor	Primary Tumor	-2.7564417254771105	-1.831689834327173
TCGA-A8-A0A6-01A	tumor	Primary Tumor	0.13343956577475297	3.5475844293700027
TCGA-A8-A0AD-01A	tumor	Primary Tumor	-4.0190233947081255	-5.980789628470531
TCGA-AC-A23C-01A	tumor	Primary Tumor	-0.5128147341298156	0.9817407109799723
TCGA-AC-A23E-01A	tumor	Primary Tumor	-2.159274467942922	-0.0029080626762909983
TCGA-AC-A23G-01A	tumor	Primary Tumor	1.5222350883277243	0.42514262853868645
TCGA-AC-A23H-01A	tumor	Primary Tumor	-3.932881749791719	3.0934968770389353
TCGA-AC-A2B8-01A	tumor	Primary Tumor	-0.8728018123890713	-0.12490677871570281
TCGA-AC-A2BK-01A	tumor	Primary Tumor	0.4074266203833593	-2.361668456901485
TCGA-AC-A2BM-01A	tumor	Primary Tumor	-2.7427018443071582	1.001067018065841
TCGA-AC-A2FB-01A	tumor	Primary Tumor	2.50191440944036	1.3991447103877146
TCGA-AC-A2FE-01A	tumor	Primary Tumor	1.2655426578272717	3.1758776663612207
TCGA-AC-A2FF-01A	tumor	Primary Tumor	3.2993238180723417	0.23965918043988618
TCGA-AC-A2FG-01A	tumor	Primary Tumor	-0.8311938460818403	-1.2588113662854006
TCGA-AC-A2FK-01A	tumor	Primary Tumor	4.955699943510936	0.24653295618178112
TCGA-AC-A2FM-01A	tumor	Primary Tumor	-3.313011372113087	7.151601440818493
TCGA-AC-A2FO-01A	tumor	Primary Tumor	-0.304048421862601	-0.7384479955245298
TCGA-AC-A2QH-01A	tumor	Primary Tumor	1.4213575785475074	-2.0458051965687187
TCGA-AC-A2QH-01B	tumor	Primary Tumor	0.5321203182595058	-3.3541481532010553
TCGA-AC-A2QI-01A	tumor	Primary Tumor	-2.47424607281792	-5.502897810668058
TCGA-AC-A2QJ-01A	tumor	Primary Tumor	2.644741977325296	-4.008324486363703
TCGA-AC-A3BB-01A	tumor	Primary Tumor	0.5248608014019531	0.46638436252167487
TCGA-AC-A3EH-01A	tumor	Primary Tumor	-4.224584553892324	1.413220970732567
TCGA-AC-A3HN-01A	tumor	Primary Tumor	1.1763263798597385	1.503422308021716
TCGA-AC-A3OD-01A	tumor	Primary Tumor	1.4009831395347052	4.094365993473426
TCGA-AC-A3OD-01B	tumor	Primary Tumor	1.2050495933722247	4.466352489058151
TCGA-AC-A3QP-01A	tumor	Primary Tumor	1.124872343842163	-0.29066659339011625
TCGA-AC-A3QQ-01A	tumor	Primary Tumor	-4.225640509106675	-2.273992290182811
TCGA-AC-A3TM-01A	tumor	Primary Tumor	-0.9302986450910209	1.3991905049319255
TCGA-AC-A3TN-01A	tumor	Primary Tumor	-3.3707045023224835	2.6948493018382873
TCGA-AC-A3W5-01A	tumor	Primary Tumor	-1.1219342483650088	0.9711067247974517
TCGA-AC-A3W6-01A	tumor	Primary Tumor	1.0923180554216427	0.34407495555825596
TCGA-AC-A3W7-01A	tumor	Primary Tumor	-0.3879367585096812	2.040307276204872
TCGA-AC-A3YI-01A	tumor	Primary Tumor	3.4649283087883775	1.4881320536517646
TCGA-AC-A3YJ-01A	tumor	Primary Tumor	-1.5221891832749284	0.9136361413326365
TCGA-AC-A4ZE-01A	tumor	Primary Tumor	-5.910916971157952	2.1233063096303497
TCGA-AC-A5EH-01A	tumor	Primary Tumor	-1.5540781695791557	-0.4576077750669021
TCGA-AC-A5EI-01A	tumor	Primary Tumor	1.8094131986650495	0.2293679483361355
TCGA-AC-A5XS-01A	tumor	Primary Tumor	-0.5932674191604371	-0.8817928477620598
TCGA-AC-A5XU-01A	tumor	Primary Tumor	-4.93201691518975	0.9806247132712611
TCGA-AC-A62V-01A	tumor	Primary Tumor	-6.3707783942862575	0.1389712863677805
TCGA-AC-A62X-01A	tumor	Primary Tumor	2.0031683362472408	2.1232004618690716
TCGA-AC-A62Y-01A	tumor	Primary Tumor	0.3143949136300423	0.12926556584357532
TCGA-AC-A6IV-01A	tumor	Primary Tumor	1.6017684303277686	-0.0009800043296420075
TCGA-AC-A6IW-01A	tumor	Primary Tumor	3.2138738658587602	-0.6167938497012527
TCGA-AC-A6IX-01A	tumor	Primary Tumor	0.8082996262884344	2.907819314977591
TCGA-AC-A6NO-01A	tumor	Primary Tumor	-2.8524796388526297	-2.3347214251868085
TCGA-AC-A7VB-01A	tumor	Primary Tumor	-8.078152557030286	4.540607701470364
TCGA-AC-A7VC-01A	tumor	Primary Tumor	2.393697733125616	-3.8954353305835627
TCGA-AC-A8OP-01A	tumor	Primary Tumor	-3.454050472701565	1.7868255578641967
TCGA-AC-A8OQ-01A	tumor	Primary Tumor	2.548475800256054	-5.006330214177838
TCGA-AC-A8OR-01A	tumor	Primary Tumor	0.6317527670642092	-0.2953550240680382
TCGA-AC-A8OS-01A	tumor	Primary Tumor	-0.889764293033882	-0.6659275577504252
TCGA-AN-A0XL-01A	tumor	Primary Tumor	-2.186486373681267	-4.9728642524681135
TCGA-AN-A0XN-01A	tumor	Primary Tumor	-0.3773467647417245	5.370592547664843
TCGA-AN-A0XO-01A	tumor	Primary Tumor	-2.8539926031413176	0.4380487554453386
TCGA-AN-A0XP-01A	tumor	Primary Tumor	-2.973490792675972	-1.2137389015366549
TCGA-AN-A0XR-01A	tumor	Primary Tumor	-4.8573067374939365	2.7783777321849277
TCGA-AN-A0XS-01A	tumor	Primary Tumor	-1.4015130041342663	-0.5356446387528578
TCGA-AN-A0XT-01A	tumor	Primary Tumor	-2.064273379306414	-6.2542948827208855
TCGA-AN-A0XU-01A	tumor	Primary Tumor	3.5316655158072057	-0.26629022208914843
TCGA-AN-A0XV-01A	tumor	Primary Tumor	-1.5095008272651007	2.729250135486303
TCGA-AN-A0XW-01A	tumor	Primary Tumor	0.6820929867269093	-0.1505640907069186
TCGA-AO-A03L-01A	tumor	Primary Tumor	-2.997557226449768	-0.2741118561011854
TCGA-AO-A03M-01B	tumor	Primary Tumor	0.8636988187284768	-0.19911757687099843
TCGA-AO-A03N-01B	tumor	Primary Tumor	-2.680923056316108	-1.9060373508065096
TCGA-AO-A03U-01B	tumor	Primary Tumor	4.83883455146465	-0.25453634489912763
TCGA-AO-A0JA-01A	tumor	Primary Tumor	-2.1203024024935138	2.355216727910464
TCGA-AO-A0JB-01A	tumor	Primary Tumor	-3.0055475765713955	-5.670861826486442
TCGA-AO-A0JC-01A	tumor	Primary Tumor	4.068013947570105	0.5335844301675067
TCGA-AO-A0JD-01A	tumor	Primary Tumor	-2.398637174615884	-3.4501553426327556
TCGA-AO-A0JE-01A	tumor	Primary Tumor	-1.3962828511648657	-0.4645941961168702
TCGA-AO-A0JF-01A	tumor	Primary Tumor	1.201151726032634	-0.14833001200911627
TCGA-AO-A0JG-01A	tumor	Primary Tumor	-1.2920888229389598	1.381147545653002
