term	symbol	entrez_id	mapped
kegg_mtor_signaling	PRKCG	5582	TRUE
kegg_mtor_signaling	PRR5	55615	TRUE
kegg_mtor_signaling	PTEN	5728	TRUE
kegg_mtor_signaling	RAF1	5894	TRUE
kegg_mtor_signaling	RHEB	6009	TRUE
kegg_mtor_signaling	RHOA	387	TRUE
kegg_mtor_signaling	RICTOR	253260	TRUE
kegg_mtor_signaling	RNF152	220441	TRUE
kegg_mtor_signaling	RPS6	6194	TRUE
kegg_mtor_signaling	RPS6KA1	6195	TRUE
kegg_mtor_signaling	RPS6KA2	6196	TRUE
kegg_mtor_signaling	RPS6KA3	6197	TRUE
kegg_mtor_signaling	RPS6KA6	27330	TRUE
kegg_mtor_signaling	RPS6KB1	6198	TRUE
kegg_mtor_signaling	RPS6KB2	6199	TRUE
kegg_mtor_signaling	RPTOR	57521	TRUE
kegg_mtor_signaling	RRAGA	10670	TRUE
kegg_mtor_signaling	RRAGB	10325	TRUE
kegg_mtor_signaling	RRAGC	64121	TRUE
kegg_mtor_signaling	RRAGD	58528	TRUE
kegg_mtor_signaling	SEC13	6396	TRUE
kegg_mtor_signaling	SEH1L	81929	TRUE
kegg_mtor_signaling	SESN2	83667	TRUE
kegg_mtor_signaling	SGK1	6446	TRUE
kegg_mtor_signaling	SKP2	6502	TRUE
kegg_mtor_signaling	SLC38A9	153129	TRUE
kegg_mtor_signaling	SLC3A2	6520	TRUE
kegg_mtor_signaling	SLC7A5	8140	TRUE
kegg_mtor_signaling	SOS1	6654	TRUE
kegg_mtor_signaling	SOS2	6655	TRUE
kegg_mtor_signaling	STK11	6794	TRUE
kegg_mtor_signaling	STRADA	92335	TRUE
kegg_mtor_signaling	STRADB	55437	TRUE
kegg_mtor_signaling	TBC1D7	51256	TRUE
kegg_mtor_signaling	TELO2	9894	TRUE
kegg_mtor_signaling	TNF	7124	TRUE
kegg_mtor_signaling	TNFRSF1A	7132	TRUE
kegg_mtor_signaling	TSC1	7248	TRUE
kegg_mtor_signaling	TSC2	7249	TRUE
kegg_mtor_signaling	TTI1	9675	TRUE
kegg_mtor_signaling	ULK1	8408	TRUE
kegg_mtor_signaling	ULK2	9706	TRUE
kegg_mtor_signaling	WDR24	84219	TRUE
kegg_mtor_signaling	WDR59	79726	TRUE
kegg_mtor_signaling	WNT1	7471	TRUE
kegg_mtor_signaling	WNT10A	80326	TRUE
kegg_mtor_signaling	WNT10B	7480	TRUE
kegg_mtor_signaling	WNT11	7481	TRUE
kegg_mtor_signaling	WNT16	51384	TRUE
kegg_mtor_signaling	WNT2	7472	TRUE
kegg_mtor_signaling	WNT2B	7482	TRUE
kegg_mtor_signaling	WNT3	7473	TRUE
kegg_mtor_signaling	WNT3A	89780	TRUE
kegg_mtor_signaling	WNT4	54361	TRUE
kegg_mtor_signaling	WNT5A	7474	TRUE
kegg_mtor_signaling	WNT5B	81029	TRUE
kegg_mtor_signaling	WNT6	7475	TRUE
kegg_mtor_signaling	WNT7A	7476	TRUE
kegg_mtor_signaling	WNT7B	7477	TRUE
kegg_mtor_signaling	WNT8A	7478	TRUE
kegg_mtor_signaling	WNT8B	7479	TRUE
kegg_mtor_signaling	WNT9A	7483	TRUE
kegg_mtor_signaling	WNT9B	7484	TRUE
reactome_mtor_signaling	AKT1	207	TRUE
reactome_mtor_signaling	AKT1S1	84335	TRUE
reactome_mtor_signaling	AKT2	208	TRUE
reactome_mtor_signaling	CAB39	51719	TRUE
reactome_mtor_signaling	CAB39L	81617	TRUE
reactome_mtor_signaling	EEF2K	29904	TRUE
reactome_mtor_signaling	EIF4B	1975	TRUE
reactome_mtor_signaling	EIF4E	1977	TRUE
reactome_mtor_signaling	EIF4EBP1	1978	TRUE
reactome_mtor_signaling	EIF4G1	1981	TRUE
reactome_mtor_signaling	FKBP1A	2280	TRUE
reactome_mtor_signaling	LAMTOR1	55004	TRUE
reactome_mtor_signaling	LAMTOR2	28956	TRUE
reactome_mtor_signaling	LAMTOR3	8649	TRUE
reactome_mtor_signaling	LAMTOR4	389541	TRUE
reactome_mtor_signaling	LAMTOR5	10542	TRUE
reactome_mtor_signaling	MLST8	64223	TRUE
reactome_mtor_signaling	MTOR	2475	TRUE
reactome_mtor_signaling	PPM1A	5494	TRUE
reactome_mtor_signaling	PRKAA1	5562	TRUE
reactome_mtor_signaling	PRKAA2	5563	TRUE
reactome_mtor_signaling	PRKAB1	5564	TRUE
reactome_mtor_signaling	PRKAB2	5565	TRUE
reactome_mtor_signaling	PRKAG1	5571	TRUE
reactome_mtor_signaling	PRKAG2	51422	TRUE
reactome_mtor_signaling	PRKAG3	53632	TRUE
reactome_mtor_signaling	RHEB	6009	TRUE
reactome_mtor_signaling	RPS6	6194	TRUE
reactome_mtor_signaling	RPS6KB1	6198	TRUE
reactome_mtor_signaling	RPTOR	57521	TRUE
reactome_mtor_signaling	RRAGA	10670	TRUE
reactome_mtor_signaling	RRAGB	10325	TRUE
reactome_mtor_signaling	RRAGC	64121	TRUE
reactome_mtor_signaling	RRAGD	58528	TRUE
reactome_mtor_signaling	SLC38A9	153129	TRUE
reactome_mtor_signaling	STK11	6794	TRUE
reactome_mtor_signaling	STRADA	92335	TRUE
reactome_mtor_signaling	STRADB	55437	TRUE
reactome_mtor_signaling	TSC1	7248	TRUE
reactome_mtor_signaling	TSC2	7249	TRUE
reactome_mtor_signaling	YWHAB	7529	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	CAB39	51719	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	CAB39L	81617	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	LAMTOR1	55004	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	LAMTOR2	28956	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	LAMTOR3	8649	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	LAMTOR4	389541	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	LAMTOR5	10542	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	MLST8	64223	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	MTOR	2475	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	PPM1A	5494	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	PRKAA1	5562	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	PRKAA2	5563	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	PRKAB1	5564	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	PRKAB2	5565	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	PRKAG1	5571	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	PRKAG2	51422	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	PRKAG3	53632	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	RHEB	6009	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	RPTOR	57521	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	RRAGA	10670	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	RRAGB	10325	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	RRAGC	64121	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	RRAGD	58528	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	SLC38A9	153129	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	STK11	6794	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	STRADA	92335	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	STRADB	55437	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	TSC1	7248	TRUE
reactome_lkb1_ampk_mtor_energy_regulation	TSC2	7249	TRUE
reactome_foxo_mediated_transcription	ABCA6	23460	TRUE
reactome_foxo_mediated_transcription	AGRP	181	TRUE
reactome_foxo_mediated_transcription	AKT1	207	TRUE
reactome_foxo_mediated_transcription	AKT2	208	TRUE
reactome_foxo_mediated_transcription	AKT3	10000	TRUE
reactome_foxo_mediated_transcription	ATXN3	4287	TRUE
reactome_foxo_mediated_transcription	BBC3	27113	TRUE
reactome_foxo_mediated_transcription	BCL2L11	10018	TRUE
reactome_foxo_mediated_transcription	BCL6	604	TRUE
reactome_foxo_mediated_transcription	BTG1	694	TRUE
reactome_foxo_mediated_transcription	CAV1	857	TRUE
reactome_foxo_mediated_transcription	CCNG2	901	TRUE
reactome_foxo_mediated_transcription	CDKN1A	1026	TRUE
reactome_foxo_mediated_transcription	CDKN1B	1027	TRUE
reactome_foxo_mediated_transcription	CITED2	10370	TRUE
reactome_foxo_mediated_transcription	CREBBP	1387	TRUE
reactome_foxo_mediated_transcription	DDIT3	1649	TRUE
reactome_foxo_mediated_transcription	EP300	2033	TRUE
reactome_foxo_mediated_transcription	FASLG	356	TRUE
reactome_foxo_mediated_transcription	FBXO32	114907	TRUE
reactome_foxo_mediated_transcription	FOXG1	2290	TRUE
reactome_foxo_mediated_transcription	FOXO1	2308	TRUE
reactome_foxo_mediated_transcription	FOXO3	2309	TRUE
reactome_foxo_mediated_transcription	FOXO4	4303	TRUE
reactome_foxo_mediated_transcription	FOXO6	100132074	TRUE
reactome_foxo_mediated_transcription	G6PC1	2538	TRUE
reactome_foxo_mediated_transcription	GADD45A	1647	TRUE
reactome_foxo_mediated_transcription	GLYAT	10249	TRUE
reactome_foxo_mediated_transcription	HDAC1	3065	TRUE
reactome_foxo_mediated_transcription	HDAC2	3066	TRUE
reactome_foxo_mediated_transcription	IGFBP1	3484	TRUE
reactome_foxo_mediated_transcription	INS	3630	TRUE
reactome_foxo_mediated_transcription	KAT2B	8850	TRUE
reactome_foxo_mediated_transcription	KLF4	9314	TRUE
reactome_foxo_mediated_transcription	MAP4K2	5871	TRUE
reactome_foxo_mediated_transcription	MSTN	2660	TRUE
reactome_foxo_mediated_transcription	NFYA	4800	TRUE
reactome_foxo_mediated_transcription	NFYB	4801	TRUE
reactome_foxo_mediated_transcription	NFYC	4802	TRUE
reactome_foxo_mediated_transcription	NPY	4852	TRUE
reactome_foxo_mediated_transcription	NR3C1	2908	TRUE
reactome_foxo_mediated_transcription	PCBP4	57060	TRUE
reactome_foxo_mediated_transcription	PCK1	5105	TRUE
reactome_foxo_mediated_transcription	PINK1	65018	TRUE
reactome_foxo_mediated_transcription	PLXNA4	91584	TRUE
reactome_foxo_mediated_transcription	POMC	5443	TRUE
reactome_foxo_mediated_transcription	PPARGC1A	10891	TRUE
reactome_foxo_mediated_transcription	RBL2	5934	TRUE
reactome_foxo_mediated_transcription	RETN	56729	TRUE
reactome_foxo_mediated_transcription	REXO2	25996	TRUE
reactome_foxo_mediated_transcription	SIN3A	25942	TRUE
reactome_foxo_mediated_transcription	SIRT1	23411	TRUE
reactome_foxo_mediated_transcription	SIRT3	23410	TRUE
reactome_foxo_mediated_transcription	SMAD2	4087	TRUE
reactome_foxo_mediated_transcription	SMAD3	4088	TRUE
reactome_foxo_mediated_transcription	SMAD4	4089	TRUE
reactome_foxo_mediated_transcription	SREBF1	6720	TRUE
reactome_foxo_mediated_transcription	STK11	6794	TRUE
reactome_foxo_mediated_transcription	TRIM63	84676	TRUE
reactome_foxo_mediated_transcription	TXN2	25828	TRUE
reactome_foxo_mediated_transcription	TXNIP	10628	TRUE
reactome_foxo_mediated_transcription	YWHAB	7529	TRUE
reactome_foxo_mediated_transcription	YWHAG	7532	TRUE
reactome_foxo_mediated_transcription	YWHAQ	10971	TRUE
reactome_foxo_mediated_transcription	YWHAZ	7534	TRUE
