method	collection	direction	term	ID	Size	enrichmentScore	NES	pvalue	padj	leading_edge	core_enrichment
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Frs2-mediated activation [R-HSA-170968]	reactome:Frs2-mediated activation [R-HSA-170968]	12	0.337432480777518	0.785246667937795	0.82135523613963	1	tags=33%, list=29%, signal=24%	NGF/NTRK1/FRS2/RAPGEF1
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:COPI-mediated anterograde transport [R-HSA-6807878]	reactome:COPI-mediated anterograde transport [R-HSA-6807878]	98	0.273621082872697	0.78488100398761	0.976023976023976	1	tags=45%, list=57%, signal=20%	ANK1/ANK2/ANK3/DYNC1I1/TUBA3C/SPTA1/CAPZB/COG5/SPTB/DCTN2/SPTBN2/COG2/COPZ2/NAPA/SPTBN1/KDELR2/SPTBN4/CD59/SPTBN5/GOSR1/GBF1/TUBA1C/COPE/TUBAL3/CAPZA3/TUBB2B/COG7/DYNC1LI2/CD55/TUBB1/INS/DYNC1H1/TUBA1B/CAPZA2/DCTN1/ARF3/DYNLL2/DYNC1I2/NAPB/TMED3/TMED7-TICAM2/COPA/TUBA4A/TUBB3
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:MyD88-independent TLR4 cascade [R-HSA-166166]	reactome:MyD88-independent TLR4 cascade [R-HSA-166166]	106	0.272277778113187	0.784827695072001	0.976023976023976	1	tags=64%, list=63%, signal=24%	RPS6KA2/MAPK10/IKBKG/S100A12/IRF7/MAP2K6/IKBKB/RIPK3/HMGB1/MEF2C/FBXW11/MAP2K4/NOD2/PPP2CB/MAPKAPK2/IKBKE/UBE2N/IRAK2/SARM1/CASP8/IRAK1/TRAF2/MAP2K3/ELK1/NFKBIB/S100B/UBE2D1/CUL1/BIRC2/NOD1/NKIRAS2/TRAF3/NFKB1/SAA1/RPS6KA1/MAPK9/USP18/TLR4/TNIP2/TP53/DUSP3/LY96/TIFA/NLRX1/ATF1/RIPK2/FOS/MAPK8/RPS6KA3/DUSP4/APP/TMED7-TICAM2/CD14/MAPK11/RIPK1/NLRC5/ALPK1/PPP2CA/MAP2K1/TICAM1/TBK1/MEF2A/MAP3K7/N4BP1/UBE2D3/MAPK1/FADD/NKIRAS1
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:TRIF (TICAM1)-mediated TLR4 signaling [R-HSA-937061]	reactome:TRIF (TICAM1)-mediated TLR4 signaling [R-HSA-937061]	106	0.272277778113187	0.784827695072001	0.976023976023976	1	tags=64%, list=63%, signal=24%	RPS6KA2/MAPK10/IKBKG/S100A12/IRF7/MAP2K6/IKBKB/RIPK3/HMGB1/MEF2C/FBXW11/MAP2K4/NOD2/PPP2CB/MAPKAPK2/IKBKE/UBE2N/IRAK2/SARM1/CASP8/IRAK1/TRAF2/MAP2K3/ELK1/NFKBIB/S100B/UBE2D1/CUL1/BIRC2/NOD1/NKIRAS2/TRAF3/NFKB1/SAA1/RPS6KA1/MAPK9/USP18/TLR4/TNIP2/TP53/DUSP3/LY96/TIFA/NLRX1/ATF1/RIPK2/FOS/MAPK8/RPS6KA3/DUSP4/APP/TMED7-TICAM2/CD14/MAPK11/RIPK1/NLRC5/ALPK1/PPP2CA/MAP2K1/TICAM1/TBK1/MEF2A/MAP3K7/N4BP1/UBE2D3/MAPK1/FADD/NKIRAS1
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Apoptosis [R-HSA-109581]	reactome:Apoptosis [R-HSA-109581]	168	0.26696124415158	0.784251493799466	0.995004995004995	1	tags=53%, list=56%, signal=23%	PRKCQ/DCC/AKT3/UNC5A/PSMB11/DAPK1/BMF/PSMB8/TNFRSF10A/UNC5B/MAPT/TJP2/HMGB1/PPP1R13B/STK24/SATB1/BMX/YWHAG/PKP1/APC/PSMB9/DIABLO/BCL2/SFN/AVEN/TP53BP2/PSMB4/DSP/ARHGAP10/AKT1/OPA1/BCAP31/GAS2/CASP8/PSMB7/TRAF2/TJP1/PTK2/DNM1L/PAK2/YWHAZ/PSMD8/BCL2L1/CDH1/PSMD10/PSMD9/CLSPN/BIRC2/XIAP/PSMA8/PSMB2/DSG1/TFDP1/CASP7/TLR4/DFFA/TP73/PSMF1/TP53/LY96/CFLAR/HMGB2/PSMD5/TP63/APIP/GZMB/MAGED1/VIM/PSMD6/PSMD12/PPP3CC/CASP9/ACIN1/MAPK8/APPL1/PMAIP1/FASLG/TNFSF10/DYNLL2/E2F1/OCLN/DSG2/PSMA1/TMED7-TICAM2/CD14/BID/PSMA2/KPNB1/RIPK1
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Amino acids regulate mTORC1 [R-HSA-9639288]	reactome:Amino acids regulate mTORC1 [R-HSA-9639288]	43	0.289022373424925	0.784189988266142	0.921078921078921	1	tags=28%, list=33%, signal=19%	RPTOR/SH3BP4/ATP6V1C2/SEC13/RRAGD/ATP6V1B1/ATP6V1C1/ATP6V1G3/RRAGB/ATP6V0E1/ATP6V1E2/ATP6V1G1
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:TP53 Regulates Transcription of Caspase Activators and Caspases [R-HSA-6803207]	reactome:TP53 Regulates Transcription of Caspase Activators and Caspases [R-HSA-6803207]	11	0.34124005957595	0.784075325785151	0.816115702479339	1	tags=55%, list=51%, signal=27%	CRADD/NLRC4/TP73/TP53/TP63/ATM
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Presynaptic function of Kainate receptors [R-HSA-500657]	reactome:Presynaptic function of Kainate receptors [R-HSA-500657]	21	0.311672419315999	0.783969778216834	0.867867867867868	1	tags=67%, list=60%, signal=27%	GNG7/GNG2/GNG4/GNG12/GNB3/GNGT2/GRIK3/PLCB2/GNB5/PLCB3/PLCB1/GNB1/GNGT1/GNB2
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Peroxisomal lipid metabolism [R-HSA-390918]	reactome:Peroxisomal lipid metabolism [R-HSA-390918]	28	0.299621367605553	0.783371413515242	0.889110889110889	1	tags=36%, list=40%, signal=21%	ACOXL/ACBD5/ACOX3/HAO2/SCP2/ACOX1/ACOX2/CRAT/PHYH/SLC27A2
methylGSA_methylRRA_GSEA	reactome	hypomethylated	reactome:Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol [R-HSA-193368]	reactome:Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol [R-HSA-193368]	23	0.307525389297204	0.783341428653913	0.874	1	tags=35%, list=31%, signal=24%	NCOA1/CYP7B1/RXRA/CYP8B1/SCP2/ACOX2/NCOA2/NR1H4
