method	collection	direction	term	ONTOLOGY	TERM	N	DE	P.DE	FDR
missMethyl_gometh	GO	hypermethylated	GO:0036464	CC	cytoplasmic ribonucleoprotein granule	255	51	0.847886220566806	1
missMethyl_gometh	GO	hypermethylated	GO:0036465	BP	synaptic vesicle recycling	90	26	0.496919456585567	1
missMethyl_gometh	GO	hypermethylated	GO:0036466	BP	synaptic vesicle recycling via endosome	7	1	0.908177560742558	1
missMethyl_gometh	GO	hypermethylated	GO:0036467	MF	5-hydroxy-L-tryptophan decarboxylase activity	1	0	0.999999999998053	1
missMethyl_gometh	GO	hypermethylated	GO:0036468	MF	L-dopa decarboxylase activity	1	0	0.999999999998053	1
missMethyl_gometh	GO	hypermethylated	GO:0036470	MF	tyrosine 3-monooxygenase activator activity	1	0	1.0000000000038	1
missMethyl_gometh	GO	hypermethylated	GO:0036471	BP	cellular response to glyoxal	1	0	1.0000000000038	1
missMethyl_gometh	GO	hypermethylated	GO:0036477	CC	somatodendritic compartment	856	346	2.93163597980619e-17	2.43260638857696e-14
missMethyl_gometh	GO	hypermethylated	GO:0036478	MF	L-dopa decarboxylase activator activity	1	0	1.0000000000038	1
missMethyl_gometh	GO	hypermethylated	GO:0036479	MF	peroxidase inhibitor activity	1	0	1.00000000002034	1
missMethyl_gometh	GO	hypermethylated	GO:0036480	BP	neuron intrinsic apoptotic signaling pathway in response to oxidative stress	23	5	0.690267554674204	1
missMethyl_gometh	GO	hypermethylated	GO:0036481	BP	intrinsic apoptotic signaling pathway in response to hydrogen peroxide	9	1	0.910556665915343	1
missMethyl_gometh	GO	hypermethylated	GO:0036482	BP	neuron intrinsic apoptotic signaling pathway in response to hydrogen peroxide	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0036483	BP	neuron intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	5	1	0.789279355192025	1
missMethyl_gometh	GO	hypermethylated	GO:0036484	BP	trunk neural crest cell migration	5	4	0.0676317301691007	0.638256648150182
missMethyl_gometh	GO	hypermethylated	GO:0036486	BP	ventral trunk neural crest cell migration	3	2	0.288230582594255	1
missMethyl_gometh	GO	hypermethylated	GO:0036487	MF	nitric-oxide synthase inhibitor activity	2	1	0.610808514107353	1
missMethyl_gometh	GO	hypermethylated	GO:0036488	CC	CHOP-C/EBP complex	3	1	0.395946587912473	1
missMethyl_gometh	GO	hypermethylated	GO:0036490	BP	regulation of translation in response to endoplasmic reticulum stress	10	4	0.321807005852569	1
missMethyl_gometh	GO	hypermethylated	GO:0036491	BP	regulation of translation initiation in response to endoplasmic reticulum stress	5	2	0.472215743405002	1
missMethyl_gometh	GO	hypermethylated	GO:0036492	BP	eiF2alpha phosphorylation in response to endoplasmic reticulum stress	5	2	0.472215743405002	1
missMethyl_gometh	GO	hypermethylated	GO:0036493	BP	positive regulation of translation in response to endoplasmic reticulum stress	5	3	0.182556093960277	1
missMethyl_gometh	GO	hypermethylated	GO:0036494	BP	positive regulation of translation initiation in response to endoplasmic reticulum stress	1	0	1.00000000000239	1
missMethyl_gometh	GO	hypermethylated	GO:0036498	BP	IRE1-mediated unfolded protein response	21	4	0.563700817858815	1
missMethyl_gometh	GO	hypermethylated	GO:0036499	BP	PERK-mediated unfolded protein response	20	4	0.607160832896365	1
missMethyl_gometh	GO	hypermethylated	GO:0036500	BP	ATF6-mediated unfolded protein response	9	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0036501	CC	UFD1-NPL4 complex	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0036502	CC	Derlin-1-VIMP complex	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0036503	BP	ERAD pathway	112	15	0.993782940378934	1
missMethyl_gometh	GO	hypermethylated	GO:0036505	MF	prosaposin receptor activity	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0036506	BP	maintenance of unfolded protein	3	1	0.781799675134952	1
missMethyl_gometh	GO	hypermethylated	GO:0036507	BP	protein demannosylation	17	3	0.832917258841652	1
missMethyl_gometh	GO	hypermethylated	GO:0036508	BP	protein alpha-1,2-demannosylation	17	3	0.832917258841652	1
missMethyl_gometh	GO	hypermethylated	GO:0036510	BP	trimming of terminal mannose on C branch	1	1	0.306261877952224	1
missMethyl_gometh	GO	hypermethylated	GO:0036513	CC	Derlin-1 retrotranslocation complex	8	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0036514	BP	dopaminergic neuron axon guidance	6	3	0.320576431823943	1
missMethyl_gometh	GO	hypermethylated	GO:0036515	BP	serotonergic neuron axon guidance	5	2	0.472536436163966	1
missMethyl_gometh	GO	hypermethylated	GO:0036516	BP	chemoattraction of dopaminergic neuron axon	1	1	0.383276199591421	1
missMethyl_gometh	GO	hypermethylated	GO:0036517	BP	chemoattraction of serotonergic neuron axon	1	0	1.00000000001449	1
missMethyl_gometh	GO	hypermethylated	GO:0036518	BP	chemorepulsion of dopaminergic neuron axon	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0036520	BP	astrocyte-dopaminergic neuron signaling	3	1	0.635605511212493	1
missMethyl_gometh	GO	hypermethylated	GO:0036524	MF	protein deglycase activity	1	0	1.0000000000038	1
missMethyl_gometh	GO	hypermethylated	GO:0036525	BP	protein deglycation	1	0	0.999999999985175	1
missMethyl_gometh	GO	hypermethylated	GO:0038001	BP	paracrine signaling	7	3	0.246638827766146	1
missMethyl_gometh	GO	hypermethylated	GO:0038003	BP	G protein-coupled opioid receptor signaling pathway	12	6	0.0561264381768934	0.573023022779044
missMethyl_gometh	GO	hypermethylated	GO:0038004	BP	epidermal growth factor receptor ligand maturation	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038007	BP	netrin-activated signaling pathway	9	4	0.454533650771342	1
missMethyl_gometh	GO	hypermethylated	GO:0038009	BP	regulation of signal transduction by receptor internalization	1	0	1.00000000002592	1
missMethyl_gometh	GO	hypermethylated	GO:0038016	BP	insulin receptor internalization	3	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038018	BP	Wnt receptor catabolic process	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038020	BP	insulin receptor recycling	4	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038021	MF	leptin receptor activity	1	1	0.335201493158666	1
missMethyl_gometh	GO	hypermethylated	GO:0038023	MF	signaling receptor activity	1450	326	1.0465963916553e-05	0.000756385340601465
missMethyl_gometh	GO	hypermethylated	GO:0038024	MF	cargo receptor activity	63	14	0.739500247122347	1
missMethyl_gometh	GO	hypermethylated	GO:0038025	MF	reelin receptor activity	2	1	0.444519506297137	1
missMethyl_gometh	GO	hypermethylated	GO:0038026	BP	reelin-mediated signaling pathway	12	5	0.170577788730977	0.977397641618622
missMethyl_gometh	GO	hypermethylated	GO:0038027	BP	apolipoprotein A-I-mediated signaling pathway	7	2	0.395341524828036	1
missMethyl_gometh	GO	hypermethylated	GO:0038033	BP	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway	1	1	0.284132664276514	1
missMethyl_gometh	GO	hypermethylated	GO:0038034	BP	signal transduction in absence of ligand	66	14	0.805431073282532	1
missMethyl_gometh	GO	hypermethylated	GO:0038035	BP	ligand-independent adenylate cyclase-activating G protein-coupled receptor signaling pathway	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038036	MF	sphingosine-1-phosphate receptor activity	8	3	0.251053157785149	1
missMethyl_gometh	GO	hypermethylated	GO:0038037	CC	G protein-coupled receptor dimeric complex	7	3	0.235756061979811	1
missMethyl_gometh	GO	hypermethylated	GO:0038038	CC	G protein-coupled receptor homodimeric complex	1	1	0.381866785443851	1
missMethyl_gometh	GO	hypermethylated	GO:0038039	CC	G protein-coupled receptor heterodimeric complex	3	1	0.685606441041805	1
missMethyl_gometh	GO	hypermethylated	GO:0038041	BP	cross-receptor inhibition within G protein-coupled receptor heterodimer	1	0	1.00000000001165	1
missMethyl_gometh	GO	hypermethylated	GO:0038043	BP	interleukin-5-mediated signaling pathway	6	3	0.12024901166101	0.854714104458526
missMethyl_gometh	GO	hypermethylated	GO:0038046	MF	G protein-coupled enkephalin receptor activity	1	0	1.00000000000301	1
missMethyl_gometh	GO	hypermethylated	GO:0038047	MF	morphine receptor activity	1	1	0.35067399450727	1
missMethyl_gometh	GO	hypermethylated	GO:0038048	MF	dynorphin receptor activity	1	0	0.99999999998431	1
missMethyl_gometh	GO	hypermethylated	GO:0038054	MF	G protein-coupled estrogen receptor activity	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038060	BP	nitric oxide-cGMP-mediated signaling	10	2	0.681598401798642	1
missMethyl_gometh	GO	hypermethylated	GO:0038061	BP	non-canonical NF-kappaB signal transduction	133	17	0.989452551339556	1
missMethyl_gometh	GO	hypermethylated	GO:0038062	MF	protein tyrosine kinase collagen receptor activity	2	1	0.568296768588819	1
missMethyl_gometh	GO	hypermethylated	GO:0038063	BP	collagen-activated tyrosine kinase receptor signaling pathway	11	3	0.659688132921055	1
missMethyl_gometh	GO	hypermethylated	GO:0038064	MF	collagen receptor activity	6	2	0.522168323039966	1
missMethyl_gometh	GO	hypermethylated	GO:0038065	BP	collagen-activated signaling pathway	15	4	0.644235717124865	1
missMethyl_gometh	GO	hypermethylated	GO:0038066	BP	p38MAPK cascade	60	14	0.723271570787012	1
missMethyl_gometh	GO	hypermethylated	GO:0038083	BP	peptidyl-tyrosine autophosphorylation	17	9	0.0851987735885713	0.722207084176447
missMethyl_gometh	GO	hypermethylated	GO:0038084	BP	vascular endothelial growth factor signaling pathway	49	20	0.0170654761147089	0.269819990736725
missMethyl_gometh	GO	hypermethylated	GO:0038085	MF	vascular endothelial growth factor binding	4	2	0.408060475226719	1
missMethyl_gometh	GO	hypermethylated	GO:0038086	BP	VEGF-activated platelet-derived growth factor receptor signaling pathway	3	3	0.034474366393762	0.430046606172518
missMethyl_gometh	GO	hypermethylated	GO:0038089	BP	positive regulation of cell migration by vascular endothelial growth factor signaling pathway	1	1	0.284132664276514	1
missMethyl_gometh	GO	hypermethylated	GO:0038091	BP	positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway	3	3	0.034474366393762	0.430046606172518
missMethyl_gometh	GO	hypermethylated	GO:0038092	BP	nodal signaling pathway	20	5	0.35510014769718	1
missMethyl_gometh	GO	hypermethylated	GO:0038093	BP	Fc receptor signaling pathway	59	15	0.383545260450435	1
missMethyl_gometh	GO	hypermethylated	GO:0038094	BP	Fc-gamma receptor signaling pathway	35	11	0.197262861862425	1
missMethyl_gometh	GO	hypermethylated	GO:0038095	BP	Fc-epsilon receptor signaling pathway	25	5	0.772571644973726	1
missMethyl_gometh	GO	hypermethylated	GO:0038096	BP	Fc-gamma receptor signaling pathway involved in phagocytosis	22	10	0.0938137190674155	0.757952600788452
missMethyl_gometh	GO	hypermethylated	GO:0038097	BP	positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway	1	0	0.999999999988726	1
missMethyl_gometh	GO	hypermethylated	GO:0038098	BP	sequestering of BMP from receptor via BMP binding	3	1	0.619239342112283	1
missMethyl_gometh	GO	hypermethylated	GO:0038100	MF	nodal binding	6	1	0.519739979414286	1
missMethyl_gometh	GO	hypermethylated	GO:0038101	BP	sequestering of nodal from receptor via nodal binding	1	0	0.999999999987877	1
missMethyl_gometh	GO	hypermethylated	GO:0038102	MF	activin receptor antagonist activity	2	1	0.28006879009748	1
missMethyl_gometh	GO	hypermethylated	GO:0038106	MF	choriogonadotropin hormone binding	1	1	0.185319320266224	1
missMethyl_gometh	GO	hypermethylated	GO:0038108	BP	negative regulation of appetite by leptin-mediated signaling pathway	4	1	0.516930640280338	1
missMethyl_gometh	GO	hypermethylated	GO:0038109	BP	Kit signaling pathway	4	2	0.332440659580381	1
missMethyl_gometh	GO	hypermethylated	GO:0038110	BP	interleukin-2-mediated signaling pathway	9	3	0.300852822210011	1
missMethyl_gometh	GO	hypermethylated	GO:0038111	BP	interleukin-7-mediated signaling pathway	8	4	0.0948273586333408	0.76271110695597
missMethyl_gometh	GO	hypermethylated	GO:0038112	BP	interleukin-8-mediated signaling pathway	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038113	BP	interleukin-9-mediated signaling pathway	7	3	0.272481771918936	1
missMethyl_gometh	GO	hypermethylated	GO:0038114	BP	interleukin-21-mediated signaling pathway	1	1	0.279653493954859	1
missMethyl_gometh	GO	hypermethylated	GO:0038115	BP	chemokine (C-C motif) ligand 19 signaling pathway	1	1	0.122507197929501	0.864118665856105
missMethyl_gometh	GO	hypermethylated	GO:0038116	BP	chemokine (C-C motif) ligand 21 signaling pathway	4	1	0.548413121869212	1
missMethyl_gometh	GO	hypermethylated	GO:0038117	MF	C-C motif chemokine 19 receptor activity	1	1	0.122507197929501	0.864118665856105
missMethyl_gometh	GO	hypermethylated	GO:0038118	BP	C-C chemokine receptor CCR7 signaling pathway	1	0	0.999999999980263	1
missMethyl_gometh	GO	hypermethylated	GO:0038121	MF	C-C motif chemokine 21 receptor activity	1	1	0.122507197929501	0.864118665856105
missMethyl_gometh	GO	hypermethylated	GO:0038123	BP	toll-like receptor TLR1:TLR2 signaling pathway	1	0	1.00000000001131	1
missMethyl_gometh	GO	hypermethylated	GO:0038124	BP	toll-like receptor TLR6:TLR2 signaling pathway	4	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038127	BP	ERBB signaling pathway	135	32	0.748042752037654	1
missMethyl_gometh	GO	hypermethylated	GO:0038128	BP	ERBB2 signaling pathway	23	7	0.377955880538824	1
missMethyl_gometh	GO	hypermethylated	GO:0038129	BP	ERBB3 signaling pathway	10	3	0.59732471843536	1
missMethyl_gometh	GO	hypermethylated	GO:0038130	BP	ERBB4 signaling pathway	11	3	0.662655555779604	1
missMethyl_gometh	GO	hypermethylated	GO:0038131	MF	neuregulin receptor activity	3	2	0.2487117243579	1
missMethyl_gometh	GO	hypermethylated	GO:0038132	MF	neuregulin binding	5	1	0.83259300983218	1
missMethyl_gometh	GO	hypermethylated	GO:0038133	BP	ERBB2-ERBB3 signaling pathway	9	2	0.782193256491704	1
missMethyl_gometh	GO	hypermethylated	GO:0038134	BP	ERBB2-EGFR signaling pathway	8	1	0.874983509963844	1
missMethyl_gometh	GO	hypermethylated	GO:0038135	BP	ERBB2-ERBB4 signaling pathway	5	2	0.473388273453191	1
missMethyl_gometh	GO	hypermethylated	GO:0038138	BP	ERBB4-ERBB4 signaling pathway	6	2	0.526324021020998	1
missMethyl_gometh	GO	hypermethylated	GO:0038143	CC	ERBB3:ERBB2 complex	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038145	BP	macrophage colony-stimulating factor signaling pathway	7	2	0.250781606286259	1
missMethyl_gometh	GO	hypermethylated	GO:0038146	BP	chemokine (C-X-C motif) ligand 12 signaling pathway	7	1	0.894487814157187	1
missMethyl_gometh	GO	hypermethylated	GO:0038147	MF	C-X-C motif chemokine 12 receptor activity	1	0	1.00000000000058	1
missMethyl_gometh	GO	hypermethylated	GO:0038154	BP	interleukin-11-mediated signaling pathway	6	2	0.491678887881164	1
missMethyl_gometh	GO	hypermethylated	GO:0038155	BP	interleukin-23-mediated signaling pathway	6	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038156	BP	interleukin-3-mediated signaling pathway	6	2	0.266100616674822	1
missMethyl_gometh	GO	hypermethylated	GO:0038157	BP	granulocyte-macrophage colony-stimulating factor signaling pathway	3	1	0.451279423457752	1
missMethyl_gometh	GO	hypermethylated	GO:0038158	BP	granulocyte colony-stimulating factor signaling pathway	5	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038159	BP	C-X-C chemokine receptor CXCR4 signaling pathway	6	2	0.527444095150424	1
missMethyl_gometh	GO	hypermethylated	GO:0038160	BP	CXCL12-activated CXCR4 signaling pathway	5	1	0.766343307174174	1
missMethyl_gometh	GO	hypermethylated	GO:0038161	BP	prolactin signaling pathway	3	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038162	BP	erythropoietin-mediated signaling pathway	6	2	0.322475637515526	1
missMethyl_gometh	GO	hypermethylated	GO:0038163	BP	thrombopoietin-mediated signaling pathway	5	1	0.695988591257919	1
missMethyl_gometh	GO	hypermethylated	GO:0038164	MF	thrombopoietin receptor activity	1	0	1.0000000000096	1
missMethyl_gometh	GO	hypermethylated	GO:0038165	BP	oncostatin-M-mediated signaling pathway	4	1	0.689186232301234	1
missMethyl_gometh	GO	hypermethylated	GO:0038166	BP	angiotensin-activated signaling pathway	21	5	0.637475790308575	1
missMethyl_gometh	GO	hypermethylated	GO:0038169	BP	somatostatin receptor signaling pathway	6	3	0.0696431648612081	0.64530193701371
missMethyl_gometh	GO	hypermethylated	GO:0038170	BP	somatostatin signaling pathway	6	3	0.0696431648612081	0.64530193701371
missMethyl_gometh	GO	hypermethylated	GO:0038171	BP	cannabinoid signaling pathway	7	3	0.228388159828003	1
missMethyl_gometh	GO	hypermethylated	GO:0038172	BP	interleukin-33-mediated signaling pathway	8	1	0.76302722203158	1
missMethyl_gometh	GO	hypermethylated	GO:0038173	BP	interleukin-17A-mediated signaling pathway	6	2	0.399725293020803	1
missMethyl_gometh	GO	hypermethylated	GO:0038177	MF	death receptor agonist activity	4	1	0.792580471476936	1
missMethyl_gometh	GO	hypermethylated	GO:0038178	BP	complement component C5a signaling pathway	3	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038179	BP	neurotrophin signaling pathway	40	13	0.306460010895872	1
missMethyl_gometh	GO	hypermethylated	GO:0038180	BP	nerve growth factor signaling pathway	14	7	0.0769452162760458	0.683537123492677
missMethyl_gometh	GO	hypermethylated	GO:0038182	MF	G protein-coupled bile acid receptor activity	1	1	0.0837141254801354	0.714983363943111
missMethyl_gometh	GO	hypermethylated	GO:0038183	BP	bile acid signaling pathway	3	1	0.414826935474998	1
missMethyl_gometh	GO	hypermethylated	GO:0038184	BP	adenylate cyclase-activating G protein-coupled bile acid receptor signaling pathway	1	1	0.0837141254801354	0.714983363943111
missMethyl_gometh	GO	hypermethylated	GO:0038185	BP	nuclear receptor-mediated bile acid signaling pathway	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038186	MF	bile acid nuclear receptor activity	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038187	MF	pattern recognition receptor activity	46	7	0.613938098488509	1
missMethyl_gometh	GO	hypermethylated	GO:0038188	BP	cholecystokinin signaling pathway	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0038189	BP	neuropilin signaling pathway	4	3	0.106476112486738	0.811267339049408
missMethyl_gometh	GO	hypermethylated	GO:0038190	BP	VEGF-activated neuropilin signaling pathway	2	1	0.567406761489622	1
missMethyl_gometh	GO	hypermethylated	GO:0038191	MF	neuropilin binding	22	9	0.182929853065482	1
missMethyl_gometh	GO	hypermethylated	GO:0038192	BP	gastric inhibitory peptide signaling pathway	2	1	0.412544987544025	1
missMethyl_gometh	GO	hypermethylated	GO:0038193	BP	thromboxane A2 signaling pathway	1	0	0.999999999986139	1
missMethyl_gometh	GO	hypermethylated	GO:0038194	BP	thyroid-stimulating hormone signaling pathway	2	2	0.134636244267388	0.903918743826839
missMethyl_gometh	GO	hypermethylated	GO:0038195	BP	urokinase plasminogen activator signaling pathway	3	2	0.0338915036606326	0.426855857200303
missMethyl_gometh	GO	hypermethylated	GO:0038196	BP	type III interferon-mediated signaling pathway	10	3	0.224243714957559	1
missMethyl_gometh	GO	hypermethylated	GO:0038201	CC	TOR complex	12	3	0.752940526106198	1
missMethyl_gometh	GO	hypermethylated	GO:0038202	BP	TORC1 signaling	111	15	0.998623408079584	1
missMethyl_gometh	GO	hypermethylated	GO:0038203	BP	TORC2 signaling	13	2	0.906691014002698	1
missMethyl_gometh	GO	hypermethylated	GO:0039003	BP	pronephric field specification	2	2	0.163870079419327	0.963283481456404
missMethyl_gometh	GO	hypermethylated	GO:0039007	BP	pronephric nephron morphogenesis	1	0	1.0000000000144	1
missMethyl_gometh	GO	hypermethylated	GO:0039008	BP	pronephric nephron tubule morphogenesis	1	0	1.0000000000144	1
missMethyl_gometh	GO	hypermethylated	GO:0039017	BP	pattern specification involved in pronephros development	2	2	0.163870079419327	0.963283481456404
missMethyl_gometh	GO	hypermethylated	GO:0039019	BP	pronephric nephron development	3	1	0.623377221490633	1
missMethyl_gometh	GO	hypermethylated	GO:0039020	BP	pronephric nephron tubule development	2	1	0.478734440811005	1
missMethyl_gometh	GO	hypermethylated	GO:0039519	BP	modulation by virus of host autophagy	1	0	1.00000000002547	1
missMethyl_gometh	GO	hypermethylated	GO:0039521	BP	suppression by virus of host autophagy	1	0	1.00000000002547	1
missMethyl_gometh	GO	hypermethylated	GO:0039529	BP	RIG-I signaling pathway	28	4	0.892290312323075	1
missMethyl_gometh	GO	hypermethylated	GO:0039530	BP	MDA-5 signaling pathway	11	1	0.875542006520365	1
missMethyl_gometh	GO	hypermethylated	GO:0039531	BP	regulation of cytoplasmic pattern recognition receptor signaling pathway	119	12	0.999603147347379	1
missMethyl_gometh	GO	hypermethylated	GO:0039532	BP	negative regulation of cytoplasmic pattern recognition receptor signaling pathway	55	3	0.999724587110338	1
missMethyl_gometh	GO	hypermethylated	GO:0039533	BP	regulation of MDA-5 signaling pathway	7	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0039534	BP	negative regulation of MDA-5 signaling pathway	4	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0039535	BP	regulation of RIG-I signaling pathway	21	3	0.888469126592278	1
missMethyl_gometh	GO	hypermethylated	GO:0039536	BP	negative regulation of RIG-I signaling pathway	8	1	0.896600517647793	1
missMethyl_gometh	GO	hypermethylated	GO:0039552	MF	RIG-I binding	4	1	0.756360236639203	1
missMethyl_gometh	GO	hypermethylated	GO:0039585	BP	PKR/eIFalpha signaling	2	1	0.316468140813167	1
missMethyl_gometh	GO	hypermethylated	GO:0039654	BP	fusion of virus membrane with host endosome membrane	1	0	0.999999999995459	1
missMethyl_gometh	GO	hypermethylated	GO:0039663	BP	membrane fusion involved in viral entry into host cell	4	2	0.215658689175332	1
missMethyl_gometh	GO	hypermethylated	GO:0039689	BP	negative stranded viral RNA replication	3	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0039692	BP	single stranded viral RNA replication via double stranded DNA intermediate	20	2	0.862759601500996	1
missMethyl_gometh	GO	hypermethylated	GO:0039694	BP	viral RNA genome replication	31	2	0.984560176683067	1
missMethyl_gometh	GO	hypermethylated	GO:0039695	BP	DNA-templated viral transcription	1	0	1.00000000004279	1
missMethyl_gometh	GO	hypermethylated	GO:0039702	BP	viral budding via host ESCRT complex	21	2	0.963225183072482	1
missMethyl_gometh	GO	hypermethylated	GO:0039706	MF	co-receptor binding	13	7	0.0220735773566102	0.320503193193451
missMethyl_gometh	GO	hypermethylated	GO:0040001	BP	establishment of mitotic spindle localization	41	10	0.58087663738542	1
missMethyl_gometh	GO	hypermethylated	GO:0040007	BP	growth	929	289	0.000207958207353184	0.00958661662045416
missMethyl_gometh	GO	hypermethylated	GO:0040008	BP	regulation of growth	606	182	0.0153390189363294	0.251762183332984
missMethyl_gometh	GO	hypermethylated	GO:0040009	BP	regulation of growth rate	6	1	0.784544564432482	1
missMethyl_gometh	GO	hypermethylated	GO:0040010	BP	positive regulation of growth rate	3	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0040011	BP	locomotion	1336	407	5.57229366662416e-10	9.38659152684568e-08
missMethyl_gometh	GO	hypermethylated	GO:0040012	BP	regulation of locomotion	1158	364	5.36763825223077e-10	9.11034601537714e-08
missMethyl_gometh	GO	hypermethylated	GO:0040013	BP	negative regulation of locomotion	404	119	0.00139011161461401	0.043497291360073
missMethyl_gometh	GO	hypermethylated	GO:0040014	BP	regulation of multicellular organism growth	65	19	0.243318413930822	1
missMethyl_gometh	GO	hypermethylated	GO:0040015	BP	negative regulation of multicellular organism growth	13	6	0.133847393041014	0.902141093168137
missMethyl_gometh	GO	hypermethylated	GO:0040016	BP	embryonic cleavage	8	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0040017	BP	positive regulation of locomotion	632	198	5.36120025124648e-06	0.000429148342904752
missMethyl_gometh	GO	hypermethylated	GO:0040018	BP	positive regulation of multicellular organism growth	31	9	0.338485544385917	1
missMethyl_gometh	GO	hypermethylated	GO:0040019	BP	positive regulation of embryonic development	21	9	0.114837591681557	0.838620846490973
missMethyl_gometh	GO	hypermethylated	GO:0040020	BP	regulation of meiotic nuclear division	36	4	0.962428841741223	1
missMethyl_gometh	GO	hypermethylated	GO:0040029	BP	epigenetic regulation of gene expression	286	40	0.999364033045424	1
missMethyl_gometh	GO	hypermethylated	GO:0040031	BP	snRNA modification	7	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0040034	BP	regulation of development, heterochronic	13	7	0.159625732287039	0.958324774495553
missMethyl_gometh	GO	hypermethylated	GO:0040036	BP	regulation of fibroblast growth factor receptor signaling pathway	40	17	0.0300164021680118	0.393497644337119
missMethyl_gometh	GO	hypermethylated	GO:0040037	BP	negative regulation of fibroblast growth factor receptor signaling pathway	24	9	0.176368226147	0.992203701360119
missMethyl_gometh	GO	hypermethylated	GO:0040038	BP	polar body extrusion after meiotic divisions	5	1	0.787692101945637	1
missMethyl_gometh	GO	hypermethylated	GO:0040040	BP	thermosensory behavior	2	1	0.45892137871015	1
missMethyl_gometh	GO	hypermethylated	GO:0042007	MF	interleukin-18 binding	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0042008	MF	interleukin-18 receptor activity	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0042010	MF	interleukin-15 receptor activity	3	1	0.347369158702755	1
missMethyl_gometh	GO	hypermethylated	GO:0042011	MF	interleukin-16 binding	1	0	1.0000000000269	1
missMethyl_gometh	GO	hypermethylated	GO:0042012	MF	interleukin-16 receptor activity	1	0	1.0000000000269	1
missMethyl_gometh	GO	hypermethylated	GO:0042015	MF	interleukin-20 binding	3	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0042017	MF	interleukin-22 binding	1	0	1.00000000000079	1
missMethyl_gometh	GO	hypermethylated	GO:0042018	MF	interleukin-22 receptor activity	3	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0042019	MF	interleukin-23 binding	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0042020	MF	interleukin-23 receptor activity	2	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0042022	CC	interleukin-12 receptor complex	3	0	1	1
missMethyl_gometh	GO	hypermethylated	GO:0042023	BP	DNA endoreduplication	4	1	0.710642900556842	1
missMethyl_gometh	GO	hypermethylated	GO:0042026	BP	protein refolding	27	7	0.284329347060306	1
missMethyl_gometh	GO	hypermethylated	GO:0042030	MF	ATPase inhibitor activity	5	1	0.636082700062066	1
missMethyl_gometh	GO	hypermethylated	GO:0042043	MF	neurexin family protein binding	15	6	0.19651540541802	1
missMethyl_gometh	GO	hypermethylated	GO:0042044	BP	fluid transport	38	11	0.158265080374578	0.956764938130614
missMethyl_gometh	GO	hypermethylated	GO:0042045	BP	epithelial fluid transport	13	6	0.0647796931591574	0.622139579076949
missMethyl_gometh	GO	hypermethylated	GO:0042048	BP	olfactory behavior	11	4	0.492901633303435	1
missMethyl_gometh	GO	hypermethylated	GO:0042053	BP	regulation of dopamine metabolic process	18	7	0.227394084709076	1
missMethyl_gometh	GO	hypermethylated	GO:0042054	MF	histone methyltransferase activity	65	16	0.742751151221038	1
missMethyl_gometh	GO	hypermethylated	GO:0042056	MF	chemoattractant activity	37	10	0.0979407774941893	0.775358720487567
missMethyl_gometh	GO	hypermethylated	GO:0042058	BP	regulation of epidermal growth factor receptor signaling pathway	67	14	0.756594647231022	1
