method	collection	direction	term	ONTOLOGY	TERM	N	DE	P.DE	FDR
missMethyl_gometh	GO	hypomethylated	GO:0000002	BP	mitochondrial genome maintenance	30	5	0.631338940841343	1
missMethyl_gometh	GO	hypomethylated	GO:0000009	MF	alpha-1,6-mannosyltransferase activity	3	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000012	BP	single strand break repair	13	2	0.658832398632236	1
missMethyl_gometh	GO	hypomethylated	GO:0000014	MF	single-stranded DNA endodeoxyribonuclease activity	11	2	0.552183711623774	1
missMethyl_gometh	GO	hypomethylated	GO:0000015	CC	phosphopyruvate hydratase complex	3	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000016	MF	lactase activity	1	0	0.999999999967927	1
missMethyl_gometh	GO	hypomethylated	GO:0000017	BP	alpha-glucoside transport	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000018	BP	regulation of DNA recombination	141	17	0.974469861374953	1
missMethyl_gometh	GO	hypomethylated	GO:0000019	BP	regulation of mitotic recombination	7	1	0.76742572460916	1
missMethyl_gometh	GO	hypomethylated	GO:0000022	BP	mitotic spindle elongation	12	4	0.153722802117066	1
missMethyl_gometh	GO	hypomethylated	GO:0000023	BP	maltose metabolic process	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000025	BP	maltose catabolic process	1	0	0.999999999991891	1
missMethyl_gometh	GO	hypomethylated	GO:0000026	MF	alpha-1,2-mannosyltransferase activity	4	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000027	BP	ribosomal large subunit assembly	16	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000028	BP	ribosomal small subunit assembly	20	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000030	MF	mannosyltransferase activity	25	3	0.872656617899137	1
missMethyl_gometh	GO	hypomethylated	GO:0000033	MF	alpha-1,3-mannosyltransferase activity	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000035	MF	acyl binding	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000036	MF	acyl carrier activity	1	0	1.00000000002153	1
missMethyl_gometh	GO	hypomethylated	GO:0000038	BP	very long-chain fatty acid metabolic process	35	9	0.171474429163595	1
missMethyl_gometh	GO	hypomethylated	GO:0000041	BP	transition metal ion transport	101	18	0.670744609846213	1
missMethyl_gometh	GO	hypomethylated	GO:0000045	BP	autophagosome assembly	118	18	0.914170550074839	1
missMethyl_gometh	GO	hypomethylated	GO:0000048	MF	peptidyltransferase activity	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000049	MF	tRNA binding	80	5	0.998556192360782	1
missMethyl_gometh	GO	hypomethylated	GO:0000050	BP	urea cycle	12	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000052	BP	citrulline metabolic process	6	1	0.78499637787208	1
missMethyl_gometh	GO	hypomethylated	GO:0000053	BP	argininosuccinate metabolic process	1	0	1.00000000000435	1
missMethyl_gometh	GO	hypomethylated	GO:0000054	BP	ribosomal subunit export from nucleus	15	1	0.940492947651284	1
missMethyl_gometh	GO	hypomethylated	GO:0000055	BP	ribosomal large subunit export from nucleus	8	1	0.810000872627944	1
missMethyl_gometh	GO	hypomethylated	GO:0000056	BP	ribosomal small subunit export from nucleus	8	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000062	MF	fatty-acyl-CoA binding	16	2	0.819626725821183	1
missMethyl_gometh	GO	hypomethylated	GO:0000064	MF	L-ornithine transmembrane transporter activity	5	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000070	BP	mitotic sister chromatid segregation	193	25	0.989053582860278	1
missMethyl_gometh	GO	hypomethylated	GO:0000075	BP	cell cycle checkpoint signaling	203	24	0.998876954029214	1
missMethyl_gometh	GO	hypomethylated	GO:0000076	BP	DNA replication checkpoint signaling	20	1	0.974678531946936	1
missMethyl_gometh	GO	hypomethylated	GO:0000077	BP	DNA damage checkpoint signaling	131	13	0.999373777912351	1
missMethyl_gometh	GO	hypomethylated	GO:0000079	BP	regulation of cyclin-dependent protein serine/threonine kinase activity	77	10	0.957261403898405	1
missMethyl_gometh	GO	hypomethylated	GO:0000082	BP	G1/S transition of mitotic cell cycle	255	40	0.983528193895097	1
missMethyl_gometh	GO	hypomethylated	GO:0000086	BP	G2/M transition of mitotic cell cycle	141	23	0.916396788551356	1
missMethyl_gometh	GO	hypomethylated	GO:0000095	MF	S-adenosyl-L-methionine transmembrane transporter activity	1	0	1.00000000001257	1
missMethyl_gometh	GO	hypomethylated	GO:0000096	BP	sulfur amino acid metabolic process	33	5	0.796347902232097	1
missMethyl_gometh	GO	hypomethylated	GO:0000097	BP	sulfur amino acid biosynthetic process	16	2	0.84772318146426	1
missMethyl_gometh	GO	hypomethylated	GO:0000098	BP	sulfur amino acid catabolic process	10	3	0.214495768779904	1
missMethyl_gometh	GO	hypomethylated	GO:0000099	MF	sulfur amino acid transmembrane transporter activity	11	3	0.488169572828801	1
missMethyl_gometh	GO	hypomethylated	GO:0000101	BP	sulfur amino acid transport	12	2	0.824159262257542	1
missMethyl_gometh	GO	hypomethylated	GO:0000103	BP	sulfate assimilation	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000104	MF	succinate dehydrogenase activity	3	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000105	BP	L-histidine biosynthetic process	1	1	0.137549542042584	1
missMethyl_gometh	GO	hypomethylated	GO:0000109	CC	nucleotide-excision repair complex	12	2	0.63062442167159	1
missMethyl_gometh	GO	hypomethylated	GO:0000110	CC	nucleotide-excision repair factor 1 complex	3	1	0.429817962970799	1
missMethyl_gometh	GO	hypomethylated	GO:0000111	CC	nucleotide-excision repair factor 2 complex	1	0	0.999999999974096	1
missMethyl_gometh	GO	hypomethylated	GO:0000112	CC	nucleotide-excision repair factor 3 complex	1	0	0.999999999963765	1
missMethyl_gometh	GO	hypomethylated	GO:0000118	CC	histone deacetylase complex	82	14	0.878723302677629	1
missMethyl_gometh	GO	hypomethylated	GO:0000120	CC	RNA polymerase I transcription regulator complex	6	1	0.575237339461697	1
missMethyl_gometh	GO	hypomethylated	GO:0000121	MF	glycerol-1-phosphatase activity	1	0	0.99999999998475	1
missMethyl_gometh	GO	hypomethylated	GO:0000122	BP	negative regulation of transcription by RNA polymerase II	919	184	0.971332183437451	1
missMethyl_gometh	GO	hypomethylated	GO:0000123	CC	histone acetyltransferase complex	91	9	0.99239289095504	1
missMethyl_gometh	GO	hypomethylated	GO:0000124	CC	SAGA complex	26	3	0.863542054575838	1
missMethyl_gometh	GO	hypomethylated	GO:0000126	CC	transcription factor TFIIIB complex	3	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000127	CC	transcription factor TFIIIC complex	6	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000132	BP	establishment of mitotic spindle orientation	36	7	0.623514728112351	1
missMethyl_gometh	GO	hypomethylated	GO:0000137	CC	Golgi cis cisterna	20	3	0.745620946216827	1
missMethyl_gometh	GO	hypomethylated	GO:0000138	CC	Golgi trans cisterna	10	3	0.349194840301887	1
missMethyl_gometh	GO	hypomethylated	GO:0000139	CC	Golgi membrane	681	147	0.291302359116903	1
missMethyl_gometh	GO	hypomethylated	GO:0000140	MF	acylglycerone-phosphate reductase (NADP+) activity	1	0	0.999999999999468	1
missMethyl_gometh	GO	hypomethylated	GO:0000145	CC	exocyst	16	4	0.545909892771437	1
missMethyl_gometh	GO	hypomethylated	GO:0000146	MF	microfilament motor activity	38	16	0.0100443695797756	0.567599280736471
missMethyl_gometh	GO	hypomethylated	GO:0000149	MF	SNARE binding	106	21	0.627656659646102	1
missMethyl_gometh	GO	hypomethylated	GO:0000150	MF	DNA strand exchange activity	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000151	CC	ubiquitin ligase complex	346	49	0.992898950837799	1
missMethyl_gometh	GO	hypomethylated	GO:0000152	CC	nuclear ubiquitin ligase complex	47	7	0.883607733374225	1
missMethyl_gometh	GO	hypomethylated	GO:0000153	CC	cytoplasmic ubiquitin ligase complex	8	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000154	BP	rRNA modification	35	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000159	CC	protein phosphatase type 2A complex	17	5	0.373616939955886	1
missMethyl_gometh	GO	hypomethylated	GO:0000164	CC	protein phosphatase type 1 complex	19	1	0.983258271262209	1
missMethyl_gometh	GO	hypomethylated	GO:0000165	BP	MAPK cascade	770	201	0.000791919779888984	0.112292219928056
missMethyl_gometh	GO	hypomethylated	GO:0000166	MF	nucleotide binding	2088	396	0.97803651118935	1
missMethyl_gometh	GO	hypomethylated	GO:0000170	MF	sphingosine hydroxylase activity	1	0	0.999999999994031	1
missMethyl_gometh	GO	hypomethylated	GO:0000171	MF	ribonuclease MRP activity	1	0	0.999999999966018	1
missMethyl_gometh	GO	hypomethylated	GO:0000172	CC	ribonuclease MRP complex	9	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000175	MF	3'-5'-RNA exonuclease activity	35	4	0.924749772415394	1
missMethyl_gometh	GO	hypomethylated	GO:0000176	CC	nuclear exosome (RNase complex)	16	2	0.744024228552284	1
missMethyl_gometh	GO	hypomethylated	GO:0000177	CC	cytoplasmic exosome (RNase complex)	16	1	0.931076102904669	1
missMethyl_gometh	GO	hypomethylated	GO:0000178	CC	exosome (RNase complex)	23	2	0.894734179519349	1
missMethyl_gometh	GO	hypomethylated	GO:0000179	MF	rRNA (adenine-N6,N6-)-dimethyltransferase activity	4	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000182	MF	rDNA binding	10	2	0.701144101543837	1
missMethyl_gometh	GO	hypomethylated	GO:0000183	BP	rDNA heterochromatin formation	9	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000184	BP	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	45	8	0.663974858928586	1
missMethyl_gometh	GO	hypomethylated	GO:0000209	BP	protein polyubiquitination	260	39	0.980774253904619	1
missMethyl_gometh	GO	hypomethylated	GO:0000210	MF	NAD+ diphosphatase activity	3	1	0.39721346097111	1
missMethyl_gometh	GO	hypomethylated	GO:0000212	BP	meiotic spindle organization	22	3	0.74076567959156	1
missMethyl_gometh	GO	hypomethylated	GO:0000213	MF	tRNA-intron endonuclease activity	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000214	CC	tRNA-intron endonuclease complex	4	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000215	MF	tRNA 2'-phosphotransferase activity	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000217	MF	DNA secondary structure binding	39	10	0.274543813034399	1
missMethyl_gometh	GO	hypomethylated	GO:0000220	CC	vacuolar proton-transporting V-type ATPase, V0 domain	10	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000221	CC	vacuolar proton-transporting V-type ATPase, V1 domain	12	2	0.653219833194428	1
missMethyl_gometh	GO	hypomethylated	GO:0000224	MF	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	1	0	0.999999999981708	1
missMethyl_gometh	GO	hypomethylated	GO:0000225	MF	N-acetylglucosaminylphosphatidylinositol deacetylase activity	1	0	1.00000000000166	1
missMethyl_gometh	GO	hypomethylated	GO:0000226	BP	microtubule cytoskeleton organization	664	114	0.97712700658125	1
missMethyl_gometh	GO	hypomethylated	GO:0000228	CC	nuclear chromosome	233	21	0.999970519751955	1
missMethyl_gometh	GO	hypomethylated	GO:0000235	CC	astral microtubule	11	1	0.87597165492775	1
missMethyl_gometh	GO	hypomethylated	GO:0000242	CC	pericentriolar material	21	3	0.820060337845217	1
missMethyl_gometh	GO	hypomethylated	GO:0000243	CC	commitment complex	5	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000244	BP	spliceosomal tri-snRNP complex assembly	19	1	0.979835986289744	1
missMethyl_gometh	GO	hypomethylated	GO:0000245	BP	spliceosomal complex assembly	79	8	0.986244624956403	1
missMethyl_gometh	GO	hypomethylated	GO:0000246	MF	delta24(24-1) sterol reductase activity	1	1	0.268537287115975	1
missMethyl_gometh	GO	hypomethylated	GO:0000247	MF	C-8 sterol isomerase activity	1	0	0.99999999997756	1
missMethyl_gometh	GO	hypomethylated	GO:0000248	MF	C-5 sterol desaturase activity	2	1	0.365273090470881	1
missMethyl_gometh	GO	hypomethylated	GO:0000250	MF	lanosterol synthase activity	1	0	0.999999999994391	1
missMethyl_gometh	GO	hypomethylated	GO:0000252	MF	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	1	0	0.999999999977165	1
missMethyl_gometh	GO	hypomethylated	GO:0000253	MF	3-keto sterol reductase activity	5	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000254	MF	C-4 methylsterol oxidase activity	3	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000255	BP	allantoin metabolic process	9	3	0.23556837614252	1
missMethyl_gometh	GO	hypomethylated	GO:0000256	BP	allantoin catabolic process	1	1	0.282986574632459	1
missMethyl_gometh	GO	hypomethylated	GO:0000262	CC	mitochondrial chromosome	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000266	BP	mitochondrial fission	41	9	0.481446553672503	1
missMethyl_gometh	GO	hypomethylated	GO:0000268	MF	peroxisome targeting sequence binding	5	2	0.334992239910323	1
missMethyl_gometh	GO	hypomethylated	GO:0000270	BP	peptidoglycan metabolic process	6	2	0.271358574708911	1
missMethyl_gometh	GO	hypomethylated	GO:0000271	BP	polysaccharide biosynthetic process	65	15	0.470557665871356	1
missMethyl_gometh	GO	hypomethylated	GO:0000272	BP	polysaccharide catabolic process	29	4	0.826402511696451	1
missMethyl_gometh	GO	hypomethylated	GO:0000278	BP	mitotic cell cycle	924	145	0.999896444967072	1
missMethyl_gometh	GO	hypomethylated	GO:0000280	BP	nuclear division	445	68	0.980304292668587	1
missMethyl_gometh	GO	hypomethylated	GO:0000281	BP	mitotic cytokinesis	93	12	0.968928006477101	1
missMethyl_gometh	GO	hypomethylated	GO:0000285	MF	1-phosphatidylinositol-3-phosphate 5-kinase activity	3	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000287	MF	magnesium ion binding	226	37	0.93356655123206	1
missMethyl_gometh	GO	hypomethylated	GO:0000288	BP	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	58	11	0.68256369074897	1
missMethyl_gometh	GO	hypomethylated	GO:0000289	BP	nuclear-transcribed mRNA poly(A) tail shortening	32	8	0.423939305439824	1
missMethyl_gometh	GO	hypomethylated	GO:0000290	BP	deadenylation-dependent decapping of nuclear-transcribed mRNA	11	2	0.56117335599907	1
missMethyl_gometh	GO	hypomethylated	GO:0000292	BP	RNA fragment catabolic process	1	0	1.00000000000584	1
missMethyl_gometh	GO	hypomethylated	GO:0000293	MF	ferric-chelate reductase activity	3	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000295	MF	adenine nucleotide transmembrane transporter activity	22	1	0.990071166761213	1
missMethyl_gometh	GO	hypomethylated	GO:0000296	BP	spermine transport	3	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000298	MF	endopolyphosphatase activity	5	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000301	BP	retrograde transport, vesicle recycling within Golgi	9	1	0.774698144860847	1
missMethyl_gometh	GO	hypomethylated	GO:0000302	BP	response to reactive oxygen species	197	43	0.362502249689879	1
missMethyl_gometh	GO	hypomethylated	GO:0000303	BP	response to superoxide	27	6	0.378352445187299	1
missMethyl_gometh	GO	hypomethylated	GO:0000304	BP	response to singlet oxygen	1	1	0.362810607259776	1
missMethyl_gometh	GO	hypomethylated	GO:0000305	BP	response to oxygen radical	28	6	0.431124808752011	1
missMethyl_gometh	GO	hypomethylated	GO:0000307	CC	cyclin-dependent protein kinase holoenzyme complex	59	9	0.879630062650902	1
missMethyl_gometh	GO	hypomethylated	GO:0000308	CC	cytoplasmic cyclin-dependent protein kinase holoenzyme complex	2	1	0.546162489534903	1
missMethyl_gometh	GO	hypomethylated	GO:0000309	MF	nicotinamide-nucleotide adenylyltransferase activity	3	1	0.565055626824828	1
missMethyl_gometh	GO	hypomethylated	GO:0000313	CC	organellar ribosome	88	3	0.999944336032688	1
missMethyl_gometh	GO	hypomethylated	GO:0000314	CC	organellar small ribosomal subunit	32	2	0.967469853516666	1
missMethyl_gometh	GO	hypomethylated	GO:0000315	CC	organellar large ribosomal subunit	56	1	0.999886570918623	1
missMethyl_gometh	GO	hypomethylated	GO:0000320	BP	re-entry into mitotic cell cycle	4	1	0.692501438567058	1
missMethyl_gometh	GO	hypomethylated	GO:0000322	CC	storage vacuole	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000323	CC	lytic vacuole	753	134	0.949249092122747	1
missMethyl_gometh	GO	hypomethylated	GO:0000332	MF	template for synthesis of G-rich strand of telomere DNA activity	1	0	0.999999999999991	1
missMethyl_gometh	GO	hypomethylated	GO:0000333	CC	telomerase catalytic core complex	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000334	MF	3-hydroxyanthranilate 3,4-dioxygenase activity	1	1	0.147125425235062	1
missMethyl_gometh	GO	hypomethylated	GO:0000338	BP	protein deneddylation	11	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000339	MF	RNA cap binding	19	5	0.422124623381673	1
missMethyl_gometh	GO	hypomethylated	GO:0000340	MF	RNA 7-methylguanosine cap binding	12	5	0.162586589720461	1
missMethyl_gometh	GO	hypomethylated	GO:0000346	CC	transcription export complex	12	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000347	CC	THO complex	6	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000349	BP	generation of catalytic spliceosome for first transesterification step	2	1	0.388047963089134	1
missMethyl_gometh	GO	hypomethylated	GO:0000350	BP	generation of catalytic spliceosome for second transesterification step	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000353	BP	formation of quadruple SL/U4/U5/U6 snRNP	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000354	BP	cis assembly of pre-catalytic spliceosome	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000365	BP	mRNA trans splicing, via spliceosome	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000375	BP	RNA splicing, via transesterification reactions	311	34	0.999898622919769	1
missMethyl_gometh	GO	hypomethylated	GO:0000377	BP	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	307	34	0.999865561416342	1
missMethyl_gometh	GO	hypomethylated	GO:0000379	BP	tRNA-type intron splice site recognition and cleavage	3	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000380	BP	alternative mRNA splicing, via spliceosome	75	18	0.332550166335915	1
missMethyl_gometh	GO	hypomethylated	GO:0000381	BP	regulation of alternative mRNA splicing, via spliceosome	57	17	0.102813436382094	1
missMethyl_gometh	GO	hypomethylated	GO:0000386	MF	second spliceosomal transesterification activity	1	0	0.999999999983686	1
missMethyl_gometh	GO	hypomethylated	GO:0000387	BP	spliceosomal snRNP assembly	44	1	0.999716293316947	1
missMethyl_gometh	GO	hypomethylated	GO:0000388	BP	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)	1	0	0.999999999989076	1
missMethyl_gometh	GO	hypomethylated	GO:0000389	BP	mRNA 3'-splice site recognition	6	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000390	BP	spliceosomal complex disassembly	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000393	BP	spliceosomal conformational changes to generate catalytic conformation	5	1	0.644866593113712	1
missMethyl_gometh	GO	hypomethylated	GO:0000394	BP	RNA splicing, via endonucleolytic cleavage and ligation	14	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000395	BP	mRNA 5'-splice site recognition	9	1	0.843590582662337	1
missMethyl_gometh	GO	hypomethylated	GO:0000398	BP	mRNA splicing, via spliceosome	307	34	0.999865561416342	1
missMethyl_gometh	GO	hypomethylated	GO:0000400	MF	four-way junction DNA binding	18	4	0.509958891813956	1
missMethyl_gometh	GO	hypomethylated	GO:0000403	MF	Y-form DNA binding	4	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000404	MF	heteroduplex DNA loop binding	1	0	0.999999999974096	1
missMethyl_gometh	GO	hypomethylated	GO:0000405	MF	bubble DNA binding	8	1	0.818275442201129	1
missMethyl_gometh	GO	hypomethylated	GO:0000407	CC	phagophore assembly site	37	7	0.730703454574112	1
missMethyl_gometh	GO	hypomethylated	GO:0000408	CC	EKC/KEOPS complex	5	1	0.563429761625953	1
missMethyl_gometh	GO	hypomethylated	GO:0000409	BP	regulation of transcription by galactose	1	0	0.999999999989126	1
missMethyl_gometh	GO	hypomethylated	GO:0000411	BP	positive regulation of transcription by galactose	1	0	0.999999999989126	1
missMethyl_gometh	GO	hypomethylated	GO:0000413	BP	protein peptidyl-prolyl isomerization	25	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000417	CC	HIR complex	1	0	0.999999999992475	1
missMethyl_gometh	GO	hypomethylated	GO:0000421	CC	autophagosome membrane	53	11	0.458533823303516	1
missMethyl_gometh	GO	hypomethylated	GO:0000422	BP	autophagy of mitochondrion	113	22	0.629419068470622	1
missMethyl_gometh	GO	hypomethylated	GO:0000423	BP	mitophagy	93	17	0.688150796347629	1
missMethyl_gometh	GO	hypomethylated	GO:0000425	BP	pexophagy	11	2	0.735718847111013	1
missMethyl_gometh	GO	hypomethylated	GO:0000428	CC	DNA-directed RNA polymerase complex	100	10	0.986671518637118	1
missMethyl_gometh	GO	hypomethylated	GO:0000429	BP	carbon catabolite regulation of transcription from RNA polymerase II promoter	6	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000430	BP	regulation of transcription from RNA polymerase II promoter by glucose	5	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000431	BP	regulation of transcription from RNA polymerase II promoter by galactose	1	0	0.999999999989126	1
missMethyl_gometh	GO	hypomethylated	GO:0000432	BP	positive regulation of transcription from RNA polymerase II promoter by glucose	5	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000435	BP	positive regulation of transcription from RNA polymerase II promoter by galactose	1	0	0.999999999989126	1
missMethyl_gometh	GO	hypomethylated	GO:0000436	BP	carbon catabolite activation of transcription from RNA polymerase II promoter	6	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000438	CC	core TFIIH complex portion of holo TFIIH complex	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000439	CC	transcription factor TFIIH core complex	11	1	0.882377323687774	1
missMethyl_gometh	GO	hypomethylated	GO:0000444	CC	MIS12/MIND type complex	4	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000445	CC	THO complex part of transcription export complex	6	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000447	BP	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	9	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000448	BP	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000451	BP	rRNA 2'-O-methylation	3	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000454	BP	snoRNA guided rRNA pseudouridine synthesis	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000455	BP	enzyme-directed rRNA pseudouridine synthesis	4	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000460	BP	maturation of 5.8S rRNA	35	1	0.998742116708043	1
missMethyl_gometh	GO	hypomethylated	GO:0000461	BP	endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	1	0	0.999999999968221	1
missMethyl_gometh	GO	hypomethylated	GO:0000462	BP	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	34	1	0.998949003602875	1
missMethyl_gometh	GO	hypomethylated	GO:0000463	BP	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	17	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000466	BP	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	24	1	0.987623986264552	1
missMethyl_gometh	GO	hypomethylated	GO:0000467	BP	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	9	1	0.82472045427451	1
missMethyl_gometh	GO	hypomethylated	GO:0000470	BP	maturation of LSU-rRNA	26	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000472	BP	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	5	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000479	BP	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	16	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000480	BP	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	7	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000481	BP	maturation of 5S rRNA	1	0	0.999999999994498	1
missMethyl_gometh	GO	hypomethylated	GO:0000491	BP	small nucleolar ribonucleoprotein complex assembly	12	1	0.904259745436933	1
missMethyl_gometh	GO	hypomethylated	GO:0000492	BP	box C/D snoRNP assembly	10	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000493	BP	box H/ACA snoRNP assembly	2	1	0.399231314420263	1
missMethyl_gometh	GO	hypomethylated	GO:0000494	BP	box C/D sno(s)RNA 3'-end processing	3	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000495	BP	box H/ACA sno(s)RNA 3'-end processing	2	1	0.436455720419357	1
missMethyl_gometh	GO	hypomethylated	GO:0000497	MF	DNA template activity	1	0	0.999999999999991	1
missMethyl_gometh	GO	hypomethylated	GO:0000502	CC	proteasome complex	63	3	0.999238418119506	1
missMethyl_gometh	GO	hypomethylated	GO:0000506	CC	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	7	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000511	MF	H2A-H2B histone complex chaperone activity	1	0	0.99999999999005	1
missMethyl_gometh	GO	hypomethylated	GO:0000512	BP	lncRNA-mediated post-transcriptional gene silencing	6	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000514	MF	3-sulfino-L-alanine: proton, glutamate antiporter activity	2	1	0.409332257811862	1
missMethyl_gometh	GO	hypomethylated	GO:0000515	MF	aspartate:glutamate, proton antiporter activity	2	1	0.409332257811862	1
missMethyl_gometh	GO	hypomethylated	GO:0000578	BP	embryonic axis specification	42	12	0.189871654705841	1
missMethyl_gometh	GO	hypomethylated	GO:0000700	MF	mismatch base pair DNA N-glycosylase activity	4	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000701	MF	purine-specific mismatch base pair DNA N-glycosylase activity	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000702	MF	oxidized base lesion DNA N-glycosylase activity	4	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000703	MF	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	2	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000706	BP	meiotic DNA double-strand break processing	3	0	1	1
missMethyl_gometh	GO	hypomethylated	GO:0000707	BP	meiotic DNA recombinase assembly	1	0	1.00000000002017	1
