library	direction	term	n_genes	query_size	background_size	overlap_n	overlap_genes	p	adj_p
GO_BP	combined	Regulation Of Transcription By RNA Polymerase II (GO:0006357)	1855	8503	33010	731	AATF,ABL1,ACTB,ACTL6B,ACTR3,ACVRL1,ADCYAP1,ADIRF,ADNP,AEBP1,AEBP2,AGO2,AGRN,AHR,AIRE,AKNA,ALX1,ALX3,ALX4,ANXA2,ANXA4,APBB2,APP,ARID1B,ARID3A,ARID3B,ARID3C,ARID5A,ARNT,ARNT2,ARRB1,ASCL2,ASCL4,ASXL2,ATF1,ATF5,ATF6B,ATOH1,ATOH8,ATXN1,AUTS2,BACH1,BACH2,BARHL2,BATF,BCAS3,BCL11A,BCL11B,BCL6,BCL6B,BCL9,BCL9L,BCLAF1,BHLHE23,BICRAL,BMP4,BORCS8-MEF2B,BRD4,BRD8,BRD9,BRMS1,BRWD1,BSX,CAMTA1,CBFB,CCND1,CD40,CD81,CDH13,CDX2,CEBPG,CGA,CHD2,CHD6,CIC,CIITA,CNOT1,COPS5,CREB3L2,CREB3L3,CREB3L4,CREBBP,CREBZF,CREG1,CREM,CRLF3,CRTC1,CRY2,CRYM,CSRNP1,CSRP3,CTBP1,CTBP2,CTDSP1,CUX1,CUX2,CXXC5,CYP1A1,CYTL1,DAB2,DAB2IP,DACH1,DBP,DBX1,DCN,DDX17,DDX21,DEK,DGKQ,DHX9,DLL1,DLX1,DLX2,DLX4,DLX5,DLX6,DMBX1,DMRT1,DMRTA2,DNAJB1,DNMT3A,DPF1,DPF3,DRGX,E2F3,E2F4,E2F6,EBF1,EBF2,EGFR,EHF,EIF5A,ELANE,ELF1,ELF2,ELF3,ELF5,ELL3,EN1,EN2,ENG,ENO1,EOMES,EPAS1,EPC1,EPCAM,ERCC6,ERFL,ERG,ESR1,ESR2,ESRRA,ESRRG,ETS1,ETS2,ETV2,ETV6,EVX1,EVX2,EZR,FADD,FBXL19,FERD3L,FEV,FEZF1,FHOD1,FLI1,FNIP2,FOXA1,FOXA2,FOXB1,FOXB2,FOXC1,FOXD1,FOXD3,FOXE1,FOXE3,FOXF1,FOXG1,FOXH1,FOXI1,FOXJ2,FOXK1,FOXL1,FOXL2,FOXN1,FOXP1,FOXP4,FOXR1,FSHB,FZD5,GAL,GALR1,GALR2,GALR3,GATA2,GATA3,GATA4,GATAD2B,GBX2,GCM2,GFI1,GLI2,GLI3,GLIS1,GLIS3,GLMP,GRHL1,GRHL2,GRHL3,GRIN1,GSC2,GSX1,GTF2F2,GTF2I,HAND2,HDAC1,HDAC4,HDAC9,HES3,HIC1,HIF3A,HIVEP2,HIVEP3,HJV,HLTF,HMGA1,HMGA2,HMGB1,HMGB2,HMGB4,HMX2,HNF1B,HNF4G,HNRNPU,HOPX,HOXA10,HOXA11,HOXA13,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXB13,HOXB2,HOXB3,HOXB6,HOXB7,HOXB9,HOXC11,HOXC13,HOXC4,HOXC6,HOXC9,HOXD10,HOXD11,HOXD13,HOXD3,HOXD8,HOXD9,HSF1,HTATIP2,HYAL2,ID4,IER5,IFI16,IGF1,IGF2,IKZF1,IKZF4,IL18,IL4I1,IL6,INHBA,INO80,IRF1,IRF2,IRF4,IRF5,IRF6,IRF7,IRF8,IRX2,IRX3,IRX4,ISL1,ISL2,ITGA6,JADE2,JDP2,KANSL3,KAT2A,KAT5,KDM1A,KLF16,KLF3,KLF6,KLF7,LDB1,LDB2,LEF1,LEFTY1,LEUTX,LGALS13,LHX1,LHX2,LHX3,LHX4,LHX5,LHX6,LHX8,LHX9,LIF,LILRB1,LIME1,LINC-PINT,LITAF,LMO1,LMO2,LMX1A,LMX1B,LPIN1,LRP5,LRRFIP1,MACC1,MACROH2A1,MAF,MAFF,MAFG,MAML1,MAML3,MAMSTR,MAPK14,MAPK3,MAPRE3,MC1R,MCIDAS,MCM2,MCPH1,MECOM,MED1,MED12L,MED9,MEF2A,MEF2D,MEIS1,MEIS2,MELTF,MEOX1,MEOX2,MESP1,MET,MICAL2,MIDEAS,MIR9-1HG,MITF,MKX,MLXIP,MNT,MRTFB,MSC,MSX2,MUC1,MXD3,MXD4,MXI1,MYF6,MYOCD,MYOD1,MYT1L,MZF1,NCK2,NCOA1,NCOA2,NCOA7,NCOR2,NEUROD1,NEUROD6,NFATC1,NFATC2,NFATC4,NFE2L1,NFE2L2,NFE2L3,NFIA,NFIB,NFIC,NFIX,NKX1-1,NKX2-1,NKX2-2,NKX2-3,NKX2-4,NKX2-5,NKX2-6,NKX2-8,NKX3-2,NKX6-1,NKX6-2,NLRP3,NOD2,NOS1,NOTCH4,NPAS3,NPAS4,NPM1,NR1D1,NR1H2,NR1I2,NR2C1,NR2E1,NR2F2,NR2F6,NR3C1,NR4A3,NR5A1,NR5A2,NSD1,NTN1,NUCKS1,OLIG1,OLIG2,OLIG3,ONECUT1,ONECUT2,ONECUT3,OSM,OSR2,OTP,OTX1,OTX2,OVOL1,PARP1,PARP15,PARP9,PAX1,PAX2,PAX3,PAX4,PAX5,PAX6,PAX7,PAX8,PAX9,PBRM1,PBX1,PBX2P1,PBX4,PCGF3,PDE2A,PDX1,PER1,PER2,PEX2,PGR,PHF12,PHF21A,PHOX2A,PHOX2B,PIAS1,PIK3R1,PITX1,PITX2,PITX3,PKN1,PKNOX2,PLAGL1,PLK1,POMC,POU2AF1,POU2F2,POU3F1,POU3F3,POU4F1,POU4F2,POU4F3,POU6F2,PPARD,PPP1R13L,PRDM1,PRDM14,PRDM16,PRDM6,PRKAR1A,PRKCB,PRKD1,PRKD2,PRKN,PROX1,PRRX1,PTF1A,PTPRN,RAD21,RARA,RARB,RARG,RAX2,RB1,RBBP4,RBPJ,REST,RFX1,RFX2,RFX3,RFX4,RFX8,RGMA,RIPK2,RIPPLY3,RNF4,RORA,RPL17,RREB1,RTF1,RUNX1,RUNX2,RUNX3,RUVBL1,RXRA,RXRB,S100A10,SALL1,SALL2,SALL3,SALL4,SAP18,SATB2,SBNO2,SCRT1,SCRT2,SDR16C5,SETD3,SF3B3,SGF29,SHH,SHOX2,SIM1,SIM2,SIN3B,SINHCAF,SIRT6,SIX1,SIX3,SIX6,SKAP1,SKI,SKOR1,SKOR2,SLC9A1,SMAD2,SMAD3,SMAD5,SMARCA4,SMARCAL1,SMARCD3,SMYD2,SNAI2,SNCA,SOX1,SOX11,SOX14,SOX15,SOX17,SOX21,SOX5,SOX6,SOX8,SOX9,SP2,SP8,SPIB,SQSTM1,SREBF1,SSBP3,SSBP4,ST18,STAT1,STAT2,STAT3,STAT4,STRA8,SUB1,SUFU,TADA2B,TAF4,TAF7,TAL1,TARBP1,TBL1XR1,TBR1,TBX1,TBX15,TBX18,TBX19,TBX2,TBX20,TBX3,TBX4,TBX5,TBXT,TCF12,TCF20,TCF21,TCF23,TCF24,TCF4,TCF7L1,TCF7L2,TEAD1,TEAD3,TEAD4,TENM2,TET3,TFAP2B,TFAP2D,TFEB,TFR2,TGFB1,TGFB3,THRA,THRB,TIAL1,TLR4,TLX1,TLX2,TNF,TNKS,TOX,TOX2,TOX4,TP53,TP63,TP73,TRAK1,TRERF1,TRIM27,TRPS1,TSHZ2,TSHZ3,TWIST1,UBE2I,UHRF1,USP2,UTF1,VENTX,VEZF1,VGLL2,VSX2,WNT3A,WT1,WWC1,WWC2,WWOX,WWP2,YAP1,YBX1,ZBED2,ZBED3,ZBTB10,ZBTB16,ZBTB22,ZBTB32,ZBTB39,ZBTB4,ZBTB40,ZBTB46,ZBTB5,ZBTB7A,ZC3H12A,ZEB2,ZFHX2,ZFHX3,ZFHX4,ZFP42,ZFP57,ZFPM1,ZFPM2,ZHX2,ZIC1,ZIC2,ZIC4,ZIC5,ZKSCAN1,ZMIZ1,ZNF143,ZNF169,ZNF177,ZNF212,ZNF217,ZNF232,ZNF248,ZNF254,ZNF263,ZNF274,ZNF300,ZNF366,ZNF394,ZNF396,ZNF438,ZNF469,ZNF517,ZNF518B,ZNF536,ZNF560,ZNF572,ZNF575,ZNF599,ZNF608,ZNF609,ZNF625,ZNF627,ZNF662,ZNF671,ZNF696,ZNF707,ZNF709,ZNF750,ZNF76,ZNF77,ZNF787,ZNF835,ZNF853,ZSCAN1,ZSCAN12,ZSCAN18,ZSCAN21,ZSCAN23,ZSCAN5A,ZXDC	2.731162870968599e-40	1.4767397643327214e-36
GO_BP	combined	Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	888	8503	33010	392	ABL1,ACTR3,ACVRL1,ADCYAP1,ADIRF,AGO2,AGRN,AHR,AIRE,AKNA,ALX1,ANXA2,APBB2,APP,ARNT,ARNT2,ARRB1,ASCL2,ASXL2,ATF1,ATF5,ATF6B,ATOH1,ATOH8,AUTS2,BCAS3,BCL11B,BCL9,BCL9L,BCLAF1,BHLHE23,BMP4,BORCS8-MEF2B,BRD4,BRD8,CD40,CD81,CDH13,CDX2,CEBPG,CGA,CHD6,CIITA,COPS5,CREB3L3,CREB3L4,CREBBP,CREBZF,CRLF3,CRTC1,CSRNP1,CSRP3,CTBP2,CYTL1,DAB2,DAB2IP,DBP,DCN,DDX17,DDX21,DEK,DHX9,DLL1,DLX1,DLX5,DMRT1,E2F3,E2F4,EAPP,EGFR,EHF,EIF5A,ELF1,ELF3,ELL,ELL2,ELL3,ENG,EOMES,EPAS1,EPC1,EPCAM,ERCC6,ERG,ESR1,ESRRA,ESRRG,ETS1,ETS2,FADD,FHOD1,FOXA1,FOXA2,FOXC1,FOXD3,FOXF1,FOXH1,FOXI1,FOXJ2,FOXR1,FSHB,FZD5,GAL,GALR1,GALR2,GALR3,GATA2,GATA3,GATA4,GLI2,GLI3,GLIS1,GLIS3,GLMP,GRHL1,GRHL2,GRHL3,GRIN1,GSX1,GTF2F2,GTF2I,HAND2,HDAC1,HDAC4,HJV,HLTF,HMGA1,HMGA2,HMGB1,HMGB2,HNF1B,HNF4G,HNRNPU,HOXA10,HOXA5,HOXA7,HOXB2,HOXB3,HOXB7,HOXC11,HOXC4,HOXD13,HOXD3,HOXD8,HSF1,HTATIP2,HYAL2,IER5,IFI16,IGF1,IGF2,IL18,IL4I1,IL6,INHBA,INO80,IRF1,IRF2,IRF4,IRF5,IRF6,IRF7,IRF8,IRX3,ISL1,ISL2,ITGA6,KANSL3,KAT2A,KAT5,KDM1A,KLF6,KLF7,LDB1,LDB2,LEF1,LGALS13,LHX3,LHX4,LIF,LILRB1,LITAF,LMO1,LMO2,LMX1A,LMX1B,LPIN1,LRP5,MACC1,MAFF,MAML1,MAML3,MAPK3,MC1R,MCIDAS,MDC1,MED1,MED12L,MED15,MED9,MEF2A,MEF2D,MEIS1,MEIS2,MELTF,MEOX2,MESP1,MET,MICAL2,MIR9-1HG,MITF,MLXIP,MRTFB,MUC1,MYF6,MYOCD,MYOD1,MZF1,NCK2,NCOA1,NCOA2,NCOA7,NEUROD1,NEUROD6,NFATC1,NFE2L1,NFE2L2,NFIA,NFIB,NFIC,NFIX,NKX2-1,NKX2-5,NKX2-6,NKX2-8,NKX6-1,NLRP3,NOD2,NOS1,NOTCH4,NPAS4,NPM1,NR1D1,NR1H2,NR1I2,NR2F2,NR3C1,NR4A3,NR5A1,NR5A2,NUCKS1,OLIG1,OLIG2,OLIG3,ONECUT1,ONECUT2,OSM,OSR2,OTX1,OTX2,PARP1,PAX2,PAX3,PAX6,PAX8,PBX1,PBX2P1,PDX1,PER1,PEX2,PGR,PHOX2A,PHOX2B,PIK3R1,PITX2,PLAGL1,POMC,POU2AF1,POU2F2,POU4F1,POU4F2,POU4F3,PPARD,PRKD1,PRKD2,PRKN,PROX1,PRRX1,PTPRN,RARA,RARB,RARG,RAX2,RBPJ,RFX3,RFX4,RGMA,RIPK2,RNF4,RORA,RREB1,RUNX1,RUNX2,RXRA,RXRB,S100A10,SALL1,SALL2,SATB2,SBNO2,SETD3,SHH,SIX1,SKAP1,SKI,SLC9A1,SMAD2,SMAD3,SMAD5,SMARCA4,SOX1,SOX11,SOX14,SOX15,SOX17,SOX8,SOX9,SPIB,SQSTM1,SREBF1,SSBP3,SSBP4,ST18,STAT1,STAT2,STAT3,STAT4,TAF4,TAF7,TAL1,TBL1XR1,TBX1,TBX3,TBX5,TBXT,TCF12,TCF20,TCF21,TCF4,TCF7L2,TEAD1,TET3,TFAP2B,TFEB,TFR2,TGFB1,TGFB3,THRA,THRB,TLR4,TLX2,TNF,TNKS,TOX2,TP53,TP63,TP73,TRERF1,TWIST1,UHRF1,UTF1,VENTX,VEZF1,WNT3A,WT1,WWOX,YAP1,YBX1,ZBED3,ZC3H12A,ZEB2,ZFHX3,ZFPM1,ZFPM2,ZMIZ1,ZNF143,ZNF263,ZNF300,ZNF609,ZNF750,ZNF76,ZSCAN21	2.0889968669161534e-33	5.647603029707821e-30
GO_BP	combined	Regulation Of DNA-templated Transcription (GO:0006355)	1780	8503	33010	679	ABL1,ACTB,ACTL6B,ACVR1B,ACVRL1,ADNP,AEBP2,AHR,AIRE,AKT1,ALX1,ALX3,ALX4,ANXA4,APBB2,APOE,ARID1B,ARID3A,ARID3B,ARID3C,ARID5A,ARNT,ARNT2,ARRB1,ASCL4,ASIC2,ATF1,ATF5,ATF6B,ATF7IP,ATF7IP2,ATOH8,ATXN1,BACH1,BACH2,BAMBI,BARHL2,BASP1,BATF,BCL11A,BCL6,BCLAF1,BICRAL,BMP4,BMP7,BRCA2,BRD4,BRD8,BRD9,BRMS1,BRWD1,BSX,CALCA,CAMKK2,CAMTA1,CBFA2T2,CBFA2T3,CBFB,CD80,CDK14,CDK15,CDK17,CDK18,CDKN1B,CDKN2A,CDX2,CEBPG,CHD2,CHD7,CIC,CIITA,COMMD7,CREB3L2,CREB3L3,CREB3L4,CREBBP,CREBZF,CREG1,CREM,CRLF3,CRY2,CRYAB,CSRNP1,CTBP1,CTBP2,CTDSP1,CUX1,CYP1A1,DAB2IP,DACH1,DAXX,DBP,DBX1,DDX17,DEK,DEPDC1,DGKQ,DHX9,DKK3,DLX4,DLX5,DLX6,DMBX1,DMRT1,DMRTA2,DNAJC2,DNM2,DNMT3A,DPF1,DPF3,DRGX,DTX3L,DYRK1A,E2F3,E2F4,E2F6,EBF1,EBF2,EFEMP1,EGFR,EHF,ELAVL2,ELF1,ELF2,ELF3,ELF5,EN1,EN2,ENG,ENO1,EOMES,EP400,EPAS1,EPC1,ERC1,ERCC6,ERFL,ERG,ERN2,ESR1,ESR2,ESRRA,ESRRG,ETS1,ETS2,ETV2,ETV6,EVX1,EVX2,F2R,FADS1,FANK1,FBXL19,FBXW11,FERD3L,FEV,FEZF1,FGF7,FLI1,FOXA1,FOXA2,FOXB1,FOXB2,FOXC1,FOXD1,FOXD3,FOXE1,FOXE3,FOXF1,FOXG1,FOXH1,FOXI1,FOXJ2,FOXK1,FOXL1,FOXL2,FOXN1,FOXN2,FOXN3,FOXP1,FOXP4,FOXR1,GATA3,GATA4,GATAD2B,GBX2,GCFC2,GCM2,GDF6,GDF7,GFI1,GLI2,GLI3,GLIS1,GLIS3,GLRX2,GON4L,GRHL1,GRHL2,GRHL3,GSC2,HAND2,HAS3,HDAC1,HDAC4,HDAC9,HES3,HIC1,HIF3A,HIVEP2,HIVEP3,HLA-DRB1,HMGA1,HMGA2,HMGB1,HMGB2,HMGB4,HMX2,HNF1B,HNF4G,HNRNPAB,HOPX,HOXA10,HOXA11,HOXA13,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXB13,HOXB3,HOXB6,HOXB7,HOXB9,HOXC11,HOXC13,HOXC4,HOXC6,HOXC9,HOXD10,HOXD11,HOXD13,HOXD3,HOXD8,HOXD9,HSF1,HTATIP2,ID4,IFI16,IGF1,IGF2,IKZF1,IKZF4,IL31RA,IL6,INHBA,INO80,INSR,IRF1,IRF2,IRF4,IRF5,IRF6,IRF7,IRF8,IRX2,IRX3,IRX4,JADE2,JDP2,KANSL3,KAT2A,KAT5,KDM1A,KDM4A,KLF16,KLF3,KLF6,KLF7,LDB1,LEF1,LEUTX,LHX1,LHX2,LHX3,LHX4,LHX5,LHX6,LHX8,LHX9,LIME1,LIMS1,LMX1A,LMX1B,LOXL3,LRP5,LRRFIP1,MAF,MAFF,MAFG,MAMSTR,MAPK14,MAPRE3,MCM2,MECOM,MED1,MELTF,MEOX1,MEOX2,MESP1,MIDEAS,MITF,MKX,MLF1,MLLT1,MLXIP,MNT,MSC,MSX2,MXD3,MXD4,MXI1,MYF6,MYOCD,MYOD1,MYRF,MYT1,MYT1L,MZF1,NCOA1,NCOA2,NCOA7,NCOR2,NDUFA13,NEUROD1,NFATC1,NFATC2,NFATC4,NFE2L1,NFE2L2,NFE2L3,NFIA,NFIB,NFIC,NFIX,NKX1-1,NKX2-1,NKX2-2,NKX2-3,NKX2-4,NKX2-5,NKX2-6,NKX2-8,NKX3-2,NKX6-1,NKX6-2,NMNAT1,NOS1,NOTCH4,NPAS3,NPAS4,NPM1,NR1D1,NR1H2,NR1I2,NR2F2,NR3C1,NR4A3,NR5A1,NR5A2,NRG1,NSD1,NTN1,NUP62,ONECUT1,ONECUT2,ONECUT3,OSR2,OTX1,OTX2,OVOL1,PAK6,PARP1,PARP9,PAX1,PAX2,PAX3,PAX4,PAX5,PAX6,PAX7,PAX8,PAX9,PBRM1,PBX1,PBX2P1,PBX4,PBXIP1,PCGF3,PDCD4,PDX1,PER1,PER2,PERM1,PGR,PHF12,PHOX2A,PHOX2B,PIAS1,PITX1,PITX2,PITX3,PKN1,PKNOX2,POLR2L,POU2F2,POU3F1,POU3F3,POU4F1,POU4F2,POU4F3,POU6F2,PPARD,PPIE,PPM1F,PPP1R13L,PRAME,PRDM1,PRDM11,PRDM14,PRDM16,PRDM8,PRKAR1A,PRKCB,PRKCQ,PRMT2,PROX1,PRRX2,PTF1A,PTP4A3,PTPRK,PYHIN1,RAD21,RARA,RAX2,RB1,RBBP4,RBFOX2,RBPJ,REST,RFX1,RFX2,RFX3,RFX4,RFX8,RGS14,RHOH,RNF111,RNF4,RORA,RPL6,RREB1,RUNX1,RUNX1T1,RUNX2,RUNX3,RUVBL1,RXRA,RXRB,RYBP,SALL1,SALL2,SALL3,SALL4,SAP18,SATB2,SBNO2,SCRT1,SCRT2,SETD3,SETDB2,SF3B3,SF3B5,SFMBT1,SFRP1,SGF29,SHC1,SHH,SHOX2,SIM1,SIM2,SIX1,SIX3,SIX6,SKAP1,SKOR1,SKOR2,SMAD2,SMAD3,SMAD5,SMARCA4,SMARCAL1,SMARCD3,SNAI2,SNAI3,SOX1,SOX14,SOX15,SOX17,SOX21,SOX5,SOX6,SOX8,SOX9,SP2,SP8,SPIB,SREBF1,SRSF10,STAT1,STAT2,STAT3,STAT4,STRA8,SUB1,SUFU,SUPT7L,TADA2B,TAF15,TAF4,TAF7,TAL1,TARBP1,TASP1,TBL1XR1,TBR1,TBX1,TBX15,TBX18,TBX19,TBX2,TBX20,TBX3,TBX4,TBX5,TBXT,TCEA2,TCF12,TCF20,TCF21,TCF23,TCF24,TCF4,TCF7L1,TCF7L2,TEAD1,TEAD3,TEAD4,TFAP2B,TFAP2D,TFEB,TFPT,TGFB1,TGFB1I1,TGFB3,THRA,TIAL1,TLE1,TLE2,TLX1,TLX2,TNF,TOX,TOX2,TOX4,TP53,TP53INP1,TP63,TP73,TRAK1,TRERF1,TRPS1,TSHZ2,TSHZ3,TWIST1,UBE2I,UBE2L3,USP13,UTF1,VENTX,VEZF1,VGLL2,VGLL4,VHL,VSX1,VSX2,WNT11,WNT3A,WT1,WWC1,WWC2,WWP2,YAP1,YBX1,ZBED3,ZBTB10,ZBTB11,ZBTB16,ZBTB22,ZBTB4,ZBTB40,ZBTB46,ZBTB5,ZBTB7A,ZEB2,ZFHX2,ZFHX3,ZFHX4,ZFP42,ZFPM2,ZHX2,ZIC1,ZIC2,ZIC4,ZIC5,ZIM2,ZKSCAN1,ZMIZ1,ZMYND15,ZNF143,ZNF212,ZNF217,ZNF232,ZNF257,ZNF263,ZNF273,ZNF274,ZNF280D,ZNF282,ZNF318,ZNF394,ZNF396,ZNF423,ZNF438,ZNF486,ZNF502,ZNF503,ZNF517,ZNF518B,ZNF536,ZNF540,ZNF575,ZNF608,ZNF609,ZNF625,ZNF627,ZNF662,ZNF671,ZNF696,ZNF707,ZNF709,ZNF716,ZNF732,ZNF76,ZNF787,ZNF835,ZNF853,ZNF876P,ZNF90,ZNF98,ZSCAN1,ZSCAN12,ZSCAN18,ZSCAN21,ZSCAN23,ZSCAN5A,ZXDC	2.3059858821582907e-32	4.15615522160996e-29
GO_BP	combined	Positive Regulation Of DNA-templated Transcription (GO:0045893)	1182	8503	33010	477	ABL1,ACTB,ACTR3,ACVRL1,ADCYAP1,ADIRF,AGO2,AGRN,AHR,AIRE,AKNA,AKT1,ALX1,ANXA2,APBB2,APOE,APP,ARID1B,ARNT,ARNT2,ARRB1,ASCL2,ASIC2,ASXL2,ATF1,ATF5,ATF6B,ATF7IP,ATOH1,ATOH8,AUTS2,BAMBI,BCAS3,BCL11B,BCL9,BCL9L,BCLAF1,BHLHE23,BICRAL,BMP4,BMP7,BORCS8-MEF2B,BRCA2,BRD4,BRD8,CAMKK2,CD40,CD80,CD81,CDH13,CDX2,CEBPG,CGA,CHD6,CIITA,COPS5,CREB3L2,CREB3L3,CREB3L4,CREBBP,CREBZF,CRLF3,CRTC1,CSRNP1,CSRP3,CTBP2,CYTL1,DAB2,DAB2IP,DBP,DCN,DDX17,DDX21,DDX39B,DEK,DHX9,DLL1,DLX1,DLX5,DMRT1,DNAJC2,DNM2,DTX3L,DYRK1A,E2F3,E2F4,EGFR,EHF,EIF5A,ELF1,ELF2,ELF3,ELL,ELL3,ENG,EOMES,EP400,EPAS1,EPC1,EPCAM,ERBB2,ERCC6,ERG,ESR1,ESR2,ESRRA,ESRRG,ETS1,ETS2,F2R,FADD,FANK1,FBXW11,FGF7,FHOD1,FLI1,FOXA1,FOXA2,FOXC1,FOXD3,FOXE1,FOXF1,FOXH1,FOXI1,FOXJ2,FOXK1,FOXL2,FOXR1,FSHB,FZD5,GAL,GALR1,GALR2,GALR3,GATA2,GATA3,GATA4,GATAD2B,GDF6,GDF7,GLI2,GLI3,GLIS1,GLIS3,GLMP,GRHL1,GRHL2,GRHL3,GRIN1,GSX1,GTF2F2,GTF2I,HAND2,HAS3,HDAC1,HDAC4,HIVEP3,HJV,HLA-DRB1,HLTF,HMGA1,HMGA2,HMGB1,HMGB2,HNF1B,HNF4G,HNRNPAB,HNRNPU,HOXA10,HOXA11,HOXA5,HOXA7,HOXB2,HOXB3,HOXB7,HOXC11,HOXC13,HOXC4,HOXD13,HOXD3,HOXD8,HSF1,HTATIP2,HYAL2,IER5,IFI16,IGF1,IGF2,IL18,IL31RA,IL4I1,IL6,INHBA,INO80,IRF1,IRF2,IRF4,IRF5,IRF6,IRF7,IRF8,IRX3,ISL1,ISL2,ITGA6,KANSL3,KAT2A,KAT5,KDM1A,KLF6,KLF7,LDB1,LDB2,LEF1,LGALS13,LHX1,LHX2,LHX3,LHX4,LIF,LILRB1,LITAF,LMO1,LMO2,LMX1A,LMX1B,LPIN1,LRP5,MACC1,MAFF,MAML1,MAML3,MAPK3,MAPRE3,MC1R,MCIDAS,MECOM,MED1,MED12L,MED9,MEF2A,MEF2D,MEIS1,MEIS2,MELTF,MEOX2,MESP1,MET,MICAL2,MIR9-1HG,MITF,MLLT1,MLXIP,MRTFB,MTOR,MYF6,MYOCD,MYOD1,MYRF,MZF1,NCK2,NCOA1,NCOA2,NCOA7,NEUROD1,NEUROD6,NFATC1,NFATC2,NFE2L1,NFE2L2,NFIA,NFIB,NFIC,NFIX,NKX2-1,NKX2-5,NKX2-6,NKX2-8,NKX6-1,NLRP3,NOD2,NOS1,NOTCH4,NPAS3,NPAS4,NPM1,NR1D1,NR1H2,NR1I2,NR2F2,NR3C1,NR4A3,NR5A1,NR5A2,NSD1,NUCKS1,NUP62,OLIG1,OLIG2,OLIG3,ONECUT1,ONECUT2,OSM,OSR2,OTX1,OTX2,PARP1,PARP9,PAX2,PAX3,PAX6,PAX8,PBX1,PBX2P1,PBX4,PDX1,PER1,PEX2,PGR,PHOX2A,PHOX2B,PIK3R1,PITX2,PITX3,PLAGL1,POMC,POU2AF1,POU2F2,POU3F1,POU3F3,POU4F1,POU4F2,POU4F3,PPARD,PRDM11,PRDM16,PRKD1,PRKD2,PRKN,PRMT2,PROX1,PRRX1,PTPRN,PYHIN1,RARA,RARB,RARG,RAX2,RBBP4,RBPJ,REST,RFX3,RFX4,RGMA,RIPK2,RNF111,RNF4,RORA,RPTOR,RREB1,RUNX1,RUNX2,RUNX3,RUVBL1,RXRA,RXRB,RYBP,S100A10,SALL1,SALL2,SATB2,SBNO2,SETD3,SF3B3,SF3B5,SFRP1,SGF29,SHC1,SHH,SIX1,SKAP1,SKI,SLC9A1,SMAD2,SMAD3,SMAD5,SMARCA4,SMARCD3,SOX1,SOX11,SOX14,SOX15,SOX17,SOX8,SOX9,SPIB,SQSTM1,SREBF1,SSBP3,SSBP4,ST18,STAT1,STAT2,STAT3,STAT4,SUPT7L,TADA2B,TAF15,TAF4,TAF7,TAL1,TASP1,TBL1XR1,TBX1,TBX3,TBX5,TBXT,TCF12,TCF20,TCF21,TCF4,TCF7L2,TEAD1,TERT,TET3,TFAP2B,TFEB,TFPT,TFR2,TGFB1,TGFB1I1,TGFB3,THRA,THRB,TLR4,TLX2,TNF,TNKS,TOX2,TP53,TP53INP1,TP63,TP73,TRERF1,TWIST1,UBTF,UHRF1,UTF1,VENTX,VEZF1,VHL,WNT11,WNT3A,WT1,WWOX,YAP1,YBX1,ZBED3,ZBTB16,ZC3H12A,ZEB2,ZFHX3,ZFPM1,ZFPM2,ZIC1,ZIC2,ZMIZ1,ZNF143,ZNF263,ZNF300,ZNF318,ZNF423,ZNF609,ZNF750,ZNF76,ZSCAN21,ZXDC	4.3527116853750205e-29	5.883778020705684e-26
