comparison_collection	library	direction	term	n_genes	query_size	background_size	overlap_n	overlap_genes	p	adj_p	missmethyl_p	missmethyl_fdr	missmethyl_n_genes	missmethyl_de_genes	methylgsa_direction_p	methylgsa_direction_padj	methylgsa_direction_nes	methylgsa_size	methylgsa_direction_core	methylgsa_all_p	methylgsa_all_padj	methylgsa_all_nes	methylgsa_all_core	ora_significant	missmethyl_significant	methylgsa_direction_significant	methylgsa_all_significant
supervisor_arrays	SupervisorArrays	hypermethylated	12. Stem Cell Regulation	11	6368	33010	4	CD34,CLEC11A,CXCL2,IL1A	0.145759958505459	0.306863070537809	0.0749915222768992	0.403114185838018	11	4	0.370143149284254	0.721779141104294	1.07108434990876	11.0	CLEC11A/CD34/CXCL2/IL1A	0.352494577006508	0.637847329821299	1.10176299180706	CLEC11A/DPPA2/CD34/IL1A/IL3/CCL23/CCL24/CXCL2	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	17. Inflammation / Immunosenescence	227	6368	33010	50	ACKR3,ADAR,CCL28,CCL5,CCR7,CMTM1,CMTM2,CSF2RB,CX3CL1,CXCL1,CXCL6,CYTL1,DOCK2,EIF2AK2,FAM3B,IFITM3,IFNGR1,IFNGR2,IFNL4,IL11RA,IL13,IL15RA,IL17B,IL17RA,IL17RD,IL1B,IL1R1,IL1R2,IL1RAP,IL21R,IL23A,IL31RA,IL4I1,IL7,IRAK2,IRAK3,IRF4,IRF8,MX1,NDUFA13,NFIL3,NFKBIL1,PRDM1,SCGB3A1,SOCS2,TAFA1,TAFA3,TAFA4,TAFA5,TICAM2	0.167217921942341	0.334435843884682	0.284302584944483	0.683319382518757	242	43	0.777222777222777	1.0	0.950031599148766	222.0	CXCL1/CXCL6/CYTL1/FAM19A2/IRAK3/IRF4/SCGB3A1/IRF8/CX3CL1/IFNGR2/CXCL14/NFIL3/PRDM1/IL12B/FAM3B/IL17RD/DOCK2/SOCS2/IRAK2/IL4I1/NFKBIL1/CMTM3/IL23A/IL11RA/IL21R/SIGIRR/CMTM2/IL17D/IL2RB/MX1/IL15RA/IL12RB2/EIF2AK2/IL6R/IL7/CCR1/IL27RA/IFNGR1/ADAR/FLT3/IL1B/CSF2RB/DOCK1/NLRP3/RTP4/IL31RA/CCL28/IL17C/IL34/CCR7/IL1RAPL1/IL1RAP/IL17RA/IFI27L2/OSMR/AIF1L/IL1R2/TRAF6/CCL2/IL1RAPL2/PF4V1/IL1F10/CXCR4/CXCL3/MX2/CCR10/TLR2/IL17RC/IL4R/IRF2/IFITM3/RSAD2/SOCS7/IRF2BP1/IL27/IL19/PRMT1/IL12A/IL18BP/FAM3A/IRAK1/CCL26/CXCR2/IL16/CCL19/CISH/SOCS3/IL17B/DOCK3/AIF1/MAPK14/CXCL5/CMTM1/IL6ST/IL20RA/IL22RA1	0.503496503496504	0.869675778766688	0.998390696831859	AIM2/CCL11/CXCL1/CXCL6/CYTL1/DOCK2/FAM19A2/IRAK3/IRF4/IRF8/NLRP3/SCGB3A1/CCL8/IL12B/IL21R/CX3CL1/CX3CR1/DOCK1/IL17F/CISH/PRDM1/IFNGR2/CXCL14/IL7/IRAK2/IL17A/CCL7/IL16/IL1R2/VNN2/CXCR5/IL18RAP/NFIL3/FAM3B/IL17RD/CCL13/CCR6/CCL1/IL1RL1/IFNG/IL13/CCL16/SOCS2/IL1RAPL1/IL5RA/IL20/CCR1/IL1B/TLR5/SIGIRR/IL20RA/IL17D/IL4I1/ITK/IL27RA/IKBKB/NFKBIL1/IL21/CMTM3/CXCR6/IL23A/IL6R/CXCL5/IL11RA/MX1/IL12RB2/IL1RAPL2/CMTM2/DOCK3/IL12A/MX2/CCL18/IL2RB/IL15/IL1RAP/IRAK4/IL22RA2/RSAD2/ADAR/IL4R/IL15RA/CXCR3/IL1RL2/IL1F10/IL19/FAM3A/IRF1/EIF2AK2/OSMR/IRF6/CCR5/CCR7/IL22/IL1RN/IFNA8/IRF2/IL17RE/IL34/TLR2/IRAK1/IFNGR1/IL26/IFITM1/IL17C	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	05. DNA Damage & Repair	146	6368	33010	33	ACOX3,ADGRL4,BABAM2,BRCA2,CLU,CORIN,EFEMP1,FAM20C,FIS1,GATM,IFIT2,KLK4,LYPD3,MAGI2,MATN2,MATN4,MME,MMP14,MMP2,MMP9,NPR1,PARVA,RUVBL1,SMARCD2,SPG7,SRRM4,TMPRSS6,TTC23,TTC33,TTC6,TTC7A,WWP2,XRCC3	0.18002998749854	0.34291426190198	0.818597215438171	1.0	145	30	0.874125874125874	1.0	0.902522259316039	138.0	CORIN/MAGI2/MATN4/MME/MMP14/MMP9/SRRM4/TTC23/WWP2/XRCC3/CLU/EFEMP1/TMPRSS6/FAM20C/MMP2/NPR1/COMP/ACOX3/NPPC/SPG7/PARVA/MMP25/SMARCD3/EFEMP2/ARID1A/FIS1/TTC7A/SMARCD2/NPPB/KLK4/MATN2/NPR2/MMP15/SRRM2/LYPD3/ST14/ATN1/MMP16/OPA1/MMP17/SMARCA4/BRCA2/SMARCA2/SRRM1/MMP7/GADD45A/MMP19/ERCC2/RAD9A/IFT88/ATM/MYL7/RAD9B/HLTF/TTC16/ITCH/TNC/PHF11/GATM/MATN1/WDTC1/RAD50/MMP11/TTC14/TTC12/ATRIP/IFIT1/HEXIM1/MATN3/DPT/BSG/SMARCE1/FREM1/MGP/IFIT2/C1QBP/CD44/PDRG1/TTC19/ERCC3/PARP4/SMARCA5/XPC/PRPF19/ZNF384/PARP12/DDB2/NPPA/MMP24/SMARCC1/TTC33/REV1	0.981018981018981	1.0	0.723459340462351	CLU/CORIN/EFEMP1/FAM20C/MAGI2/MATN4/MME/MMP14/MMP26/MMP9/NPR1/SRRM4/TTC23/WWP2/XRCC3/ACOX3/MMP2/MMP16/TMPRSS6/COMP/SPG7/PARVA/NPPC/MMP25/SMARCD3/EFEMP2/RAD54B/MMP13/ARID1A/MATN2/FIS1/TTC7A/KLK4/NPPB/SRRM2/MMP17/ALKBH1/ST14/XRCC2/SMARCD2/XRCC1/MMP12/OPA1/MMP15/PARP1/PARP12/TNC/PARP9/SMARCA4/HLTF/MMP1/LYPD3/NPR2/MDC1/MYL7/PARP4/CD44/SMARCA2/ATN1/TTC12/BCCIP/FREM1	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	11. Metabolic Hormones	5	6368	33010	2	LEP,LEPR	0.248262968533948	0.451387215516269	0.336914371181092	0.69492990851268	5	2	0.121387283236994	0.338394793926247	1.28299759604919	5.0	LEP/LEPR	0.249056603773585	0.49811320754717	1.18831452650992	LEP/LEPR/ADIPOQ	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	04. Autophagy	14	6368	33010	4	AMBRA1,ATG14,ATG5,ATG7	0.277637098793062	0.48284712833576	0.70420592755481	1.0	15	3	0.63756345177665	0.994598984771574	0.918509784204482	13.0	AMBRA1/ATG7/ATG4B/ATG2A/MAP1LC3A/ATG10/MAP1LC3B/ATG5	0.795767195767196	1.0	0.758911936562819	ATG7/MAP1LC3A/AMBRA1/ATG10/ATG4B/ATG2A	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	14. VEGF / Angiogenesis	10	6368	33010	3	FLT1,FLT4,VEGFA	0.300886752267965	0.501477920446609	0.43146048198674	0.784473603612255	11	3	0.18788501026694	0.457969712525667	1.20069969740552	10.0	FLT1/VEGFA/FLT4/KDR/PDGFC/VEGFC/SH2D2A	0.073224043715847	0.240907574240908	1.43559557336793	FLT1/FLT4/VEGFA/CXCL17/PDGFC/KDR/VEGFC/PROK1/SH2D2A/VEGFB	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	18. Circadian Clock	2	6368	33010	1	PER1	0.348612448686458	0.557779917898334	0.431414431957476	0.784473603612255	2	1	0.605925925925926	0.98462962962963	0.923492082821201	2.0	PER1	0.857374392220421	1.0	0.74774423102177	PER1	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	18. Progeroid / Premature Aging	31	6368	33010	7	DDAH1,FILIP1,LMNA,MTRR,NTNG1,NTNG2,PEBP4	0.389530334862508	0.598069157022329	0.908113555566608	1.0	33	6	0.230769230769231	0.491413916146298	1.12859589899736	30.0	LMNA/NTNG1/NTNG2/FILIP1/PEBP4/TCN2/DDAH1/LMNB2/PHOSPHO1/APEH/PIGG/FLNC/CD320/PNMT/PLBD2/FLNB/FLNA	0.0632530120481928	0.240361445783133	1.37703969838397	CUBN/FILIP1/FLNC/LMNA/NTNG1/NTNG2/TCN1/DDAH1/FLNB/TCN2/PEBP4	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	09. Growth Hormone Axis	7	6368	33010	2	GHSR,SST	0.403696680990072	0.598069157022329	0.34746495425634	0.69492990851268	8	2	0.121475054229935	0.338394793926247	1.2953420270544	7.0	GHSR/SST	0.10093896713615	0.295052365474901	1.38839119137635	GHRHR/GHSR/SST	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	04. Heat Shock / Chaperones	47	6368	33010	10	COX17,CRYAB,DNAJB1,HSF1,HSPA2,HSPB6,HSPB9,SERPINH1,TBCA,TRAP1	0.421877857595546	0.602682653707923	0.889195532293778	1.0	49	7	0.994005994005994	1.0	0.683084301308717	43.0	CRYAB/HSPB6/HSF1/HSPB9/HSPA2/SERPINH1/TRAP1/CDC37/HSPA1A/TBCB/HSF4/PACRG/HSPA1L/COX17/HSPB8/BCS1L/BAG3/ASF1A/HSF2BP/HSPA8/HSP90AA1/CRNN/HSF2/HSPA9/DNAJB1/HSPD1/HSCB/DNAJB4/HSPB1/HSP90AB1	0.936936936936937	1.0	0.680457529936584	CRYAB/HSPB6/PACRG/HSPA2/HSF1/HSPA1L/HSPB8/HSPB9/TRAP1/TBCE/SERPINH1/CRNN/BAG3/CDC37/HSPB3/HSPA1A/HSF4/TBCB	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	07. Apoptosis	114	6368	33010	22	BAK1,BIRC2,BIRC5,BOK,CARD11,CARD9,CCAR2,COX4I2,COX7A1,CRADD,CSRNP1,DAXX,FAS,NOD1,NOD2,PDCD1,PDCD1LG2,SFRP1,SFRP2,SFRP5,TNFRSF10D,TNFSF12	0.536969871369372	0.740648098440513	0.929408241156116	1.0	116	19	0.989010989010989	1.0	0.794108328937366	112.0	CARD11/SFRP1/SFRP2/SFRP5/TNFRSF10D/DAXX/PDCD1/PYCARD/COX4I2/COX7A1/NOD1/BIRC5/NOD2/PCSK9/FADD/CRADD/CARD9/BCL2L2/AATK/TRADD/CSRNP1/FAS/TNFRSF10C/FAIM3/COX5A/TNFSF12/UQCRB/BCL2/COX6A2/BCL2L12/BIRC2/PDCD1LG2/CASP8/BAK1/CASP2/LMTK2/STK17B/NAIF1/BOK/CD274/CASP4/HIVEP1/BAD/DIABLO/DPF2/NLRP1	0.97002997002997	1.0	0.73100711392612	CARD11/CD5L/COX7B2/PDCD1/SFRP1/SFRP2/SFRP5/TNFRSF10D/PLEKHF2/AATK/PYCARD/DAXX/NOD2/NOD1/COX4I2/BMF/LMTK2/AIFM1/COX7A1/CRADD/TNFRSF10A/BCL2/PCSK9/BIRC5/FAIM3/TNFRSF21/TNFRSF25/UQCRFS1/DIABLO/CARD9/CSRNP1/MALT1/FADD/NAIF1/CASP8/BCL2L2/TNFRSF10C/BIRC8/MAP3K5/BIRC2/BNIPL/TRADD/CARD18/PAWR/FAS/HIVEP1/COX7B/NLRC4/BIRC7/COX5A/TNFSF12/UQCRB/BCL2L1/NLRP1/CASP4/STK17A/COX6A2/BCL2L12/BOK/XIAP/NDUFA4/PDCD1LG2	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	11. NAD+ Metabolism	4	6368	33010	1	NMNAT2	0.575706548435847	0.767608731247797	0.709068638996968	1.0	4	1	0.23642943305187	0.491413916146298	1.16654333759414	4.0	NMNAT2/NMNAT3	0.811497326203209	1.0	0.785910765302711	NMNAT2	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	03. AMPK Pathway	5	6368	33010	1	NUAK1	0.657567443411322	0.848474120530738	0.718717144771478	1.0	5	1	0.850867052023121	1.0	0.752637849872915	5.0	NUAK1/PRKAA1/PRKAA2	0.728301886792453	1.0	0.822873780281679	NUAK1	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	06. Cellular Senescence / SASP	6	6368	33010	1	LIMS1	0.723636539619676	0.904545674524594	0.549018650206303	0.954815043837049	6	1	0.963636363636364	1.0	-0.697866846337926	6.0	LIMS1/RSL1D1/GLB1/ATP13A3/TXN	0.830601092896175	1.0	-0.780457219557445	GLB1/LIMS1/ATP13A3/RSL1D1/TXN	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	14. HGF Signaling	7	6368	33010	1	SPINT2	0.776959849391276	0.941769514413668	1.0	1.0	7	0	0.457700650759219	0.850015494267121	1.02373334819619	7.0	MET/HGF	0.924882629107981	1.0	0.61939883158352	HGF/MET/HGFAC/SPINT2	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	05. Epigenetic Regulators	11	6368	33010	1	HDAC4	0.905384715827871	1.0	0.973577873452058	1.0	13	1	0.887309644670051	1.0	0.72516104070145	13.0	HDAC4/SIN3A/KAT2B/KAT5/SIN3B/HDAC2	0.983068783068783	1.0	0.518182344718703	HDAC4/HDAC8/HDAC1/KAT5/HDAC11/SIN3A/KAT2B/HDAC6/SIN3B/HDAC2	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	08. Mitochondrial Function	243	6368	33010	30	ABAT,ACADL,AK2,AK4,ALDH1L2,ALDH5A1,ATP5MC2,ATP5PB,BCKDK,CKMT2,CLYBL,CPT2,CYP24A1,DMGDH,HADHA,LACTB,MRPL23,MRPL44,MRPS22,MTHFD1L,MTUS1,NDUFC1,NDUFS2,NDUFS4,NFU1,NLN,NNT,PDK4,SDHAF1,SLC25A2	0.998553178155225	1.0	0.999984833850128	1.0	261	25	1.0	1.0	0.71171883765611	225.0	ACADL/ALDH1L2/CLYBL/CYP24A1/UCP1/NDUFS2/PC/MRPS21/AADAT/PDK4/SLC25A2/CPT2/ALDH5A1/ACSS3/PDK2/MRPL23/MRM1/MTUS1/CA5B/ACADS/MRPL44/SDHAF1/LACTB/AMT/KIAA0664/ABAT/CA5A/ACSF2/SLC25A22/MSRA/GPD2/ACADVL/BCKDK/PGS1/MTHFD1L/DMGDH/AKAP10/NFU1/PCCA/SLC25A18/ACAA2/PPIF/OXCT1/NNT/MRPS2/STOML2/HADHA/ERAL1/ECSIT/FDX1/SLC25A21/PISD/PITRM1/IDH3G/PDPR/GRPEL1/FPGS/MSRB2/UQCRC1/NDUFS6/AARS2/SLC25A20/NDUFV1/SLC25A29/CCDC90B/SLC25A16/LARS2/PCK2/NDUFS7/AUH/NDUFS4/TSPO/SDHAF2/IVD/VDAC1/SUCLA2/VDAC2/NLN/COQ9/ETHE1/TUFM/MRPL34/ENOSF1/MRPL12/COQ2/MTRF1/PTPMT1/MRPS22/CMC1/PARL/HADHB/PET117	1.0	1.0	0.356093585874215	ACADL/ALDH1L2/CLYBL/CYP24A1/MSRA/PC/UCP1/NDUFS2/ACSS3/PCCA/MTHFD1L/MRPS21/AADAT/SLC25A2/MTUS1/CA5B/PDK4/SLC25A22/CPT2/ALDH5A1/ABAT/PDK2/MRPL23/ACADS/MRM1/SLC25A21/ACSF2/MDH2/KIAA0664/MRPL44/BCKDK/SLC25A14/GPD2/HMGCL/SDHAF1/PGS1/TMLHE/LACTB/CA5A/AMT/AKAP10/SLC25A29/AK2/HIBADH/NUDT13/SUCLG2/DMGDH/ECSIT/ACADVL/SLC25A18/ALDH2/MTFR1/PINK1/AGXT2/PPIF/AARS2/MRPL24/MCCC2/ACOT9/MRPS25/LARS2/DUT/COX10/SLC25A19/NFU1/OTC/NNT/SLC25A20/ATP6AP2/IDH3G/ACAA2/MMAA/UCP3/CPS1/OXCT1/HADH/SYNJ2BP/TIMM17B/MRPS26/MRPS2/STOML2/NDUFS6/UCP2/HADHA/ERAL1/FDX1/PARL/PISD/NARS2/PITRM1/NDUFB11/MSRB2/PDPR/NDUFV2/GRPEL1/NLN/FPGS/NDUFS7/CHDH/TIMM8A/ALAS2/UQCRC1/SSBP1/GHITM/MRPS22/COQ7/NDUFV1/IVD/CCDC90B/SLC25A16/PCK2/AUH/NDUFS4/PDHX/MTHFD2/NDUFC1/TSPO/SDHAF2/VDAC1/SUCLA2/PTPMT1/BCKDHA/PDK1/VDAC2/GLUD2/DECR1/GCAT/NDUFA10/MRPL11/COQ9/ETHE1/TUFM/MRPL34/ATP5D/HSD17B10/ENOSF1/MRPL1/MRPL12/COQ2/MTRF1/OXA1L/CMC1/HADHB/PET117/POLG/FASTKD5/TIMM17A	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	04. Proteasome / Proteostasis	45	6368	33010	2	PSMD1,PSMF1	0.999242719709149	1.0	1.0	1.0	45	0	0.999000999000999	1.0	0.56114720850086	45.0	PSME3/PSMA8/PSMG3/PSMD4/PSMB8/PSMA1/PSMD1/UBLCP1/PSMC5/PSMD6/HAUS7/PSMA7/PSMD14/PSMB5/PSMA4/ADRM1/PSMB9/PSMC4/PSMD9/PSMD7/PSMD11/PSMB1/PSMD13/PSME1/PSMD2/PSMC3/PSMB10/PSMB7/PSMA5/PSMB6/PSMF1/PSMD3/PSMD5/PSMG1/PSME2					False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	02. Sirtuins	6	6368	33010	0		1.0	1.0	1.0	1.0	6	0	0.0321532106495895	0.22880610149604	-1.38982467669684	6.0	SIRT1/SIRT5/SIRT6/SIRT3/SIRT4	0.0076022366769057	0.0412692848174881	-1.77486217111712	SIRT6/SIRT2/SIRT5/SIRT1/SIRT4	False	False	False	True
supervisor_arrays	SupervisorArrays	hypermethylated	03. FOXO Pathway	2	6368	33010	0		1.0	1.0	0.999999999992324	1.0	1	0										False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	03. mTOR Pathway	10	6368	33010	0		1.0	1.0	0.943404658708021	1.0	11	1	0.993063583815029	1.0	0.549770844040296	5.0	MLST8/MTOR/MAPKAP1/FKBP3/RICTOR	0.236714975845411	0.49811320754717	-1.17484776365135	MTOR/MAPKAP1/RICTOR/FKBP3	False	False	False	False
supervisor_arrays	SupervisorArrays	hypermethylated	10. GDF Aging Biomarkers	2	6368	33010	0		1.0	1.0	1.0	1.0	3	0	0.568888888888889	0.96463768115942	0.958227276265577	2.0	GDF11/GDF15	0.743922204213938	1.0	0.833250783307362	GDF15/GDF11	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	14. EGF / EGFR Signaling	30	6052	33010	13	DNER,EGF,EGFR,EPS8,ERBB2,ERBB3,ERBB4,GRB7,NRG1,NRG2,NRG3,SLIT3,TOB1	0.0013640863299909	0.0481662799098077	0.0473234865380949	0.749808394847199	30	12	0.0949050949050949	0.545454545454545	1.24303035790598	29.0	DNER/EGFR/NRG1/NRG3/SLIT3/NRG2/ERBB4/ERBB3/ERBB2/EPS8/EGF	0.0018778063792497	0.0142713284822979	1.6909246920913	CELSR3/DNER/EGFR/LRP4/MEGF10/NRG1/NRG2/NRG3/SLIT3/CLEC14A/EPS8L2/ERBB2/EPS8/ERBB4/CELSR2/GRB7/EGF/ERBB3/PEAR1	True	False	False	True
supervisor_arrays	SupervisorArrays	hypomethylated	15. ECM / Skin Aging	86	6052	33010	27	ADAMTS2,CD36,COL11A2,COL14A1,COL18A1,COL23A1,COL26A1,COL4A1,COL4A2,COL5A1,COL5A3,COL6A1,COL6A2,COL8A1,COL9A1,COLGALT2,ELFN1,FLRT2,FN1,HAS1,ITGA1,ITGB1,LAMA1,LAMB1,P4HA2,PCOLCE,RPSA	0.0024083139954903	0.0481662799098077	0.292437657559846	1.0	91	24	0.047952047952048	0.545454545454545	1.19744897397718	88.0	ADAMTS2/COL11A2/COL18A1/COL23A1/COL4A1/COL4A2/COL5A1/COL6A1/COL6A2/COL6A3/COL8A1/COL9A1/ELFN1/FLRT2/LAMA2/COL15A1/LAMA1/COL13A1/TIMP2/ITGA1/LAMB1/PCOLCE/COL25A1/MARCO/FN1/FCN2/LAMC1/FCN1/STAB2/COL5A3/COL19A1/COL2A1/HAS1/MMRN2/PLOD2/COL12A1/RPL10/LGALS3/ELN/ITGB1/EMILIN2/PLOD1/ITGA2	2.4358451976331e-07	9.25621175100578e-06	1.83688070490269	ADAMTS2/COL11A1/COL11A2/COL14A1/COL15A1/COL18A1/COL19A1/COL1A2/COL23A1/COL25A1/COL4A1/COL4A2/COL5A1/COL6A1/COL6A2/COL6A3/COL8A1/COL9A1/COL9A3/ELFN1/ELN/EMILIN2/FLRT2/HAS1/LAMA1/LAMA2/LAMB1/LRFN5/TIMP2/EMILIN1/MMRN2/COL13A1/COL5A2/PCOLCE/COL1A1/LAMA4/HAS3/COL5A3/ADAMTS3/COL7A1/COL2A1/ITGA1/STAB1/COL12A1/MARCO/COL4A3/FN1/SCARB1/LGALS3/LRFN1/FCN2/ITGA5/ITGB1/PLOD2/LAMC1	True	False	False	True
supervisor_arrays	SupervisorArrays	hypomethylated	17. Inflammation / Immunosenescence	227	6052	33010	56	ACKR1,ACKR2,AIM2,CCL1,CCL11,CCL13,CCL14,CCL7,CCL8,CCR1,CCR3,CCR5,CISH,CXCR1,CXCR6,DOCK2,DOCK3,IFNA8,IL12A,IL12B,IL12RB2,IL15,IL17A,IL17RE,IL18,IL18RAP,IL19,IL1R1,IL1RAP,IL20,IL20RA,IL21,IL21R,IL22RA2,IL23R,IL24,IL27RA,IL37,IL4R,IL5RA,IL6,IL7,IRF1,IRF4,IRF6,IRF8,ISG15,ITK,NLRP3,OSMR,PRDM1,RIPK2,TAFA4,TAFA5,TLR1,VNN2	0.0102463206621462	0.136617608828616	0.0348938552345582	0.749808394847199	242	54	0.0749250749250749	0.545454545454545	1.11001853380956	222.0	AIM2/CCL11/DOCK2/IRF8/NLRP3/CCL8/IRF4/CX3CR1/IL17F/CISH/IL17A/DOCK1/IL21R/CCL7/IL16/VNN2/CXCR5/IL18RAP/CCL13/CCL1/IL1R2/IL1RL1/IFNG/IL13/CCL16/CCR6/IL7/IL5RA/IL20/TLR5/FAM19A2/ITK/CCR1/IKBKB/IL21/IL1RAPL1/CXCR6/CXCL5/IL20RA/DOCK3/CCL18/IL15/IL27RA/PRDM1/IRAK4/IL22RA2/RSAD2/IL4R/IL12B/CXCR3/IL1RL2/IL12RB2/IL12A/IRF1/IRF6/CCR5/IL22/IL1RN/IFNA8/IL17RE/IL26/MX2/IFITM1/IRAK2/IL1RAPL2/IL1RAP/OSMR/IL18/IL6R/IL1B/VNN1/IL19/IL13RA1/CCR7/IL2RA/IL10/CCL4/FAM3A/IRAK1/IL6/IRGM/IRF2/IL13RA2/IL5/CXCR1/CCL14/CCL2/IFNA14/CCR8/CCR3/NFKBIB/XCL2/CXCL10/NKRF/EBI3/NFKB1/SIGIRR/IL1F10/CYTL1/IL18R1/IL1R1/IL11/IL2RG/GBP2/IRF5/CXCR2/IL29/TLR2/IL23R/IL31RA/IL4/FAM3C/CCRL2/FAM3B/IL27/NDUFA13/CSF2RB/IL24/CCL22/CMTM4/IL2RB/IL17D/IL33/CCL20/CCR9/IL31/IL34/IL10RA	0.503496503496504	0.869675778766688	0.998390696831859	AIM2/CCL11/CXCL1/CXCL6/CYTL1/DOCK2/FAM19A2/IRAK3/IRF4/IRF8/NLRP3/SCGB3A1/CCL8/IL12B/IL21R/CX3CL1/CX3CR1/DOCK1/IL17F/CISH/PRDM1/IFNGR2/CXCL14/IL7/IRAK2/IL17A/CCL7/IL16/IL1R2/VNN2/CXCR5/IL18RAP/NFIL3/FAM3B/IL17RD/CCL13/CCR6/CCL1/IL1RL1/IFNG/IL13/CCL16/SOCS2/IL1RAPL1/IL5RA/IL20/CCR1/IL1B/TLR5/SIGIRR/IL20RA/IL17D/IL4I1/ITK/IL27RA/IKBKB/NFKBIL1/IL21/CMTM3/CXCR6/IL23A/IL6R/CXCL5/IL11RA/MX1/IL12RB2/IL1RAPL2/CMTM2/DOCK3/IL12A/MX2/CCL18/IL2RB/IL15/IL1RAP/IRAK4/IL22RA2/RSAD2/ADAR/IL4R/IL15RA/CXCR3/IL1RL2/IL1F10/IL19/FAM3A/IRF1/EIF2AK2/OSMR/IRF6/CCR5/CCR7/IL22/IL1RN/IFNA8/IRF2/IL17RE/IL34/TLR2/IRAK1/IFNGR1/IL26/IFITM1/IL17C	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	09. IGF / Insulin Signaling	20	6052	33010	8	IGF1,IGF1R,IGF2,IGF2BP1,IGF2BP2,IGF2BP3,IGFALS,PAPPA	0.0196555384359893	0.143208889413365	0.0933529441714956	0.933529441714956	20	8	0.2321608040201	0.70324846356453	1.15764394589546	17.0	IGF1R/IGF2BP3/IGF2BP2/IGFALS/IGF2BP1/PAPPA/IGF1/IGFBP5/IGFBP1	0.004426167492058	0.0280323941163676	1.68287095956767	IGF1R/IGF2BP1/IGF2BP3/IGFBP3/PAPPA/IGF2BP2/IGFALS/IGFBP5/IGF1/IGFBP6/IGFBP4	False	False	False	True
supervisor_arrays	SupervisorArrays	hypomethylated	14. VEGF / Angiogenesis	10	6052	33010	5	CXCL17,FLT1,FLT4,PDGFC,VEGFC	0.0229860585518592	0.143208889413365	0.0562356296135399	0.749808394847199	11	5	0.128125	0.624609375	1.27179326893673	10.0	FLT4/CXCL17/PROK1/FLT1/VEGFC/VEGFB/PDGFC	0.073224043715847	0.240907574240908	1.43559557336793	FLT1/FLT4/VEGFA/CXCL17/PDGFC/KDR/VEGFC/PROK1/SH2D2A/VEGFB	False	False	False	False
supervisor_arrays	SupervisorArrays	hypomethylated	09. Growth Hormone Axis	7	6052	33010	4	GHR,GHRHR,GHRL,SST	0.0246498251335663	0.143208889413365	0.133981960542429	1.0	8	3	0.472283813747228	0.837230397097359	1.0066846558081	7.0	GHRHR/SST/GHR/GHRL	0.10093896713615	0.295052365474901	1.38839119137635	GHRHR/GHSR/SST	False	False	False	False
