gene	direction	n_probes	max_abs_delta_beta	min_fdr
NID2	hypermethylated	12	0.4065173646274408	1.8845783814218708e-155
NIM1K	hypermethylated	2	0.2508661216396665	6.794035634737645e-81
NISCH	hypermethylated	2	0.2692024883453374	7.281709781457284e-87
NKAIN1	hypermethylated	1	0.3023333107446166	9.21604081431124e-49
NKAIN3	hypermethylated	2	0.310771344431339	1.1477665833168452e-58
NKAPL	hypermethylated	11	0.4812270142899793	1.1472023536110798e-207
NKD1	hypermethylated	1	0.2187242543358499	7.25862555305121e-45
NKIRAS1	hypermethylated	1	0.3583401008664443	6.03616491674412e-116
NKPD1	hypermethylated	1	0.2054708026961209	2.96790332907639e-66
NKX1-1	hypermethylated	9	0.3515828340810232	3.0035752000261227e-127
NKX2-1	hypermethylated	14	0.4471807383926204	1.630207012996657e-160
NKX2-1-AS1	hypermethylated	11	0.439675406458856	1.630207012996657e-160
NKX2-2	hypermethylated	2	0.3606668696399215	6.913368084360269e-138
NKX2-2-AS1	hypermethylated	2	0.3606668696399215	6.913368084360269e-138
NKX2-3	hypermethylated	7	0.2799787170358115	8.842877677804308e-86
NKX2-4	hypermethylated	9	0.3719903095760984	7.273893597858763e-165
NKX2-5	hypermethylated	2	0.2408513724831114	6.195147072980486e-138
NKX2-6	hypermethylated	14	0.395118928004413	7.138287397599448e-151
NKX2-8	hypermethylated	5	0.3278935537947672	1.4744802365469948e-67
NKX3-2	hypermethylated	4	0.4111888132944641	1.111751887842766e-67
NKX6-1	hypermethylated	14	0.3228433236100551	5.911433960988348e-120
NKX6-2	hypermethylated	28	0.3987763888712202	5.432271639630547e-144
NKX6-3	hypermethylated	1	0.2356821681521519	4.5207737814750495e-51
NLGN1	hypermethylated	2	0.2598064045946137	1.1357055731022208e-115
NLGN2	hypermethylated	1	0.2135146010779193	7.534376117411109e-100
NLGN4X	hypermethylated	1	0.2179014183882775	5.978171433481873e-116
NLN	hypermethylated	1	0.2445737905321278	4.211960769420818e-40
NLRP6	hypermethylated	1	0.2402402016707835	5.154001322919078e-63
NMBR	hypermethylated	6	0.3259955412143059	1.7685638118256814e-120
NMBR-AS1	hypermethylated	6	0.3259955412143059	1.7685638118256814e-120
NMNAT2	hypermethylated	4	0.3094561671791821	6.0314201309773436e-167
NMS	hypermethylated	1	0.2881982361167401	5.6748876551218956e-123
NMT1	hypermethylated	9	0.346042563551163	9.136870975839055e-115
NNAT	hypermethylated	3	0.2270589005352026	3.071781922433504e-56
NNMT	hypermethylated	2	0.2481683602202501	1.1048676473856247e-74
NNT	hypermethylated	1	0.2158583821342841	2.1759381687015236e-34
NNT-AS1	hypermethylated	1	0.2158583821342841	2.1759381687015236e-34
NOD1	hypermethylated	1	0.2293721163083636	7.792691051677464e-80
NOD2	hypermethylated	1	0.2237846966352352	3.4288086359870626e-72
NODAL	hypermethylated	2	0.2382593529709367	3.896613977316224e-63
NOL4	hypermethylated	3	0.3727314436743483	1.4418917904682292e-185
NOL9	hypermethylated	3	0.2415766082039383	1.773392120941708e-95
NOS1	hypermethylated	1	0.2121453466500795	2.200300513860651e-95
NOTCH1	hypermethylated	1	0.3064761561970302	1.5235450829076317e-95
NOTCH3	hypermethylated	3	0.2991270252147091	1.3673425802878883e-69
NOTCH4	hypermethylated	3	0.3262796420994596	2.37211606105559e-124
NOTO	hypermethylated	2	0.2680164869673077	9.373026392165712e-144
NOTUM	hypermethylated	2	0.2799076762195611	2.48306815114436e-107
NOVA2	hypermethylated	1	0.2130881024228569	1.1556771348067068e-123
NOX4	hypermethylated	8	0.348783480214801	1.0630987847512566e-136
NPAS3	hypermethylated	6	0.2854865198439773	2.5507918898451975e-125
NPAS4	hypermethylated	2	0.4205886234491033	1.002849701431278e-59
NPB	hypermethylated	1	0.2561471837658678	1.0657483681207468e-100
NPBWR1	hypermethylated	7	0.3527130805464462	3.889632357516334e-147
NPEPPS	hypermethylated	1	0.2151262339829469	2.489881307135771e-64
NPFFR1	hypermethylated	1	0.2782506714917228	1.5283121776772413e-79
NPHS1	hypermethylated	8	0.3186490022617365	1.913780826350942e-114
NPHS2	hypermethylated	6	0.3696194203929993	6.296112559436897e-169
NPIPB2	hypermethylated	1	0.2832673240475775	4.350214425867274e-81
NPLOC4	hypermethylated	3	0.3738584380092852	1.7606037573924283e-73
NPR1	hypermethylated	2	0.2421240848715421	8.088980920991559e-100
NPR3	hypermethylated	2	0.274764055045274	1.517317915044494e-89
NPTN	hypermethylated	1	0.2079414908008778	1.0401685623536352e-52
NPTX1	hypermethylated	1	0.2552964761116191	2.6269953157655988e-117
NPTX2	hypermethylated	6	0.4185973199151817	1.2687496437327889e-161
NPY	hypermethylated	12	0.376417472622387	8.844439028475888e-142
NPY2R	hypermethylated	1	0.2445884662926331	7.784216754986748e-71
NR0B1	hypermethylated	1	0.2016740831728884	7.122386170577341e-58
NR1D1	hypermethylated	2	0.2703018365969091	5.929692569147299e-64
NR1D2	hypermethylated	1	0.3583401008664443	6.03616491674412e-116
NR1H2	hypermethylated	2	0.4127343627655052	1.012910528100059e-102
NR1H3	hypermethylated	1	0.2994837116023343	5.886724301519238e-73
NR1I2	hypermethylated	1	0.4071534412212059	2.119241773090537e-67
NR2E1	hypermethylated	28	0.3259663491734641	2.1453768207075962e-172
NR2F1-AS1	hypermethylated	1	0.2065682489312932	7.6721741207788e-108
NR3C1	hypermethylated	4	0.3549112776983753	9.61781793952375e-64
NR5A1	hypermethylated	2	0.239131852838965	2.518633008598004e-141
NR5A2	hypermethylated	15	0.4345327127711145	6.79605127852026e-139
NRAD1	hypermethylated	1	0.2373950528065179	6.647337065298186e-57
NRADDP	hypermethylated	4	0.3334980203145606	2.1266425998677964e-52
NRARP	hypermethylated	1	0.2579570679628131	1.8785675333676254e-81
NREP	hypermethylated	4	0.2557990979904077	1.0596271599985468e-106
NREP-AS1	hypermethylated	1	0.2557990979904077	4.574283190146248e-52
NRG1	hypermethylated	5	0.3528015044939701	5.336648763617435e-134
NRG2	hypermethylated	3	0.2716948224718655	2.5675508249911652e-108
NRIP2	hypermethylated	5	0.3174467218192769	7.66023154657998e-103
NRIP3	hypermethylated	1	0.253401744043614	9.533857867177153e-90
NRM	hypermethylated	4	0.2404763468850593	1.2978488281628182e-82
NRN1	hypermethylated	14	0.363485730778653	7.966289306288846e-150
NRP1	hypermethylated	2	0.2199656415742996	2.2276585165882816e-106
NRP2	hypermethylated	1	0.2184668708815619	1.2199530264294324e-47
NRSN1	hypermethylated	3	0.4195349537973786	2.327541166463229e-96
NRXN1	hypermethylated	10	0.3691312397644847	4.243547725100011e-160
NRXN2	hypermethylated	7	0.4561525814509784	2.3385214140316783e-229
NSD1	hypermethylated	2	0.2877724286682646	7.0769593771350265e-53
NSG1	hypermethylated	1	0.2017477412308771	3.255508079526021e-96
NSMCE1-DT	hypermethylated	1	0.3224969155139573	1.5993821299632236e-56
NSMF	hypermethylated	1	0.2969450646038917	6.5236794035408e-53
NT5C1A	hypermethylated	1	0.2286658614978892	2.5699678717770894e-120
NT5C2	hypermethylated	10	0.3915502625292785	1.4094063170824901e-171
NT5DC1	hypermethylated	1	0.3051423647763953	2.331125252911743e-58
NT5E	hypermethylated	6	0.3791995384801686	3.579103805574366e-138
NTF3	hypermethylated	2	0.2729140863039854	4.0951133162886375e-128
NTN1	hypermethylated	1	0.2622613802825865	7.71359864423779e-34
NTNG1	hypermethylated	1	0.2085782768178614	4.548485837770943e-38
NTNG2	hypermethylated	1	0.2293013986804816	1.2985258128405019e-55
NTRK1	hypermethylated	4	0.3016207522225557	9.07737360606221e-113
NTSR1	hypermethylated	2	0.2673713242786881	1.8965952688121862e-126
NUAK1	hypermethylated	2	0.2881401587578531	6.178650460440617e-100
NUBPL	hypermethylated	1	0.2773654388816848	8.765758444144707e-23
NUDT1	hypermethylated	2	0.2120795074049792	2.5500309916360814e-24
NUDT16P1	hypermethylated	2	0.2542635059919743	5.401292968118658e-57
NUDT3	hypermethylated	1	0.2973225026788281	5.89402365073968e-09
NUMA1	hypermethylated	3	0.2183560226185675	4.751897738500557e-65
NUP210	hypermethylated	1	0.2386363889833994	2.217057028545106e-22
NUP58	hypermethylated	1	0.2056101119207388	9.521482476276874e-65
NUP62	hypermethylated	1	0.3245021460269376	3.341085563598373e-65
NWD2	hypermethylated	3	0.3045454800866158	3.279524131875982e-118
NXN	hypermethylated	7	0.3353146878863141	3.741325789649727e-112
NXPH1	hypermethylated	22	0.4970736922139556	2.509292380860049e-231
NXPH2	hypermethylated	4	0.3558257338864816	1.5895511290243684e-144
NYAP1	hypermethylated	1	0.2159578364207426	1.4459577748863379e-70
NYAP2	hypermethylated	2	0.2992428487299396	9.198295643208107e-65
NYNRIN	hypermethylated	3	0.2806028443922075	8.028132393807622e-89
OACYLP	hypermethylated	1	0.2376812235308822	8.094072785490393e-84
OAF	hypermethylated	2	0.2892584578170934	8.044882237564168e-115
OAS3	hypermethylated	1	0.2391412720810175	0.0116655793194808
OAZ1P1	hypermethylated	2	0.3412410992504041	6.47497154046436e-88
OAZ2	hypermethylated	1	0.2787577445270237	7.615831183109439e-97
OBI1-AS1	hypermethylated	42	0.4550869515990375	3.9103657666666296e-191
OBSCN	hypermethylated	2	0.2279731738754881	4.649188405295381e-78
OBSCN-AS1	hypermethylated	2	0.2279731738754881	4.649188405295381e-78
OBSL1	hypermethylated	4	0.3054012634670064	4.358778829819102e-117
OCA2	hypermethylated	3	0.345027056565472	7.468750747374459e-142
ODC1	hypermethylated	1	0.2525890703885038	4.734551957977405e-62
ODC1-DT	hypermethylated	1	0.2525890703885038	4.734551957977405e-62
OFCC1	hypermethylated	3	0.2650813249450867	2.3864118878487227e-69
OLFM2	hypermethylated	1	0.2113533769763881	4.019284376518905e-66
OLFM3	hypermethylated	3	0.3062131364589658	5.795217312149567e-131
OLFML2B	hypermethylated	1	0.2081287600728212	7.499485144662904e-103
OLIG1	hypermethylated	3	0.3005729144458913	5.251265952611434e-124
OLIG2	hypermethylated	7	0.2935593643808954	1.7692090544024354e-136
OLIG3	hypermethylated	3	0.4285929505845893	9.350256885009069e-97
ONECUT1	hypermethylated	10	0.3511696127821122	1.0191851638709031e-176
ONECUT2	hypermethylated	12	0.4817942077113886	8.018385645049369e-152
ONECUT3	hypermethylated	6	0.3697749020084532	2.4467926868592595e-129
OPA3	hypermethylated	2	0.2307964709120574	1.0699305468895445e-29
OPCML	hypermethylated	5	0.3494439359666881	1.1005719558832336e-158
OPLAH	hypermethylated	3	0.3044063051497625	1.168976252740711e-40
OPRM1	hypermethylated	8	0.2867871024373788	7.052431662401428e-158
OR10AE3P	hypermethylated	1	0.2030262810669319	3.798474234620288e-42
OR1R1P	hypermethylated	1	0.3151911889249661	6.9585956870100246e-46
OR2C3	hypermethylated	1	0.2212559232925952	3.806483212343861e-24
OR2I1P	hypermethylated	31	0.4051312950446803	1.876186384265856e-149
OR3A2	hypermethylated	1	0.3151911889249661	6.9585956870100246e-46
OR4D1	hypermethylated	1	0.2523091519059319	2.8614230440981063e-112
ORAI3	hypermethylated	1	0.2286965750034607	1.4889465912662058e-55
ORC5	hypermethylated	1	0.2097014503395102	4.476077077132588e-17
OSBPL5	hypermethylated	6	0.3061549907747278	6.0992094298602945e-84
OSR1	hypermethylated	3	0.2485991648038456	3.268389448953546e-150
OSR2	hypermethylated	4	0.2780509899613074	4.387056541152959e-76
OST4	hypermethylated	1	0.2456290091813478	1.5733605853347342e-103
OSTM1	hypermethylated	23	0.356992801772155	2.1453768207075962e-172
OSTM1-AS1	hypermethylated	3	0.2406420352641586	1.2453101971605156e-107
OTOA	hypermethylated	1	0.2212774617747755	1.2686769446388504e-124
OTOGL	hypermethylated	1	0.2278155487270156	4.937545594508642e-38
OTP	hypermethylated	13	0.4474313101933283	2.9026437883719684e-139
OTUD3	hypermethylated	1	0.200008087824887	2.1709491186048207e-21
OTX1	hypermethylated	15	0.415396546676578	1.371136348952972e-87
OTX2	hypermethylated	26	0.5239027993101762	1.0542453915845083e-185
OTX2-AS1	hypermethylated	11	0.5239027993101762	1.0542453915845083e-185
OVAAL	hypermethylated	1	0.2574761845218547	2.3474554528420797e-78
OXR1	hypermethylated	1	0.3815324642815186	1.1238267280728825e-23
OXT	hypermethylated	2	0.3725014260415962	1.800655458530555e-112
P2RX5	hypermethylated	1	0.2258760474966681	1.341629304554581e-69
P2RX5-TAX1BP3	hypermethylated	1	0.2258760474966681	1.341629304554581e-69
P2RX6	hypermethylated	2	0.2169453568967977	2.4357281693132694e-94
P2RX7	hypermethylated	1	0.2143025204168552	5.2797955275832355e-90
P2RY1	hypermethylated	1	0.2836915014471482	1.2958615033600196e-122
P2RY12	hypermethylated	1	0.2921967509769065	3.248187758670479e-13
P2RY6	hypermethylated	2	0.2840591699115297	7.97170951042809e-112
P3H1	hypermethylated	1	0.2929285398152483	2.5762140364112723e-61
P3H2	hypermethylated	2	0.3080266974670227	6.547802029743627e-136
P3H2-AS1	hypermethylated	2	0.3080266974670227	6.547802029743627e-136
P3R3URF-PIK3R3	hypermethylated	3	0.2853204452432315	4.0818550426063754e-97
P4HA2	hypermethylated	4	0.2636427458161624	1.4504545877058554e-88
P4HA3	hypermethylated	3	0.3205462082359696	6.629919458256185e-99
P4HA3-AS1	hypermethylated	4	0.3205462082359696	6.629919458256185e-99
PABPC1P4	hypermethylated	2	0.3723744807998498	3.0941259693070413e-77
PABPC4L	hypermethylated	1	0.2739224717601094	3.730771621665026e-101
PABPC5	hypermethylated	3	0.2789482036305544	3.7181756010081017e-87
PABPC5-AS1	hypermethylated	3	0.2789482036305544	3.7181756010081017e-87
PACERR	hypermethylated	5	0.2968681198133892	1.337232320212033e-114
PACS2	hypermethylated	8	0.3409665578542141	4.0902676563085025e-110
PACSIN1	hypermethylated	2	0.284207158719665	2.4319243361933515e-38
PACSIN3	hypermethylated	2	0.3313236453590441	6.003069987768574e-109
PAFAH1B2	hypermethylated	1	0.2220202919831763	9.56067080256772e-53
PAFAH1B2P2	hypermethylated	1	0.2069750734600097	8.322442560455426e-30
PAH	hypermethylated	3	0.2321686496318481	8.054299073541558e-94
PAK1	hypermethylated	1	0.25235424116763	8.746145323149278e-70
PAK5	hypermethylated	1	0.2426027181254894	3.836369872194687e-119
PALD1	hypermethylated	1	0.2284900095591847	3.365620234033933e-107
PALLD	hypermethylated	6	0.3397492208577762	3.2247653802462335e-98
PALM	hypermethylated	2	0.2457920630158686	3.011998825750986e-71
PALM2AKAP2	hypermethylated	1	0.2261673239738397	3.257650225988331e-27
PAM	hypermethylated	3	0.2725843620506621	6.695946621993877e-60
PAMR1	hypermethylated	3	0.2925732272731935	8.857840405272495e-123
PANCR	hypermethylated	4	0.3487507928091586	6.797170116661071e-147
PANTR1	hypermethylated	12	0.4375092955137288	4.535004310301271e-175
PANX2	hypermethylated	2	0.2190063122372927	2.3209742773156683e-60
PAPLN	hypermethylated	1	0.2294406749919191	5.788765982965835e-44
PAPOLB	hypermethylated	3	0.3154407290765277	2.766159644365494e-85
PAPPA	hypermethylated	1	0.2272262854769202	1.24609960696904e-150
PAQR4	hypermethylated	1	0.2488545035418512	1.7247545645494114e-53
PAQR6	hypermethylated	2	0.3022415690329024	1.3484272500486413e-91
PAQR8	hypermethylated	1	0.2350202803695865	5.059444287994061e-74
PAQR9	hypermethylated	3	0.3108712491586795	2.0690403103990177e-163
PAQR9-AS1	hypermethylated	3	0.3108712491586795	2.0690403103990177e-163
PARD3	hypermethylated	2	0.2369733944823594	1.7768215347600586e-33
PARD3B	hypermethylated	2	0.2717977851059786	2.1035255911345245e-103
PARD6G-AS1	hypermethylated	1	0.2302055574641934	0.0002981631828125
PARP15	hypermethylated	4	0.3886120158187578	1.2524386554002021e-104
PARVA	hypermethylated	2	0.273741038549398	8.312123513968431e-89
PATL2	hypermethylated	1	0.2713025949633759	6.615221732116262e-106
PAUPAR	hypermethylated	37	0.5041877909233798	4.009731674037561e-152
PAX1	hypermethylated	6	0.2624422049692372	4.0333404814210115e-113
PAX2	hypermethylated	17	0.3375296995115807	8.714808913853717e-126
PAX3	hypermethylated	26	0.4200470449593738	2.587529845007963e-176
PAX5	hypermethylated	6	0.3799675189696935	1.1468859535652965e-146
PAX6	hypermethylated	36	0.4748543063420999	5.6839709809816586e-170
PAX7	hypermethylated	21	0.3513979247885193	8.45464254297332e-140
PAX8	hypermethylated	2	0.2154616894675312	1.0349748004600282e-25
PAX8-AS1	hypermethylated	2	0.2154616894675312	1.0349748004600282e-25
PAX9	hypermethylated	23	0.3783274862501355	1.0441053031914029e-159
PBRM1	hypermethylated	1	0.2609199361746334	2.8799758680010896e-64
PBX1	hypermethylated	4	0.2477057334652009	5.831264955273291e-85
PBX2	hypermethylated	2	0.220264936417288	7.96686103867414e-89
PBX4	hypermethylated	2	0.2702184729302849	1.5617681300406166e-78
PBXIP1	hypermethylated	1	0.2460943732871384	1.0529999043499518e-85
PCAT1	hypermethylated	1	0.2323409195639355	4.752545480031655e-63
PCAT4	hypermethylated	1	0.2756320889329304	6.433370437573199e-59
PCBP3	hypermethylated	2	0.361305041413042	1.960711355725074e-122
PCDH10	hypermethylated	8	0.3195927703696137	1.0525455987962711e-132
PCDH17	hypermethylated	7	0.4072041815622109	2.6430049191215955e-141
PCDH20	hypermethylated	1	0.3166372509202302	2.0207805927543e-93
PCDH7	hypermethylated	2	0.3014644048835649	3.750895295393844e-89
PCDH8	hypermethylated	17	0.3874024987874864	1.0262615195975675e-182
PCDH8P1	hypermethylated	1	0.2686251640158241	5.1403188515845614e-82
PCDHA1	hypermethylated	29	0.3889236932706514	5.1277153368104465e-121
PCDHA10	hypermethylated	11	0.3706534076260243	5.1277153368104465e-121
PCDHA11	hypermethylated	7	0.3706534076260243	5.1277153368104465e-121
PCDHA12	hypermethylated	7	0.3706534076260243	5.1277153368104465e-121
PCDHA13	hypermethylated	6	0.3706534076260243	5.1277153368104465e-121
PCDHA2	hypermethylated	29	0.3889236932706514	5.1277153368104465e-121
PCDHA3	hypermethylated	26	0.3706534076260243	5.1277153368104465e-121
PCDHA4	hypermethylated	23	0.3706534076260243	5.1277153368104465e-121
PCDHA5	hypermethylated	22	0.3706534076260243	5.1277153368104465e-121
PCDHA6	hypermethylated	22	0.3706534076260243	5.1277153368104465e-121
PCDHA7	hypermethylated	18	0.3706534076260243	5.1277153368104465e-121
PCDHA8	hypermethylated	15	0.3706534076260243	5.1277153368104465e-121
PCDHA9	hypermethylated	12	0.3706534076260243	5.1277153368104465e-121
PCDHAC1	hypermethylated	3	0.2388502359467942	5.1277153368104465e-121
PCDHAC2	hypermethylated	2	0.2388502359467942	5.1277153368104465e-121
PCDHB15	hypermethylated	9	0.2940695104477003	2.914441443184676e-126
PCDHB16	hypermethylated	3	0.2246524503668115	1.929882218435964e-58
PCDHB17P	hypermethylated	3	0.2783869829738973	9.283300849908835e-76
PCDHB18P	hypermethylated	6	0.549303498211882	2.012207486240259e-122
PCDHB19P	hypermethylated	3	0.3900132555686109	2.5583379101808367e-66
PCDHB3	hypermethylated	2	0.2758782092026013	9.972565659994784e-64
PCDHB4	hypermethylated	4	0.2964265604591484	2.0687690187256489e-78
PCDHB5	hypermethylated	4	0.2472335690977865	7.81735038852465e-103
PCDHB6	hypermethylated	1	0.2205836547640308	1.5533487282589765e-63
PCDHGA1	hypermethylated	80	0.4773357017201387	4.3836815381939257e-187
PCDHGA10	hypermethylated	32	0.4773357017201387	4.3836815381939257e-187
PCDHGA11	hypermethylated	28	0.4773357017201387	4.3836815381939257e-187
PCDHGA12	hypermethylated	17	0.4773357017201387	4.3836815381939257e-187
PCDHGA2	hypermethylated	80	0.4773357017201387	4.3836815381939257e-187
PCDHGA3	hypermethylated	79	0.4773357017201387	4.3836815381939257e-187
PCDHGA4	hypermethylated	74	0.4773357017201387	4.3836815381939257e-187
PCDHGA5	hypermethylated	69	0.4773357017201387	4.3836815381939257e-187
PCDHGA6	hypermethylated	61	0.4773357017201387	4.3836815381939257e-187
PCDHGA7	hypermethylated	54	0.4773357017201387	4.3836815381939257e-187
PCDHGA8	hypermethylated	48	0.4773357017201387	4.3836815381939257e-187
PCDHGA9	hypermethylated	39	0.4773357017201387	4.3836815381939257e-187
PCDHGB1	hypermethylated	74	0.4773357017201387	4.3836815381939257e-187
